Symbol	Tickers	ID	Created	ArrivalDate	ArrivalTime	CurlTime	Headline	Author	Float	Exchange	LastDailyClose	itiBaseline	tradeSizeBaseline	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Sentiment	ClerkArm	ClerkSentiment	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt
ACOG	"[""ACOG""]"	nBw97jtGda	08:30:00.466	2026-06-16	08:30:01.613	08:30:07.618	Alpha Cognition Announces First Patient Enrolled in RESOLVE Phase 4 Study Evaluating ZUNVEYL® in Patients with Mild to Moderate Alzheimer’s Disease	Business Wire	13.87	NASDAQ	5.99	28500.0	545.5833	2026-06-16 08:30:07.668072	0.5549	0.0188	0.4263	0.5361	positive	OK	accepted:1004	sentiment_ack	0.2394	0.3017	0.2246	0.7179	0.3191	2026-06-16 08:30:09.072502
CDT	"[""CDT""]"	nGNX6d6Lk7	08:30:00.617	2026-06-16	08:30:01.799	08:30:08.582	CDT Equity Announces Debt Update and New Loan Facility	Globe Newswire	1.63	NASDAQ	0.696	814.1	724.0445	2026-06-16 08:30:08.605534	0.3701	0.0265	0.6034	0.3435	positive	OK	accepted:1010	sentiment_ack	0.3739	0.5121	0.3023	0.839	0.3306	2026-06-16 08:30:10.369042
MMA	"[""MMA""]"	nGNXchby9Y	08:30:00.700	2026-06-16	08:30:01.799	08:30:08.653	MMA Terminates Equity Line of Credit, Confirms No Drawdowns Occurred from the Facility	Globe Newswire	21.14	NYSE AMERICAN	0.4372	31.6	741.0241	2026-06-16 08:30:08.685443	0.0958	0.051	0.8532	0.0448	neutral	BAD	accepted:1008	sentiment_ignored	0.0944	0.0832	0.0563	0.3311	0.0932	2026-06-16 08:30:10.635015
AGPU	"[""AGPU""]"	nGNX2c6Bhm	08:30:00.661	2026-06-16	08:30:02.036	08:30:09.806	Axe Compute Secures $25.9 Million in Contracts for Long-Term Deployments of Blackwell and Grace Blackwell Compute	Globe Newswire	7.44	NASDAQ	7.11	3664.3	382.1899	2026-06-16 08:30:09.881617	0.8191	0.0118	0.1691	0.8073	positive	OK	accepted:1015	sentiment_ignored	0.3821	0.4968	0.3306	0.7938	0.4302	2026-06-16 08:30:11.622723
INBS	"[""INBS""]"	nGNXbjT8hX	08:30:00.880	2026-06-16	08:30:02.177	08:30:10.042	Intelligent Bio Solutions Initiates Clinical Study Supporting FDA Clearance and Planned U.S. Market Entry	Globe Newswire	2.3	NASDAQ	2.4	4275.0	333.8235	2026-06-16 08:30:10.097590	0.4391	0.0177	0.5432	0.4213	positive	OK	accepted:1006	sentiment_ack	0.2925	0.3718	0.2491	0.6881	0.2583	2026-06-16 08:30:11.731895
FBLG	"[""FBLG""]"	nGNX58Xlv0	08:30:00.949	2026-06-16	08:30:02.523	08:30:10.750	FibroBiologics Advances Patient Dosing for Phase 1/2 Clinical Trial of CYWC628 for the Treatment of Diabetic Foot Ulcers	Globe Newswire	4.39	NASDAQ	0.931	3696.4	867.7763	2026-06-16 08:30:10.778625	0.4861	0.0466	0.4673	0.4395	positive	OK	accepted:1005	sentiment_ack	0.466	0.5523	0.3395	0.8453	0.3403	2026-06-16 08:30:12.377355
PUSA	"[""PUSA"", ""UMAC""]"	nGNX7JsBmT	08:30:01.161	2026-06-16	08:30:02.891	08:30:11.106	Unusual Machines Makes $30 Million Strategic Equity Investment in Powerus to Scale U.S. Autonomous Drone Manufacturing Infrastructure	Globe Newswire	13.21	NASDAQ	4.71	392.4	530.9122	2026-06-16 08:30:11.245843	0.2502	0.0147	0.7352	0.2355	positive	OK	accepted:1009	sentiment_ack	0.5134	0.5372	0.3346	0.7406	0.401	2026-06-16 08:30:12.969041
UMAC	"[""PUSA"", ""UMAC""]"	nGNX7JsBmT	08:30:01.161	2026-06-16	08:30:02.891	08:30:11.106	Unusual Machines Makes $30 Million Strategic Equity Investment in Powerus to Scale U.S. Autonomous Drone Manufacturing Infrastructure	Globe Newswire	43.37	NASDAQ	24.43	77.7	507.3298	2026-06-16 08:30:11.248033	0.2502	0.0147	0.7352	0.2355	positive	OK	accepted:1015	sentiment_ack	0.5973	0.6084	0.4482	0.7499	0.5432	2026-06-16 08:30:12.969134
NIVF	"[""NIVF""]"	nGNX1v1QkF	08:30:01.072	2026-06-16	08:30:02.961	08:30:11.191	NewGen Eliminates Convertible Note and Warrant Overhang with a Significant Investor, Enters Into Settlement Agreement Strengthening Capital Structure	Globe Newswire	0.4548	NASDAQ	0.5609	173.5	416.0812	2026-06-16 08:30:11.297531	0.8702	0.0228	0.107	0.8474	positive	OK	accepted:1013	sentiment_ack	0.5474	0.6675	0.4975	0.8802	0.4009	2026-06-16 08:30:13.467575
QNRX	"[""QNRX"", ""2EB0Y""]"	nGNX5RcSqR	08:30:01.299	2026-06-16	08:30:02.965	08:30:11.254	Quoin Pharmaceuticals Announces Positive Clinical Update from Ongoing Pediatric Netherton Syndrome Compassionate Use Program	Globe Newswire	1.4414	NASDAQ	4.2	25650.0	281.1897	2026-06-16 08:30:11.319601	0.6798	0.0319	0.2883	0.6479	positive	OK	accepted:1014	sentiment_ack	0.3334	0.4205	0.2948	0.7633	0.3143	2026-06-16 08:30:14.525710
JFB	"[""JFB""]"	nGNX3T00bs	08:30:01.215	2026-06-16	08:30:02.972	08:30:11.260	XTEND Secures Patent for Operating UAVs Under Degraded Communications and High-Latency Conditions	Globe Newswire	1.84	NASDAQ	5.06	1620.6	517.0925	2026-06-16 08:30:11.328945	0.4787	0.0126	0.5087	0.4661	positive	OK	accepted:1001	sentiment_ack	0.3596	0.4521	0.3327	0.7388	0.3394	2026-06-16 08:30:14.695954
RMAX	"[""RMAX""]"	nPn3FCmHwa	08:30:06.425	2026-06-16	08:30:06.576	08:30:11.923	REMAX Launches New Program to Connect Agents with Golf-Focused Buyers and Sellers	PR Newswire	19.62	NYSE	9.2	25650.0	2508.0	2026-06-16 08:30:11.936797	0.426	0.0101	0.564	0.4159	positive	OK	accepted:1018	sentiment_ack	0.2444	0.3078	0.1902	0.5413	0.2399	2026-06-16 08:30:15.245203
LAW	"[""LAW"", ""OTCM""]"	nPn8scJQ8a	08:30:06.764	2026-06-16	08:30:07.003	08:30:12.393	Receipts Depositary Corporation Raises $7 Million to Modernize Depositary Receipts for Digital and Alternative Assets	PR Newswire	25.3	NYSE	3.58	5333.6	4983.5556	2026-06-16 08:30:12.444936	0.6551	0.0112	0.3337	0.6439	positive	OK	accepted:1002	sentiment_ack	0.4789	0.6198	0.4789	0.7964	0.4554	2026-06-16 08:30:15.819969
CFND	"[""CFND""]"	nBwtmp8La	08:31:00.108	2026-06-16	08:31:00.285	08:31:00.423	C1 Fund Inc. Issues Shareholder Letter and Provides First Half 2026 Corporate Update	Business Wire	6.6667	NYSE	3.12	24700.0	1326.85	2026-06-16 08:31:00.446948	0.0374	0.0209	0.9417	0.0165	neutral	BAD	accepted:1008	sentiment_bad_released	0.3709	0.4929	0.3202	0.7814	0.3259	2026-06-16 08:31:01.555041
HPAI	"[""HPAI"", ""HPAIW""]"	nGNX25Bh19	08:31:00.132	2026-06-16	08:31:00.295	08:31:00.404	Helport AI Launches HyprX for Hardware	Globe Newswire	7.88	NASDAQ	0.7451	624.6	492.9235	2026-06-16 08:31:00.416140	0.1709	0.0685	0.7607	0.1024	positive	BAD	accepted:1011	sentiment_bad_released	0.2195	0.1986	0.1413	0.6627	0.0886	2026-06-16 08:31:01.874244
LASE	"[""LASE""]"	nACSgmXqsa	08:31:00.989	2026-06-16	08:31:01.180	08:31:01.294	Laser Photonics Enters Data Center Supply Chain with Delivery of First Robotic Laser Cleaning Cell to Vander-Bend Manufacturing	ACCESSWIRE	26.59	NASDAQ	2.1	11.2	498.9064	2026-06-16 08:31:01.340033	0.3208	0.0105	0.6687	0.3104	positive	OK	accepted:1012	sentiment_ack	0.279	0.2906	0.2354	0.7879	0.2515	2026-06-16 08:31:02.211558
VWAV	"[""VWAV"", ""FRSX""]"	nGNX2wtmlR	08:42:00.128	2026-06-16	08:42:00.316	08:42:00.661	Foresight Showcases at Eurosatory 2026 its Advanced 3D Perception Technologies	Globe Newswire	16.3	NASDAQ	4.82	914.4	410.7263	2026-06-16 08:42:00.684562	0.3175	0.0096	0.6729	0.3079	positive	OK	accepted:1013	sentiment_ack	0.3823	0.4849	0.297	0.7817	0.2764	2026-06-16 08:42:01.429779
FRSX	"[""VWAV"", ""FRSX""]"	nGNX2wtmlR	08:42:00.128	2026-06-16	08:42:00.316	08:42:00.661	Foresight Showcases at Eurosatory 2026 its Advanced 3D Perception Technologies	Globe Newswire	2.2189	NASDAQ	1.57	497.3	267.4009	2026-06-16 08:42:00.683525	0.3175	0.0096	0.6729	0.3079	positive	OK	accepted:1011	sentiment_ack	0.3607	0.4667	0.2716	0.7817	0.246	2026-06-16 08:42:01.429869
PPCB	"[""PPCB""]"	nGNX8ZT4pR	08:45:00.093	2026-06-16	08:45:00.316	08:45:00.478	Propanc Biopharma’s CEO Tours European CDMO & Plans for GMP Production of PRP for Phase 1b, FIH Study	Globe Newswire	2.04	NASDAQ	2.27	5707.3	245.109	2026-06-16 08:45:00.495183	0.2014	0.0104	0.7882	0.191	positive	OK	accepted:1008	sentiment_ack	0.3516	0.4394	0.2604	0.7485	0.2774	2026-06-16 08:45:01.116188
CIIT	"[""CIIT""]"	nACSHPTbCa	08:47:45.282	2026-06-16	08:47:45.434	08:47:45.556	Tianci International, Inc. Announces Pricing of US$4.9 Million Public Offering	ACCESSWIRE	1.27	NASDAQ	1.76	10.9	249.175	2026-06-16 08:47:45.567768	0.1085	0.0178	0.8737	0.0906	positive	BAD	accepted:1012	sentiment_bad_released	0.1962	0.1159	0.0641	0.2674	0.0724	2026-06-16 08:47:46.167723
DFNS	"[""DFNS""]"	nGNX8Yj5M0	09:00:01.111	2026-06-16	09:00:01.678	09:00:06.371	Nimbus Launches Live Red Team Drone Threat Emulation, Deploying Weaponized FPV Systems to Train Forces and Counter-Drone Solutions	Globe Newswire	43.53	NASDAQ	0.233	125.0	1007.6963	2026-06-16 09:00:06.389133	0.2056	0.0099	0.7845	0.1957	positive	OK	accepted:1007	sentiment_ack	0.3785	0.4585	0.3191	0.75	0.2704	2026-06-16 09:00:07.125794
CELZ	"[""CELZ""]"	nGNXbt6l8R	09:00:01.037	2026-06-16	09:00:01.811	09:00:06.518	Creative Medical Technology Holdings, Inc. Advances Project PHOENIX into Nationwide AI Driven Virtual Data Collection Phase for U.S. Veterans Exposed to Burn Pits and Toxic Hazards	Globe Newswire	3.66	NASDAQ	2.17	34200.0	916.8571	2026-06-16 09:00:06.547542	0.2277	0.0164	0.7559	0.2113	positive	OK	accepted:1017	sentiment_ack	0.3519	0.4349	0.34	0.7014	0.3226	2026-06-16 09:00:07.839265
BOSC	"[""BOSC""]"	nGNX5g07F6	09:00:01.396	2026-06-16	09:00:01.846	09:00:06.579	BOS to Participate in the iAccess Alpha Virtual Best Ideas Summer Investment Conference 2026 on June 23–24, 2026	Globe Newswire	6.51	NASDAQ	4.3	20900.0	586.0952	2026-06-16 09:00:06.616925	0.1977	0.0292	0.7731	0.1685	positive	BAD	accepted:1016	sentiment_bad_released	0.3185	0.2827	0.1497	0.5017	0.1429	2026-06-16 09:00:08.478691
DLPN	"[""DLPN""]"	nACSxY9LTa	09:00:00.843	2026-06-16	09:00:01.775	09:00:06.575	Dolphin Subsidiary 42West's 25th Tribeca Film Festival Slate Delivered a Standout Film Slate Featuring 16 Film and TV Titles	ACCESSWIRE	9.37	NASDAQ	1.13	22800.0	359.9828	2026-06-16 09:00:06.604278	0.824	0.0201	0.1559	0.8039	positive	OK	accepted:1003	sentiment_ack	0.2444	0.2809	0.2221	0.5071	0.2129	2026-06-16 09:00:08.514219
FABC	"[""FABC""]"	nGNXb5mk8v	09:00:02.031	2026-06-16	09:00:03.008	09:00:07.448	Fabric.AI to Present at the Canaccord Genuity 46th Annual Growth Conference	Globe Newswire	4.48	NASDAQ	3.74	404.1	416.9338	2026-06-16 09:00:07.478769	0.1518	0.0158	0.8324	0.136	positive	BAD	accepted:1010	sentiment_bad_released	0.2014	0.2117	0.1433	0.5065	0.1248	2026-06-16 09:00:09.296190
NTHI	"[""NTHI""]"	nGNX413rRk	09:00:01.675	2026-06-16	09:00:02.636	09:00:07.214	NeOnc Technologies Secures UAE IND Approval for NEO212 Following Successful Phase 1 Completion, Advancing Toward Global Phase 2 Development	Globe Newswire	3.84	NASDAQ	4.75	5710.8	227.729	2026-06-16 09:00:07.240947	0.8527	0.0146	0.1327	0.8381	positive	OK	accepted:1004	sentiment_ack	0.4239	0.489	0.3821	0.8383	0.4572	2026-06-16 09:00:09.706642
WOK	"[""WOK""]"	nGNX5sKfys	09:00:02.612	2026-06-16	09:00:03.460	09:00:07.856	WORK Medical Announces 1-for-100 Reverse Stock Split Effective June 18, 2026	Globe Newswire	0.85	NASDAQ	0.0753	2.8	1894.6643	2026-06-16 09:00:07.879686	0.035	0.0526	0.9124	-0.0176	neutral	BAD	accepted:1006	sentiment_bad_released	0.1216	0.17	0.0772	0.2403	0.0786	2026-06-16 09:00:10.279119
III	"[""III""]"	nBw1t3QZXa	09:00:02.922	2026-06-16	09:00:03.781	09:00:10.681	ISG to Publish Report on NVIDIA Ecosystem Providers	Business Wire	33.57	NASDAQ	4.21	10536.4	3803.4792	2026-06-16 09:00:10.700186	0.0912	0.0329	0.8759	0.0583	positive	BAD	accepted:1005	sentiment_bad_released	0.2882	0.3661	0.2567	0.6174	0.2531	2026-06-16 09:00:11.156265
DHX	"[""DHX""]"	nBwch6kVRa	09:00:03.195	2026-06-16	09:00:04.118	09:00:12.394	Tech Professionals Find Relevant Roles Faster with Dice’s LLM Connector	Business Wire	35.19	NYSE	3.56	20900.0	3221.1176	2026-06-16 09:00:12.407878	0.2969	0.0203	0.6828	0.2766	positive	OK	accepted:1001	sentiment_ack	0.3764	0.4513	0.2951	0.7147	0.3037	2026-06-16 09:00:13.183006
ALBT	"[""ALBT""]"	nGNXbwjd2N	09:00:03.320	2026-06-16	09:00:04.275	09:00:12.691	Chief Patrick Flannelly Highlights KetoAir™ Progress in Supporting the Nevada First Responders Holistic Health Reset Program	Globe Newswire	11.18	NASDAQ	0.331	520.2	1055.3832	2026-06-16 09:00:12.755870	0.8168	0.0208	0.1623	0.796	positive	OK	accepted:1014	sentiment_ack	0.5307	0.638	0.4747	0.8528	0.4467	2026-06-16 09:00:13.923621
NRDS	"[""NRDS""]"	nBw3sxqv6a	09:00:03.936	2026-06-16	09:00:04.386	09:00:12.915	NerdWallet’s June 2026 Financial Resilience Index Holds Steady at 61.6	Business Wire	30.88	NASDAQ	8.5	7125.0	11013.6923	2026-06-16 09:00:13.045651	0.6861	0.0433	0.2706	0.6429	positive	OK	accepted:1018	sentiment_ack	0.2547	0.3098	0.225	0.5857	0.2546	2026-06-16 09:00:14.163566
RBNE	"[""RBNE""]"	nGNX1JCMg0	09:00:03.622	2026-06-16	09:00:04.436	09:00:13.022	Robin Energy Provides Commercial Update	Globe Newswire	7.34	NASDAQ	0.7929	14.4	389.0259	2026-06-16 09:00:13.069492	0.0905	0.0196	0.8899	0.071	positive	BAD	accepted:1002	sentiment_bad_released	0.2751	0.4111	0.1535	0.7651	0.226	2026-06-16 09:00:14.669009
SPCB	"[""SPCB"", ""50S""]"	nPn9tDK06a	09:00:05.066	2026-06-16	09:00:05.207	09:00:13.452	SuperCom Signs and Launches National Electronic Monitoring Contract in Sweden with Customer-Published Budget of $75 Million	PR Newswire	3.89	NASDAQ	9.87	17100.0	1027.5455	2026-06-16 09:00:13.490067	0.6708	0.0101	0.3192	0.6607	positive	OK	accepted:1015	sentiment_ignored	0.5129	0.6562	0.4885	0.8785	0.4448	2026-06-16 09:00:15.181806
GIGM	"[""GIGM""]"	nPn29jd1Va	09:01:20.365	2026-06-16	09:01:20.576	09:01:21.260	GigaMedia Announces Subscription for Aeolus Preferred Shares by Conversion and Settlement of Aeolus Convertible Notes	PR Newswire	6.02	NASDAQ	1.39	25314.5	162.0	2026-06-16 09:01:21.272233	0.0717	0.0135	0.9148	0.0582	positive	BAD	accepted:1019	sentiment_bad_released	0.2368	0.2952	0.1449	0.6052	0.1776	2026-06-16 09:01:21.864521
PRTS	"[""PRTS""]"	nPn2Gk57ba	09:10:00.055	2026-06-16	09:10:00.175	09:10:00.421	CarParts.com Enters Into $25 Million Revolving Credit Facility	PR Newswire	6.54	NASDAQ	6.95	15200.0	708.2143	2026-06-16 09:10:00.433109	0.5436	0.0224	0.434	0.5211	positive	OK	accepted:1009	sentiment_ack	0.5003	0.5067	0.2034	0.7238	0.2749	2026-06-16 09:10:00.701173
TRIB	"[""TRIB""]"	nGNX2sR3yT	09:10:33.110	2026-06-16	09:10:33.292	09:10:33.371	Trinity Biotech Awarded Significant Orders for Over 2 Million TrinScreen HIV Tests And Reports Q1 2026 Financial Results	Globe Newswire	18.65	NASDAQ	0.65	4519.3	536.7222	2026-06-16 09:10:33.396732	0.5638	0.0334	0.4028	0.5304	positive	OK	accepted:1013	sentiment_ack	0.5228	0.5813	0.5228	0.9166	0.6277	2026-06-16 09:10:34.000668
PHR	"[""PHR""]"	nPn5LV8ySa	09:13:00.045	2026-06-16	09:13:00.148	09:13:00.268	PHR Deadline Alert: The Gross Law Firm Reminds Phreesia, Inc. (PHR) Investors of Securities Class Action Deadline on July 13, 2026	PR Newswire	49.77	NYSE	9.06	3221.0	20873.2676	2026-06-16 09:13:00.288770	0.1147	0.0891	0.7962	0.0256	neutral	BAD	accepted:1011	sentiment_bad_released	-0.3353	-0.479	-0.1415	0.1266	-0.173	2026-06-16 09:13:00.711961
VTIX	"[""VTIX""]"	nGNX2y74M6	09:15:00.190	2026-06-16	09:15:00.370	09:15:02.479	Virtuix Expands Defense Presence at TSIS 2026 Following U.S. Air Force Award and Marine Corps Collaboration	Globe Newswire	15.79	NASDAQ	3.49	9120.0	640.8491	2026-06-16 09:15:02.499188	0.7783	0.0186	0.2031	0.7598	positive	OK	accepted:1008	sentiment_ack	0.4667	0.5224	0.3601	0.7184	0.4357	2026-06-16 09:15:03.064855
NXL	"[""NXL""]"	nGNX3Rdv18	09:15:00.307	2026-06-16	09:15:00.659	09:15:03.088	Nexalin Technology Announces Two Clinical Abstracts Accepted for Presentation at the 2026 NYC Neuromodulation Conference Highlighting Preliminary Clinical Results Across Anxiety, Depression, Insomnia and Quality of Life	Globe Newswire	16.33	NASDAQ	0.431	1689.9	1130.6555	2026-06-16 09:15:03.117357	0.4698	0.0261	0.5041	0.4437	positive	OK	accepted:1016	sentiment_ignored	0.1775	0.1088	0.1624	0.7877	0.2459	2026-06-16 09:15:03.847686
TAOX	"[""TAOX""]"	nPn7hgDsba	09:15:01.052	2026-06-16	09:15:01.192	09:15:03.969	TAO Synergies Set to Join the Russell Microcap® Index as a Leading Public Gateway to Decentralized AI	PR Newswire	7.29	NASDAQ	3.62	9228.6	522.8923	2026-06-16 09:15:03.984252	0.6559	0.0113	0.3328	0.6446	positive	OK	accepted:1006	sentiment_ack	0.4266	0.5139	0.2516	0.8359	0.329	2026-06-16 09:15:04.669140
MAMO	"[""MAMO""]"	nPn9HLdVBa	09:20:00.045	2026-06-16	09:20:00.203	09:20:00.332	Massimo Group Announces Confirmed U.S. Department of Defense and U.S. Army Fleet Orders	PR Newswire	8.87	NASDAQ	0.9504	4591.7	493.5326	2026-06-16 09:20:00.347217	0.1679	0.0644	0.7677	0.1035	positive	BAD	accepted:1005	sentiment_bad_released	0.6037	0.7103	0.6037	0.8505	0.504	2026-06-16 09:20:00.915854
ENVB	"[""ENVB""]"	nBw7tfgfSa	09:28:00.095	2026-06-16	09:28:00.230	09:28:00.444	Enveric Biosciences Announces Participation in 2026 BIO International Convention	Business Wire	3.61	NASDAQ	1.53	2939.2	317.1361	2026-06-16 09:28:00.462106	0.1219	0.0214	0.8567	0.1004	positive	BAD	accepted:1015	sentiment_bad_released	0.4305	0.4685	0.2037	0.7605	0.3065	2026-06-16 09:28:01.050116
GOAI	"[""GOAI""]"	nGNXb58jpg	09:30:00.238	2026-06-16	09:30:00.406	09:30:00.560	Eva Live Establishes Eva Defense Inc. to Pursue Acquisitions in the Rapidly Expanding Drone and Defense Technology Market	Globe Newswire	14.35	NASDAQ	2.37	49.7	312.9905	2026-06-16 09:30:00.586417	0.1269	0.0179	0.8551	0.109	positive	BAD	accepted:1002	sentiment_bad_released	0.4608	0.5517	0.3614	0.7425	0.3675	2026-06-16 09:30:01.396677
WETH	"[""WETH""]"	nACSZxtZFa	09:30:00.860	2026-06-16	09:30:01.035	09:30:01.622	WeTouch Technology Inc. Signs Strategic Sales Cooperation Agreement to Advance Its Expansion into Robotics and AI-Powered Smart Hardware	ACCESSWIRE	11.92	NASDAQ	1.47	167.5	323.4012	2026-06-16 09:30:01.652487	0.8741	0.0113	0.1147	0.8628	positive	OK	accepted:1003	sentiment_ack	0.4307	0.481	0.3558	0.691	0.3914	2026-06-16 09:30:02.601406
DTSS	"[""DTSS"", ""5ZS""]"	nPn51TnB6a	09:30:03.244	2026-06-16	09:30:03.373	09:30:03.441	Datasea Intelligent Technology Ltd. Announces CEO's Intention to Purchase Up to US$1.0 Million of the Company's Class A Ordinary Shares	PR Newswire	8.21	NASDAQ	0.9927	28.6	376.7022	2026-06-16 09:30:03.459225	0.28	0.0163	0.7037	0.2636	positive	OK	accepted:1004	sentiment_ack	0.4371	0.4	0.1833	0.6665	0.2288	2026-06-16 09:30:04.098277
UGRO	"[""UGRO""]"	nGNX7N4tTD	09:30:00.270	2026-06-16	09:30:00.568	09:30:00.783	Flash Sports & Media (Nasdaq: FLZH) Launches Malaysia T20 League (MT20)	Globe Newswire	1.59	NASDAQ	2.82	178.1	301.4335	2026-06-16 09:30:00.805592	0.1792	0.0224	0.7984	0.1568	positive	BAD	no_reply	sentiment_bad_released	0.3124	0.4614	0.2556	0.7673	0.239	2026-06-16 09:30:05.580209
VFS	"[""VFS""]"	nBw7n2k9ja	09:34:00.115	2026-06-16	09:34:00.216	09:34:00.403	The VinFast VF 8 and the Power of a First EV Experience	Business Wire	49.65	NASDAQ	3.15	14.6	288.3251	2026-06-16 09:34:00.415242	0.2218	0.016	0.7622	0.2058	positive	OK	accepted:1001	sentiment_ack	0.0697	0.0941	0.0624	0.3332	0.0872	2026-06-16 09:34:00.822247
TTGT	"[""TTGT""]"	nBwc1wCSCa	09:48:00.096	2026-06-16	09:48:00.217	09:48:00.452	Omdia: XR Headwear Market Set for Growth From 2027, as Industry Attention Shifts From Headsets to Glasses	Business Wire	29.7	NASDAQ	3.62	16.0	166.4908	2026-06-16 09:48:00.468120	0.7388	0.0106	0.2507	0.7282	positive	OK	accepted:1018	sentiment_ack	0.2944	0.2734	0.26	0.8778	0.2613	2026-06-16 09:48:00.884229
YCBD	"[""YCBD""]"	nPn9yWSjQa	10:01:41.386	2026-06-16	10:01:41.510	10:01:41.805	cbdMD Appoints Wade Brown Chief Marketing Officer	PR Newswire	9.36	NYSE AMERICAN	0.6859	120.8	462.8279	2026-06-16 10:01:41.817999	0.07	0.0383	0.8916	0.0317	neutral	BAD	accepted:1014	sentiment_bad_released	0.5147	0.5753	0.3543	0.813	0.3377	2026-06-16 10:01:42.367432
GLND	"[""GLND""]"	nPn6DMCkQa	10:09:13.641	2026-06-16	10:09:13.823	10:09:14.033	Dr. Phil's Envoy Media Co. to Launch Original Greenland Arctic Adventure-Exploration Docuseries	PR Newswire	27.33	NASDAQ	2.75	16.0	348.7024	2026-06-16 10:09:14.055778	0.0647	0.0177	0.9177	0.047	neutral	BAD	accepted:1007	sentiment_bad_released	0.3524	0.4161	0.28	0.6788	0.2098	2026-06-16 10:09:14.789715
SLMT	"[""SLMT""]"	nBw9ypPjTa	10:11:00.116	2026-06-16	10:11:00.379	10:11:00.548	REG-Qube Research & Technologies LTD Form 8.3	Business Wire	6.48	NASDAQ	4.39	63.3	211.2925	2026-06-16 10:11:00.569370	0.0848	0.0269	0.8883	0.058	positive	BAD	accepted:1013	sentiment_bad_released	0.0084	0.021	0.0202	0.0457	0.0176	2026-06-16 10:11:01.400899
JBDI	"[""JBDI""]"	nGNX8y3FVc	10:45:00.118	2026-06-16	10:45:00.242	10:45:00.462	JBDI Holdings Limited Announces Reverse Stock Split	Globe Newswire	6.969	NASDAQ	0.6889	225.3	489.0502	2026-06-16 10:45:00.495566	0.106	0.0998	0.7942	0.0062	neutral	BAD	accepted:1009	sentiment_bad_released	0.1852	0.1675	0.1095	0.644	0.0941	2026-06-16 10:45:01.148109
FCHL	"[""FCHL""]"	nGNXbP3FtL	10:50:55.110	2026-06-16	10:50:55.176	10:50:55.390	Portnoy Law Firm Announces Class Action on Behalf of Fitness Champs Holdings, Ltd. Investors	Globe Newswire	1.27	NASDAQ	1.46	38.8	451.5278	2026-06-16 10:50:55.410006	0.1045	0.2471	0.6483	-0.1426	negative	BAD	accepted:1011	sentiment_bad_released	-0.0921	-0.194	-0.0552	0.2023	-0.06	2026-06-16 10:50:55.764755
III	"[""III""]"	nBw7d4mQGa	11:00:00.280	2026-06-16	11:00:00.658	11:00:02.987	Enterprises Embrace AI-Enabled Platforms to Capture Value from Product Information, ISG says	Business Wire	33.57	NASDAQ	4.21	53.2	216.5577	2026-06-16 11:00:03.015198	0.4783	0.009	0.5128	0.4693	positive	OK	accepted:1010	sentiment_ack	0.3566	0.4502	0.2966	0.7368	0.2801	2026-06-16 11:00:03.533818
PMI	"[""PMI""]"	nACSbnmzTa	11:00:00.652	2026-06-16	11:00:00.814	11:00:03.625	Picard Medical, Inc. (PMI) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Investors to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	18.95	NYSE AMERICAN	0.179	3.2	952.6875	2026-06-16 11:00:03.646130	0.1725	0.0262	0.8012	0.1463	positive	BAD	accepted:1012	sentiment_bad_released	0.1125	0.123	0.0521	0.3542	0.0265	2026-06-16 11:00:03.974654
ANGI	"[""ANGI""]"	nACSXs43Ca	11:00:04.966	2026-06-16	11:00:05.065	11:00:09.771	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Angi Inc. (ANGI) And Encourages Shareholders to Reach Out	ACCESSWIRE	28.63	NASDAQ	5.59	13.4	185.3452	2026-06-16 11:00:09.795076	0.1865	0.0755	0.738	0.111	positive	BAD	accepted:1008	sentiment_bad_released	-0.1422	-0.3289	-0.0666	0.3542	-0.1385	2026-06-16 11:00:10.226074
FTFT	"[""FTFT""]"	nACSgRyW4a	11:00:08.231	2026-06-16	11:00:08.335	11:00:13.241	Bronstein, Gewirtz & Grossman, LLC Encourages Future FinTech Group Inc. (FTFT) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	2.96	NASDAQ	0.8426	28.7	339.0546	2026-06-16 11:00:13.260105	0.1638	0.0412	0.795	0.1226	positive	BAD	accepted:1016	sentiment_bad_released	0.1447	0.1269	0.0592	0.3542	0.031	2026-06-16 11:00:13.578582
ARDT	"[""ARDT""]"	nACSGXLcva	11:00:09.773	2026-06-16	11:00:09.913	11:00:14.111	Bronstein, Gewirtz & Grossman, LLC Initiates an Investigation into Allegations Against Ardent Health, Inc. (ARDT) And Encourages Shareholders to Reach Out	ACCESSWIRE	22.44	NYSE	9.35	12.6	187.7117	2026-06-16 11:00:14.133802	0.2629	0.0991	0.638	0.1637	positive	OK	accepted:1006	sentiment_ack	0.0823	0.1112	0.0521	0.3542	0.0271	2026-06-16 11:00:14.500979
