Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	LastDailyClose	itiBaseline	tradeSizeBaseline	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Sentiment	ClerkArm	ClerkSentiment	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt
RFL	"[""RFL""]"	nGNXb0bXDB	2026-06-10 07:30:00.955	Rafael Holdings Announces Completion of Last Patient Last Visit for Pivotal Phase 3 TransportNPC™ Study Evaluating Trappsol® Cyclo™ for the Treatment of Niemann-Pick Disease Type C	Globe Newswire	35.14	NYSE	1.93	11742.8	555.5381	2026-06-10 07:30:00.978146	0.5271	0.0362	0.4367	0.491	positive	OK	accepted:1013	sentiment_ack	0.4366	0.4943	0.2995	0.7626	0.327	2026-06-10 07:30:01.981520
CRVO	"[""CRVO""]"	nGNX8bg0qv	2026-06-10 07:30:02.518	CervoMed Announces Private Placement Financing and Plan to Focus on Strategic Partnering to Advance Neflamapimod into Phase 3 for Dementia with Lewy Bodies	Globe Newswire	4.8	NASDAQ	2.89	26600.0	617.5	2026-06-10 07:30:02.546947	0.648	0.0137	0.3382	0.6343	positive	OK	accepted:1014	sentiment_ack	0.5961	0.6843	0.5961	0.8941	0.605	2026-06-10 07:30:04.066279
FSV	"[""FSV""]"	nGNX1h6S50	2026-06-10 07:30:02.884	FirstService Broadens Commercial Roofing Geographic Footprint	Globe Newswire	41.46	TSX	143.01	26600.0	4193.0	2026-06-10 07:30:02.900233	0.3586	0.008	0.6334	0.3506	positive	OK	accepted:1015	sentiment_ack	0.3043	0.4517	0.1844	0.8331	0.2124	2026-06-10 07:30:04.100636
OGN	"[""OGN""]"	nBw4DysMja	2026-06-10 07:30:03.013	Organon Secures US Food and Drug Administration Approval Expanding Indications for TOFIDENCE® (tocilizumab-bavi) in Cytokine Release Syndrome (CRS) and Pediatric COVID-19	Business Wire	261.36	NYSE		44444.0	44444.0	2026-06-10 07:30:03.051523	0.8809	0.02	0.0991	0.8609	positive	OK	accepted:1016	sentiment_ack	0.2094	0.2838	0.1946	0.6144	0.2599	2026-06-10 07:30:04.825612
ELAB	"[""ELAB""]"	nGNX8cd7Bv	2026-06-10 07:31:00.351	PMGC Holdings Highlights Advanced Precision Manufacturing Capabilities Supporting Space Exploration Supply Chains	Globe Newswire	4.54	NASDAQ	1.41	2609.0	400.3103	2026-06-10 07:31:00.369964	0.6899	0.0087	0.3014	0.6812	positive	OK	accepted:1012	sentiment_ack	0.4402	0.5364	0.3759	0.775	0.3588	2026-06-10 07:31:00.908881
ARTL	"[""ARTL""]"	nGNX999tjN	2026-06-10 07:38:00.389	Artelo Biosciences Presents ART26.12 Human Metabolite Data Demonstrating Favorable Drug Metabolism Characteristics Associated with Clinical Development Success	Globe Newswire	3.17	NASDAQ	1.33	588.6	640.213	2026-06-10 07:38:00.409883	0.8401	0.0135	0.1463	0.8266	positive	OK	accepted:1005	sentiment_ack	0.3657	0.4869	0.3325	0.7755	0.2986	2026-06-10 07:38:01.021528
CNCK	"[""CNCK"", ""9433""]"	nBw78QfxMa	2026-06-10 07:45:00.595	Coincheck Group Announces Completion of KDDI Strategic Investment	Business Wire	13.16	NASDAQ	1.77	3221.0	610.5736	2026-06-10 07:45:00.621986	0.1873	0.0857	0.727	0.1016	positive	BAD	accepted:1017	sentiment_bad_released	0.3071	0.3809	0.2327	0.6959	0.2638	2026-06-10 07:45:01.703624
9433	"[""CNCK"", ""9433""]"	nBw78QfxMa	2026-06-10 07:45:00.595	Coincheck Group Announces Completion of KDDI Strategic Investment	Business Wire		NASDAQ		44444.0	44444.0	2026-06-10 07:45:00.625023	0.1873	0.0857	0.727	0.1016	positive	BAD	no_reply	sentiment_bad_released	0.3071	0.3809	0.2327	0.6959	0.2638	2026-06-10 07:45:05.628076
AAUC	"[""AAUC""]"	nGNX6TBvyC	2026-06-10 07:53:31.512	Allied Gold Provides Update on Continued Value Creation Across Its Portfolio in Parallel with Normal Course Progress with Zijin Gold Arrangement	Globe Newswire	104.45	TSX	25.49	22800.0	5232.0	2026-06-10 07:53:31.550096	0.5558	0.0143	0.4299	0.5415	positive	OK	accepted:1003	sentiment_ack	0.5182	0.6242	0.4918	0.8663	0.455	2026-06-10 07:53:32.343331
SRE	"[""SRE""]"	nPnbdRlSHa	2026-06-10 07:55:00.691	Sempra Announces New Growth Opportunities in Texas	PR Newswire	653.0	NYSE		44444.0	44444.0	2026-06-10 07:55:00.723568	0.6311	0.0202	0.3487	0.6108	positive	OK	accepted:1000	sentiment_ack	0.4557	0.5628	0.4161	0.7978	0.4478	2026-06-10 07:55:02.289980
SCNI	"[""SCNI"", ""2F5Y""]"	nPn5wBQYqa	2026-06-10 07:55:00.770	Scinai Reports First Quarter 2026 Financial Results and Provides Corporate Update Highlighting Expansion of CDMO Platform and Advancement of Strategic Growth Initiatives	PR Newswire	3.39	NASDAQ	0.3543	395.6	672.2966	2026-06-10 07:55:00.800324	0.3656	0.0113	0.623	0.3543	positive	OK	accepted:1001	sentiment_ack	0.4525	0.5244	0.3944	0.8873	0.3777	2026-06-10 07:55:02.571457
2F5Y	"[""SCNI"", ""2F5Y""]"	nPn5wBQYqa	2026-06-10 07:55:00.770	Scinai Reports First Quarter 2026 Financial Results and Provides Corporate Update Highlighting Expansion of CDMO Platform and Advancement of Strategic Growth Initiatives	PR Newswire		NASDAQ		44444.0	44444.0	2026-06-10 07:55:00.804777	0.3656	0.0113	0.623	0.3543	positive	OK	no_reply	sentiment_ack	0.4735	0.5394	0.4266	0.8873	0.4503	2026-06-10 07:55:05.805522
AIIO	"[""AIIO""]"	nPNAfP6YNa	2026-06-10 07:56:18.482	Robo.ai Subsidiary Neurovia AI Newly Appointed Chief Operating Officer, Rashed Aleghfeli, to Participate at the 2026 UAE Data Center Infrastructure & Cloud Summit	PR Newswire	13.7	NASDAQ	2.83	33.5	341.7994	2026-06-10 07:56:18.511896	0.1516	0.0299	0.8185	0.1216	positive	BAD	accepted:1007	sentiment_bad_released	0.3791	0.49	0.3309	0.6908	0.2754	2026-06-10 07:56:19.098956
INDO	"[""INDO""]"	nGNX7rX23g	2026-06-10 08:00:00.602	Indonesia Energy Corporation Reports Rig was Successfully Lifted and Safety Check Completed and is Still on Schedule for the Drilling of the First of Two Planned Wells at Kruh Block in 2026	Globe Newswire	9.92	NYSE AMERICAN	2.65	488.0	479.8484	2026-06-10 08:00:00.629743	0.4898	0.0986	0.4116	0.3911	positive	OK	accepted:1018	sentiment_ack	0.3513	0.4602	0.2224	0.7774	0.1752	2026-06-10 08:00:01.193525
DGNX	"[""DGNX""]"	nGNX4wgy39	2026-06-10 08:00:00.950	Diginex Appoints Carole Zibi as Chief Marketing Officer	Globe Newswire	16.74	NASDAQ	1.03	183.9	538.7266	2026-06-10 08:00:00.975558	0.077	0.0375	0.8856	0.0395	neutral	BAD	accepted:1004	sentiment_bad_released	0.3225	0.3978	0.2951	0.6407	0.2897	2026-06-10 08:00:02.011790
APM	"[""APM""]"	nGNX4JTR35	2026-06-10 08:00:01.327	Aptorum Group Announces Shareholder Approval of Proposed Merger with DiamiR Biosciences	Globe Newswire	5.31	NASDAQ	1.12	295.3	528.9833	2026-06-10 08:00:01.359260	0.2443	0.0508	0.705	0.1935	positive	OK	accepted:1002	sentiment_ack	0.4649	0.6406	0.3988	0.8488	0.4695	2026-06-10 08:00:02.877963
SCHW	"[""SCHW""]"	nBw4mvSMPa	2026-06-10 08:00:01.533	Charles Schwab Foundation Expands Partnership with SIFMA Foundation to Broaden Access to Credible Investing Education Nationwide	Business Wire	1640.0	NYSE		44444.0	44444.0	2026-06-10 08:00:01.580078	0.8583	0.0094	0.1323	0.8489	positive	OK	accepted:1008	sentiment_ack	0.4204	0.4909	0.3604	0.7685	0.3974	2026-06-10 08:00:03.283641
PFSA	"[""PFSA""]"	nGNE4885pZ	2026-06-10 08:00:01.858	Profusa Issues Letter to Shareholders Encouraging Shareholders to Vote FOR All Proposals at June 23, 2026 Annual Meeting	Globe Newswire	4.6	NASDAQ	0.2754	559.6	499.0594	2026-06-10 08:00:01.955066	0.4584	0.0165	0.525	0.4419	positive	OK	accepted:1010	sentiment_ack	0.4054	0.4579	0.3167	0.818	0.3711	2026-06-10 08:00:03.624482
CRWD	"[""CRWD""]"	nBw8HwKH3a	2026-06-10 08:00:03.503	CrowdStrike Joins OpenID Foundation and IDPro to Accelerate Industry-Wide Shift to Continuous, Risk-Aware Identity Security	Business Wire	245.42	NASDAQ		44444.0	44444.0	2026-06-10 08:00:03.535215	0.3414	0.0097	0.6488	0.3317	positive	OK	accepted:1009	sentiment_ack	0.3821	0.4707	0.3542	0.7224	0.2927	2026-06-10 08:00:04.034517
CVNA	"[""CVNA""]"	nBw7p22GHa	2026-06-10 08:00:04.512	ADESA Expands Digital Auction Platform with ADESA Timed	Business Wire	664.24	NYSE		44444.0	44444.0	2026-06-10 08:00:04.540796	0.22	0.0091	0.7709	0.2109	positive	OK	accepted:1011	sentiment_ack	0.3944	0.4673	0.2742	0.7493	0.3243	2026-06-10 08:00:04.966825
ABX	"[""ABX""]"	nGNXbz90Vb	2026-06-10 08:00:06.244	Abacus Global Management Announces LifeARC™, a Proprietary AI Platform and the Intelligence Layer for Lifespan-Linked Finance	Globe Newswire	32.36	NYSE	8.94	6016.7	8951.2826	2026-06-10 08:00:06.265806	0.162	0.0108	0.8272	0.1513	positive	BAD	accepted:1013	sentiment_bad_released	0.0114	-0.0502	0.0196	0.1451	0.0609	2026-06-10 08:00:06.675465
TBI	"[""TBI""]"	nBw8LXhMva	2026-06-10 08:00:06.758	TrueBlue Earns Forbes Recognition for Temporary Staffing Excellence	Business Wire	28.26	NYSE	6.56	28500.0	13524.0909	2026-06-10 08:00:06.779166	0.8636	0.0656	0.0709	0.798	positive	OK	accepted:1014	sentiment_ack	0.4666	0.5949	0.429	0.8484	0.4983	2026-06-10 08:00:07.350127
ROC	"[""ROC""]"	nGNE49q0FC	2026-06-10 08:00:07.079	ROC to Participate in the iAccess Alpha Virtual Best Ideas Summer Investment Conference 2026 on June 23–24, 2026	Globe Newswire	5.39	NASDAQ	4.58	28500.0	348.6154	2026-06-10 08:00:07.118964	0.1921	0.0502	0.7577	0.1419	positive	BAD	accepted:1015	sentiment_bad_released	0.2376	0.2134	0.0894	0.3775	0.1017	2026-06-10 08:00:07.720590
VTSI	"[""VTSI""]"	nGNX3Qs3N7	2026-06-10 08:00:08.588	VirTra Expands Orlando Presence with Purchase of Dual-Building Campus	Globe Newswire	10.85	NASDAQ	3.32	18050.0	786.5714	2026-06-10 08:00:08.604532	0.7898	0.0092	0.201	0.7806	positive	OK	accepted:1016	sentiment_ack	0.5731	0.6328	0.4706	0.8206	0.4322	2026-06-10 08:00:09.166324
DAIC	"[""DAIC""]"	nACSLh7Sba	2026-06-10 08:00:09.579	Dot Ai Announces Two Letters of Intent for Strategic Preferred Stock Investment and to Sell a Portion of its Operating Business	ACCESSWIRE	0.71	NASDAQ	1.93	132.3	234.1102	2026-06-10 08:00:09.613193	0.2209	0.0109	0.7682	0.21	positive	OK	accepted:1012	sentiment_ack	0.3462	0.4238	0.2394	0.6974	0.3103	2026-06-10 08:00:10.867805
LGCL	"[""LGCL""]"	nGNX3qN4B0	2026-06-10 08:00:10.048	Lucas GC Limited Received Two Significant Invention Patents Related to Agentic Artificial Intelligence Application	Globe Newswire	1.6	NASDAQ	1.86	21375.0	196.0	2026-06-10 08:00:10.126346	0.6292	0.022	0.3488	0.6072	positive	OK	accepted:1005	sentiment_ack	0.3712	0.485	0.2702	0.7728	0.2818	2026-06-10 08:00:11.299576
NOA	"[""NOA""]"	nGNX3D3mNX	2026-06-10 08:00:10.275	North American Construction Group Ltd. Announces Pricing of Private Placement Offering of $200 Million Senior Unsecured Notes	Globe Newswire	25.27	TSX	13.99	26600.0	15247.381	2026-06-10 08:00:10.333612	0.2677	0.0247	0.7077	0.243	positive	OK	accepted:1017	sentiment_ack	0.1185	0.0807	0.0704	0.2	0.0825	2026-06-10 08:00:11.676674
PRSO	"[""PRSO""]"	nACSC9pNwa	2026-06-10 08:00:11.909	Peraso and Virewirx Demonstrate 50Gbps Network Cluster Targeting Drone Swarms and Autonomous Systems	ACCESSWIRE	14.16	NASDAQ	1.01	381.4	799.6364	2026-06-10 08:00:11.930307	0.153	0.0148	0.8322	0.1382	positive	BAD	accepted:1006	sentiment_bad_released	0.3579	0.4389	0.3156	0.7212	0.3648	2026-06-10 08:00:12.913765
NDAQ	"[""NDAQ""]"	nGNX3wr3BV	2026-06-10 08:00:12.185	Nasdaq Verafin Announces Expansion of its Agentic AI Workforce, Transforming How Financial Institutions Fight Financial Crime	Globe Newswire	444.89	NASDAQ		44444.0	44444.0	2026-06-10 08:00:12.234428	0.315	0.0117	0.6734	0.3033	positive	OK	accepted:1003	sentiment_ack	0.4405	0.5537	0.3679	0.8027	0.3032	2026-06-10 08:00:14.023234
TOST	"[""TOST""]"	nBw4vVwz4a	2026-06-10 08:00:12.207	90 Days with Toast IQ: How Restaurant Operators Are Using Toast IQ to Find Time, Protect Margins, and Grow	Business Wire	485.27	NYSE		44444.0	44444.0	2026-06-10 08:00:12.259996	0.1868	0.0214	0.7917	0.1654	positive	BAD	accepted:1000	sentiment_bad_released	0.1183	0.1052	0.1	0.2998	0.1067	2026-06-10 08:00:14.260807
BRCB	"[""BRCB""]"	nGNX4lTnln	2026-06-10 08:00:12.302	Black Rock Coffee Bar Expands Footprint in Austin with Harker Heights Location	Globe Newswire	20.99	NASDAQ	6.26	3404.2	2670.8352	2026-06-10 08:00:12.361562	0.4462	0.0119	0.5419	0.4344	positive	OK	accepted:1001	sentiment_ack	0.2859	0.431	0.2541	0.7364	0.3202	2026-06-10 08:00:15.009114
IXHL	"[""IXHL""]"	nGNX3ymlc5	2026-06-10 08:00:12.456	Incannex Receives A$6.0 Million R&D Tax Incentive Refund for FY25, Further Strengthening Balance Sheet and Financial Flexibility	Globe Newswire	343.45	NASDAQ		44444.0	44444.0	2026-06-10 08:00:12.536235	0.9255	0.0213	0.0532	0.9042	positive	OK	accepted:1019	sentiment_ack	0.5854	0.6393	0.5326	0.8718	0.6236	2026-06-10 08:00:15.539270
SKIL	"[""SKIL""]"	nBw6BP3VRa	2026-06-10 08:00:13.062	Only 1 in 4 Employees Feel Equipped for AI, Skillsoft Research Finds	Business Wire	4.68	NYSE	6.13	14250.0	1061.78	2026-06-10 08:00:13.154747	0.1623	0.0361	0.8016	0.1261	positive	BAD	accepted:1007	sentiment_bad_released	-0.1037	-0.1942	-0.0895	0.2785	-0.101	2026-06-10 08:00:15.805453
INLF	"[""INLF""]"	nGNX6Grngy	2026-06-10 08:00:13.134	INLIF LIMITED Accelerates Strategic Layout in New Energy Sector, Securing $4.4 Million First Order for Battery Cell Packing Machines	Globe Newswire	13.03	NASDAQ	4.61	34200.0	164.0	2026-06-10 08:00:13.362843	0.7117	0.0137	0.2746	0.6981	positive	OK	accepted:1004	sentiment_ack	0.5997	0.6709	0.5162	0.877	0.5628	2026-06-10 08:00:16.392122
SENS	"[""SENS""]"	nGNX6PD1Zx	2026-06-10 08:00:13.309	Senseonics and Welldoc Partner to Develop Next-Generation App for Eversense® 365	Globe Newswire	45.85	NASDAQ	7.43	2936.4	2432.913	2026-06-10 08:00:13.408280	0.5382	0.0128	0.449	0.5254	positive	OK	accepted:1015	sentiment_ack	0.5172	0.5967	0.5172	0.8069	0.4562	2026-06-10 08:00:16.641759
XAIR	"[""XAIR""]"	nGNX7HgHdh	2026-06-10 08:00:13.326	Beyond Air, Inc. Urges Stockholders to Vote “FOR” All Proposals Ahead of the Upcoming Special Meeting	Globe Newswire	12.34	NASDAQ	0.386	11949.9	516.2162	2026-06-10 08:00:13.416141	0.3344	0.0326	0.633	0.3018	positive	OK	accepted:1013	sentiment_ack	0.2095	0.2894	0.184	0.7646	0.123	2026-06-10 08:00:17.189842
III	"[""III""]"	nBwbmjLWqa	2026-06-10 08:00:13.365	Brazilian Enterprises Supercharge Salesforce with AI	Business Wire	33.52	NASDAQ	4.22	4560.0	3718.125	2026-06-10 08:00:14.031209	0.2343	0.0704	0.6954	0.1639	positive	OK	accepted:1018	sentiment_ack	0.451	0.5471	0.4129	0.7897	0.4451	2026-06-10 08:00:17.442651
TLSI	"[""TLSI""]"	nBw7G8W16a	2026-06-10 08:00:13.494	TriSalus Life Sciences to Host Virtual KOL Event on June 24 Featuring New Real-World Evidence for Pressure-Enabled Drug Delivery™ in Liver Cancer	Business Wire	38.14	NASDAQ	3.34	13680.0	4613.8095	2026-06-10 08:00:14.269917	0.2633	0.0134	0.7233	0.2499	positive	OK	accepted:1002	sentiment_ack	0.3786	0.455	0.3312	0.6989	0.3156	2026-06-10 08:00:18.409689
AKBA	"[""AKBA""]"	nGNX67NFKF	2026-06-10 08:00:13.521	Akebia Therapeutics Strengthens Vafseo® (vadadustat) Patent Portfolio	Globe Newswire	260.98	NASDAQ		44444.0	44444.0	2026-06-10 08:00:15.010227	0.758	0.0097	0.2323	0.7483	positive	OK	accepted:1008	sentiment_ack	0.3252	0.4175	0.2555	0.7499	0.345	2026-06-10 08:00:18.748177
M	"[""M""]"	nBw93cbk9a	2026-06-10 08:00:13.575	Macy’s Kicks Off Summer as the Ultimate World Soccer HQ, Bringing the Global Game to Life Nationwide	Business Wire	262.04	NYSE		44444.0	44444.0	2026-06-10 08:00:15.813204	0.1531	0.0507	0.7962	0.1024	positive	BAD	accepted:1010	sentiment_bad_released	0.2619	0.3355	0.2314	0.7544	0.1731	2026-06-10 08:00:19.587789
TKLF	"[""TKLF""]"	nGNXW8St4	2026-06-10 08:00:13.543	Tokyo Lifestyle Secures Strategic Franchise Partnership with FLUSH Co., Ltd. to Accelerate Expansion in Western Japan and Strengthen O2O Digital Capabilities	Globe Newswire	4.0	NASDAQ	1.99	6460.0	358.12	2026-06-10 08:00:15.547597	0.8882	0.0101	0.1018	0.8781	positive	OK	accepted:1006	sentiment_ack	0.652	0.7132	0.652	0.8722	0.5961	2026-06-10 08:00:19.906596
EXYN	"[""EXYN"", ""EXYNW""]"	nGNXchdtD8	2026-06-10 08:00:13.628	Exyn Expands ExynAI Software Capabilities, Strengthening End-to-End Autonomous Mapping and Reality Capture Workflows	Globe Newswire	3.89	NASDAQ	5.47	819.4	298.7927	2026-06-10 08:00:16.393602	0.813	0.0073	0.1797	0.8056	positive	OK	accepted:1000	sentiment_ack	0.3917	0.5415	0.3509	0.7512	0.4365	2026-06-10 08:00:21.662278
EXYNW	"[""EXYN"", ""EXYNW""]"	nGNXchdtD8	2026-06-10 08:00:13.628	Exyn Expands ExynAI Software Capabilities, Strengthening End-to-End Autonomous Mapping and Reality Capture Workflows	Globe Newswire	0.7364	NASDAQ		17040.2	216.1499	2026-06-10 08:00:16.648781	0.813	0.0073	0.1797	0.8056	positive	OK	no_reply	sentiment_ack	0.4177	0.5602	0.3805	0.7696	0.4753	2026-06-10 08:00:21.662403
LSTA	"[""LSTA""]"	nGNX1gMvNk	2026-06-10 08:00:13.642	Lisata Therapeutics Announces Commencement of Tender Offer by Kuva Labs Inc.	Globe Newswire	7.39	NASDAQ	3.46	6378.6	328.2425	2026-06-10 08:00:17.203527	0.1292	0.0199	0.8509	0.1092	positive	BAD	accepted:1007	sentiment_bad_released	0.1551	0.1479	0.1008	0.3022	0.133	2026-06-10 08:00:22.102648
90B	"[""SOPH"", ""90B""]"	nPreKyQ93a	2026-06-10 08:00:13.653	SOPHiA GENETICS Confirms Leadership Transition Ahead of 2026 Annual General Meeting	PR Newswire		NASDAQ		44444.0	44444.0	2026-06-10 08:00:18.410430	0.1708	0.0531	0.7762	0.1177	positive	BAD	rejected:no_free_client	skipped:arm_rejected	0.3892	0.5574	0.3577	0.7636	0.281	2026-06-10 08:00:23.080566
SOPH	"[""SOPH"", ""90B""]"	nPreKyQ93a	2026-06-10 08:00:13.653	SOPHiA GENETICS Confirms Leadership Transition Ahead of 2026 Annual General Meeting	PR Newswire	48.14	NASDAQ	5.4	12825.0	1872.4211	2026-06-10 08:00:17.469545	0.1708	0.0531	0.7762	0.1177	positive	BAD	rejected:no_free_client	skipped:arm_rejected	0.4416	0.543	0.3409	0.7709	0.258	2026-06-10 08:00:23.080663
MA	"[""MA""]"	nBw3jZB6ja	2026-06-10 08:00:13.682	Mastercard Launches Agent Pay for Machines to Unlock Super-Fast, Always-On Payments	Business Wire	809.91	NYSE		44444.0	44444.0	2026-06-10 08:00:18.749284	0.2429	0.0133	0.7438	0.2295	positive	OK	rejected:no_free_client	skipped:arm_rejected	0.2811	0.3205	0.1957	0.5197	0.2123	2026-06-10 08:00:23.573629
ANY	"[""ANY""]"	nNFC8vJG1S	2026-06-10 08:00:22.148	Sphere 3D Engages EA Advisors LLC as Strategic Advisory Firm for AI and High-Performance Compute Initiatives	Newsfile Corp	5.52	NASDAQ	3.11	102.7	308.7381	2026-06-10 08:00:22.193088	0.214	0.0101	0.7759	0.2038	positive	OK	accepted:1011	sentiment_ack	0.4066	0.5089	0.3486	0.7749	0.3526	2026-06-10 08:00:24.047352
INVZ	"[""INVZ""]"	nPn66S9mNa	2026-06-10 08:00:29.147	Innoviz Technologies and AMORPH Systems to Showcase Innoviz LiDAR Integrated with the AMORPH.senses Perception Platform at ITS America 2026	PR Newswire	206.06	NASDAQ		44444.0	44444.0	2026-06-10 08:00:29.171196	0.3806	0.0095	0.6098	0.3711	positive	OK	accepted:1010	sentiment_ack	0.2405	0.2735	0.2042	0.6011	0.2272	2026-06-10 08:00:29.929047
ABBV	"[""ABBV""]"	nPn4Cp44Da	2026-06-10 08:00:29.433	Allergan Aesthetics Releases 'The Aesthetics Evolution: What Consumers Really Want' Highlighting Consumer Motivations and Expectations in Aesthetics	PR Newswire	1760.0	NYSE		44444.0	44444.0	2026-06-10 08:00:29.477716	0.1227	0.0509	0.8264	0.0718	positive	BAD	accepted:1014	sentiment_bad_released	0.3114	0.3766	0.2505	0.6024	0.2584	2026-06-10 08:00:30.197535
CTVA	"[""CTVA""]"	nPnbLPh0wa	2026-06-10 08:00:32.228	Corteva to Participate in Wolfe's Materials of the Future Conference	PR Newswire	667.84	NYSE		44444.0	44444.0	2026-06-10 08:00:32.246399	0.1538	0.028	0.8182	0.1258	positive	BAD	accepted:1007	sentiment_bad_released	0.6117	0.4504	0.1921	0.6117	0.1712	2026-06-10 08:00:32.491635
TGHL	"[""TGHL""]"	nPnbpTYkQa	2026-06-10 08:00:37.290	THE GROWHUB LIMITED Announces Receipt of Nasdaq Staff Determination Letter and Intention to Request Hearing	PR Newswire	12.72	NASDAQ	0.5174	150.4	392.7276	2026-06-10 08:00:37.321434	0.123	0.0303	0.8467	0.0927	positive	BAD	accepted:1012	sentiment_bad_released	0.0196	-0.0827	0.0231	0.2237	-0.043	2026-06-10 08:00:38.067106
UAL	"[""UAL""]"	nPn5XNRGfa	2026-06-10 08:00:37.188	United Unveils New Menu Items from World's Leading Chefs	PR Newswire	322.41	NASDAQ		44444.0	44444.0	2026-06-10 08:00:37.219208	0.35	0.0227	0.6273	0.3273	positive	OK	accepted:1016	sentiment_ack	0.242	0.3336	0.2331	0.632	0.2479	2026-06-10 08:00:38.412489
SLF	"[""SLF""]"	nPn60QBvXa	2026-06-10 08:01:39.107	Centro Expands Carrier Ecosystem with Addition of Sun Life to Its API-Powered RFP Platform	PR Newswire	553.92	TSX		44444.0	44444.0	2026-06-10 08:01:39.124780	0.7252	0.0074	0.2674	0.7178	positive	OK	accepted:1005	sentiment_ack	0.567	0.6105	0.4889	0.7686	0.5391	2026-06-10 08:01:39.588317
TFC	"[""TFC""]"	nPn3wwPzTa	2026-06-10 08:02:00.628	Truist Foundation announces new Inspire Awards Challenge to support adult workers in the age of AI	PR Newswire	1240.0	NYSE		44444.0	44444.0	2026-06-10 08:02:00.645729	0.3806	0.0242	0.5953	0.3564	positive	OK	accepted:1017	sentiment_ack	0.4098	0.5167	0.4098	0.7567	0.3389	2026-06-10 08:02:01.141177
CHAI	"[""CHAI""]"	nGNX3v8y3Y	2026-06-10 08:05:00.380	Core AI Holdings, Inc. Announces Pricing of ~$5.4 Million Registered Direct Offering With a New Fundamental Institutional Investor	Globe Newswire	18.3	NASDAQ	1.86	7328.6	265.5295	2026-06-10 08:05:00.403037	0.2444	0.0091	0.7465	0.2352	positive	OK	accepted:1003	sentiment_ack	0.1568	0.1811	0.087	0.4602	0.1504	2026-06-10 08:05:00.950836
IBG	"[""IBG""]"	nACSW5nqla	2026-06-10 08:05:00.841	BlockFuel Energy Expands Oklahoma Oil & Gas Platform with Acquisition of Six-Well Package and Associated Infrastructure	ACCESSWIRE	1.63	NASDAQ	1.2	1139.7	548.5279	2026-06-10 08:05:00.868170	0.4932	0.012	0.4948	0.4812	positive	OK	accepted:1001	sentiment_ack	0.4861	0.6218	0.4035	0.8667	0.309	2026-06-10 08:05:01.489199
BMR	"[""BMR""]"	nGNX4DsKq4	2026-06-10 08:10:00.378	Beamr to Demonstrate to AV Teams How to Integrate ML-Safe Compression Across Their Workflows at Vehicle Tech Week Europe	Globe Newswire	10.91	NASDAQ	1.74	2800.6	456.5189	2026-06-10 08:10:00.399629	0.3359	0.0121	0.652	0.3238	positive	OK	accepted:1019	sentiment_ack	0.2333	0.2133	0.2033	0.6725	0.1605	2026-06-10 08:10:00.852563
AMSS	"[""AMSS""]"	nGNX9LBFPB	2026-06-10 08:15:00.300	AMASS Brands Group’s Pizzolato MUSE Claims #1 Spot in U.S Organic Sparkling Wine, Launches Nationwide at Whole Foods Market	Globe Newswire	4.25	NASDAQ	3.12	972.0	329.8116	2026-06-10 08:15:00.321557	0.3186	0.0417	0.6397	0.2768	positive	OK	accepted:1004	sentiment_ack	0.4975	0.5647	0.3626	0.8192	0.4435	2026-06-10 08:15:00.957534
PRZO	"[""PRZO""]"	nGNX3hMwnw	2026-06-10 08:26:11.489	ParaZero Wins Two New Israeli DefendAir Net Pod Integration Deals for Autonomous Counter-UAS Platforms	Globe Newswire	25.02	NASDAQ	0.5966	171.7	641.6044	2026-06-10 08:26:11.522614	0.8945	0.0119	0.0937	0.8826	positive	OK	accepted:1013	sentiment_ack	0.4698	0.5531	0.4078	0.7543	0.4507	2026-06-10 08:26:12.072272
GAIA	"[""GAIA""]"	nGNX3rQbNz	2026-06-10 08:30:00.742	Gaia to Present at the Sidoti Small Cap Investor Conference	Globe Newswire	17.93	NASDAQ	2.52	34200.0	2963.2	2026-06-10 08:30:00.764988	0.1108	0.0247	0.8645	0.086	positive	BAD	accepted:1018	sentiment_bad_released	0.1154	0.0519	0.0376	0.0906	0.0439	2026-06-10 08:30:01.266410
NUWE	"[""NUWE""]"	nGNX7DC2CN	2026-06-10 08:30:00.430	Nuwellis Expands Collaboration with Major South Carolina Healthcare System to Install New Aquadex SmartFlow® Devices at One of its Children’s Hospitals	Globe Newswire	2.64	NASDAQ	0.1452	103.2	1065.8774	2026-06-10 08:30:00.453223	0.8314	0.0087	0.1599	0.8227	positive	OK	accepted:1015	sentiment_ack	0.4464	0.5855	0.328	0.8375	0.4306	2026-06-10 08:30:01.341635
MFIN	"[""MFIN""]"	nGNX6jY5dx	2026-06-10 08:30:01.410	Medallion Financial Corp. Announces Landslide Vote Results for the Board on All Measures	Globe Newswire	14.29	NASDAQ	9.63	28500.0	4840.5	2026-06-10 08:30:01.434218	0.195	0.043	0.762	0.152	positive	BAD	accepted:1002	sentiment_bad_released	0.1911	0.1861	0.1357	0.7733	0.1125	2026-06-10 08:30:02.487665
