Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	body_sentiment	BodyCompletedAt	body_duration_ms	Trigger
QUCY	"[""QUCY"", ""4TO""]"	nGNX5YWQJj	2026-05-13 08:00:00	Quantum Cyber N.V. Secures Exclusive Autonomous Drone Platform as Trump Administration Seeks $55 Billion for Drone Warfare	Globe Newswire	10.66	2026-05-13 08:00:00.951243	0.5136	0.0119	0.4745	0.5017	positive	0.3447	2026-05-13 08:00:06.821523	2882.82	NO:sentiment_score
4TO	"[""QUCY"", ""4TO""]"	nGNX5YWQJj	2026-05-13 08:00:00	Quantum Cyber N.V. Secures Exclusive Autonomous Drone Platform as Trump Administration Seeks $55 Billion for Drone Warfare	Globe Newswire		2026-05-13 08:00:00.951279	0.5136	0.0119	0.4745	0.5017	positive		2026-05-13 08:00:06.822852	2882.82	NO:sentiment_score,Float
MBRX	"[""MBRX""]"	nGNX76cYcx	2026-05-13 08:00:00	Moleculin Announces Imminent MIRACLE Trial Unblinding as Blinded Data Continue to Significantly Outperform Historical Benchmarks	Globe Newswire	5.29	2026-05-13 08:00:00.919497	0.4657	0.3759	0.1584	0.0898	positive	0.272	2026-05-13 08:00:06.841307	4939.6	NO:sentiment_score
ABX	"[""ABX""]"	nGNX4xz53J	2026-05-13 08:00:00	Abacus Global Management to Participate in the 26th Annual B. Riley Investor Conference	Globe Newswire	35.34	2026-05-13 08:00:01.000578	0.2593	0.0154	0.7253	0.2439	positive		2026-05-13 08:00:07.503275	618.08	NO:sentiment_score
MIRA	"[""MIRA""]"	nACSV0YfMa	2026-05-13 08:00:00	MIRA Pharmaceuticals Announces Acceptance of Peer-Reviewed SKNY-1 Manuscript Highlighting Oral Obesity and Nicotine Addiction Drug Candidate	ACCESSWIRE	35.05	2026-05-13 08:00:00.990188	0.5479	0.0177	0.4343	0.5302	positive	0.2183	2026-05-13 08:00:10.096287	3259.94	NO:sentiment_score
SLXN	"[""SLXN""]"	nGNX3VWYv6	2026-05-13 08:00:00	Silexion Therapeutics Announces Initiation of GMP Clinical Supply Manufacturing of SIL204 with Leading Global CDMO, and New Approval of Phase 2/3 Trial From Tel Aviv Sourasky Medical Center	Globe Newswire	3.77	2026-05-13 08:00:01.040362	0.5524	0.0177	0.43	0.5347	positive		2026-05-13 08:00:12.211554	4687.86	NO:sentiment_score
INMB	"[""INMB""]"	nGNE5qk4Cw	2026-05-13 08:00:00	INmune Bio Named Founding Member of the American Biotech Innovation Alliance (ABIA) as U.S. Biotech Sector Navigates Strategic Inflection Point	Globe Newswire	22.06	2026-05-13 08:00:01.888566	0.4714	0.0397	0.4888	0.4317	positive	0.2417	2026-05-13 08:00:14.085543	3986.88	NO:sentiment_score
ENVB	"[""ENVB""]"	nBw62pKpna	2026-05-13 08:00:00	Enveric Biosciences Expands IP Portfolio with New U.S. Patent Issued for Methods of Treating Psychiatric Disorders	Business Wire	1.62	2026-05-13 08:00:04.046901	0.6459	0.0128	0.3413	0.633	positive	0.3741	2026-05-13 08:00:14.555088	2353.05	NO:sentiment_score
IAG	"[""IAG""]"	nBw14C9Fda	2026-05-13 08:00:01	iA Financial Group Cautions Investors Regarding Ocehan LLC “Mini-Tender” Offer at a Significant Discount to Market Price	Business Wire	587.61	2026-05-13 08:00:06.885767	0.3719	0.1312	0.4969	0.2406	positive	0.2567	2026-05-13 08:00:15.672954	1582.8	NO:sentiment_score,Float
NG	"[""NG""]"	nGNX4cHsjV	2026-05-13 08:00:01	NOVAGOLD Releases 2025 Sustainability Report	Globe Newswire	329.6	2026-05-13 08:00:07.070661	0.0596	0.0348	0.9056	0.0247	neutral	0.1839	2026-05-13 08:00:20.310261	4629.03	NO:sentiment_score,Float
LIQT	"[""LIQT""]"	nGNX4fPfTG	2026-05-13 08:00:01	LiqTech International Announces First Quarter 2026 Financial Results	Globe Newswire	7.18	2026-05-13 08:00:07.070082	0.1411	0.1071	0.7519	0.034	neutral	0.0715	2026-05-13 08:00:20.389585	5804.08	NO:sentiment_score
GIL	"[""GIL""]"	nGNX9JRmK7	2026-05-13 08:00:01	Gildan Announces the Publication of its 2025 Sustainability Report Highlighting Continued Progress Towards Key Social and Environmental Targets¹	Globe Newswire	180.51	2026-05-13 08:00:10.110949	0.8228	0.0173	0.1599	0.8054	positive	0.1929	2026-05-13 08:00:22.106561	1717.09	NO:Float
CLDI	"[""CLDI""]"	nGNX3kCdgS	2026-05-13 08:00:01	Calidi Biotherapeutics Confirms Featured Speaker Presentation Tomorrow at the ASGCT Conference in Boston	Globe Newswire	9.78	2026-05-13 08:00:12.213527	0.1245	0.0281	0.8474	0.0964	positive		2026-05-13 08:00:24.852428	2746.96	NO:sentiment_score
CRNC	"[""CRNC""]"	nGNX9P9Ztl	2026-05-13 08:00:01	Cerence AI to Participate in TD Cowen 54th Annual Technology, Media & Telecom Conference	Globe Newswire	40.41	2026-05-13 08:00:14.148181	0.2641	0.0177	0.7182	0.2464	positive	0.1723	2026-05-13 08:00:26.463876	1604.47	NO:sentiment_score
TULP	"[""TULP""]"	nACS3TyF0a	2026-05-13 08:00:01	Bloomia Holdings, Inc. Announces March 31, 2026 Financial Results	ACCESSWIRE	0.8	2026-05-13 08:00:07.506258	0.0694	0.1323	0.7983	-0.0629	negative	-0.06	2026-05-13 08:00:28.014822	7700.64	NO:sentiment_score
LTRN	"[""LTRN""]"	nBw2xx71Va	2026-05-13 08:00:01	Lantern Pharma Inc. Announces up to $9.25 Million Registered Direct Offering with Existing Holders and a Single Institutional Investor	Business Wire	8.28	2026-05-13 08:00:14.562462	0.2159	0.0105	0.7736	0.2054	positive	0.1108	2026-05-13 08:00:30.994244	4520.62	NO:sentiment_score
OSS	"[""OSS""]"	nGNX1BWN78	2026-05-13 08:00:01	One Stop Systems to Attend Special Operations Forces Week on May 19 - 21	Globe Newswire	20.98	2026-05-13 08:00:15.684624	0.1863	0.1129	0.7008	0.0733	positive	0.3601	2026-05-13 08:00:31.217729	3191.34	NO:sentiment_score
VRCA	"[""VRCA""]"	nGNX1Qlgw3	2026-05-13 08:00:01	Verrica Pharmaceuticals to Participate in the H.C. Wainwright 4th Annual BioConnect Investor Conference at NASDAQ	Globe Newswire	8.3	2026-05-13 08:00:20.416440	0.1722	0.0144	0.8134	0.1578	positive	0.0489	2026-05-13 08:00:32.410942	1409.47	NO:sentiment_score
FJET	"[""FJET""]"	nBw2sDZkPa	2026-05-13 08:00:02	Starfighters Space Engages Integrated Launch Solutions (ILS) to Advance STARLAUNCH Pathway	Business Wire	29.29	2026-05-13 08:00:20.434943	0.2308	0.0098	0.7594	0.221	positive	0.3041	2026-05-13 08:00:34.275830	3056.87	NO:sentiment_score
DGNX	"[""DGNX""]"	nGNX8ch4JN	2026-05-13 08:00:02	Diginex Appoints Archana Kotecha as Chief Impact Officer to Advance Human Rights and Scale Supply Chain Solutions in a $9.6B Market	Globe Newswire	11.83	2026-05-13 08:00:22.113003	0.3784	0.0108	0.6108	0.3675	positive	0.1595	2026-05-13 08:00:35.355542	2934.01	NO:sentiment_score
ECOR	"[""ECOR""]"	nGNX4P3h6S	2026-05-13 08:00:02	electroCore Announces Publication in JAMA Highlighting the Benefits of Adding Quell Electrical Nerve Stimulation to Outpatient Physical Therapy in Fibromyalgia	Globe Newswire	5.08	2026-05-13 08:00:24.859044	0.5164	0.0182	0.4654	0.4982	positive	0.16	2026-05-13 08:00:36.551254	2268.87	NO:sentiment_score
MFC	"[""MFC""]"	nPn70FnqTa	2026-05-13 08:00:02	Manulife Releases 2025 Sustainability Report and Public Accountability Statement	PR Newswire	1670.0	2026-05-13 08:00:26.553995	0.0611	0.0289	0.9101	0.0322	neutral		2026-05-13 08:00:37.324474	1956.63	NO:sentiment_score,Float
BMO	"[""BMO""]"	nPn3L8sLQa	2026-05-13 08:00:08	BMO and One Young World Announce Winners of the Inaugural Generation Regen Challenge Recognizing Innovation in Regenerative Agriculture	PR Newswire	705.78	2026-05-13 08:00:31.015489	0.773	0.0133	0.2137	0.7597	positive		2026-05-13 08:00:39.766972	2428.78	NO:Float
HTCO	"[""HTCO""]"	nPn5hZ9FBa	2026-05-13 08:00:08	High-Trend International Group Announces Pricing of $15 Million Registered Direct Offering with Global Institutional Investors	PR Newswire	2.4	2026-05-13 08:00:31.281755	0.1905	0.0135	0.796	0.177	positive	0.2755	2026-05-13 08:00:41.393665	1620.13	NO:sentiment_score
DOMH	"[""DOMH""]"	nPn6Zgmq6a	2026-05-13 08:00:11	Dominari Holdings Issues Shareholder Letter	PR Newswire	4.02	2026-05-13 08:00:32.425239	0.0756	0.0863	0.8381	-0.0107	neutral	0.2872	2026-05-13 08:00:45.065583	3654.37	NO:sentiment_score
TARA	"[""TARA""]"	nGNX9gm3QJ	2026-05-13 08:00:02	Protara Therapeutics Announces First Quarter 2026 Financial Results and Provides a Business Update	Globe Newswire	49.3	2026-05-13 08:00:28.021774	0.0911	0.0288	0.8801	0.0624	positive	0.2065	2026-05-13 08:00:45.197396	8614.9	NO:sentiment_score
CYBN	"[""CYBN"", ""BETR""]"	nNFC9kJjDf	2026-05-13 08:00:26	BetterLife Pharma Announces Appointment of Doug Drysdale as Executive Chairman and Director	Newsfile Corp		2026-05-13 08:00:35.371014	0.0446	0.0634	0.892	-0.0188	neutral		2026-05-13 08:00:47.601798	2399.07	NO:sentiment_score,Float
BETR	"[""CYBN"", ""BETR""]"	nNFC9kJjDf	2026-05-13 08:00:26	BetterLife Pharma Announces Appointment of Doug Drysdale as Executive Chairman and Director	Newsfile Corp	7.39	2026-05-13 08:00:36.561667	0.0446	0.0634	0.892	-0.0188	neutral		2026-05-13 08:00:47.604158	2399.07	NO:sentiment_score
WHWK	"[""WHWK""]"	nPn8MnmkNa	2026-05-13 08:00:15	Whitehawk Therapeutics Announces $87.5M Private Placement Equity Financing	PR Newswire	28.51	2026-05-13 08:00:34.375101	0.1211	0.0276	0.8513	0.0935	positive	0.3225	2026-05-13 08:00:47.895532	2831.07	NO:sentiment_score
BHST	"[""BHST""]"	nNFC1fK1X2	2026-05-13 08:00:26	BioHarvest Sciences Announces Successful Completion of Stage 1 Development of Saffron Composition for Nutraceutical and Culinary Applications	Newsfile Corp	14.53	2026-05-13 08:00:37.462308	0.4373	0.0322	0.5305	0.405	positive	-0.0139	2026-05-13 08:00:48.918407	1315.75	NO:sentiment_score
XBIO	"[""XBIO""]"	nACS0nvBqa	2026-05-13 08:05:00	Xenetic Biosciences Reports First Quarter 2026 Financial Results and Highlights Continued Advancement of DNase Oncology Platform	ACCESSWIRE	2.06	2026-05-13 08:05:00.701289	0.7831	0.0109	0.2059	0.7722	positive	0.1385	2026-05-13 08:05:04.799480	4185.06	YES
APVO	"[""APVO""]"	nACStJhSya	2026-05-13 08:05:00	Aptevo Therapeutics Provides a 1Q26 Business Update; RAINIER on Track for 2026 Completion and Phase 2 Dose Selection	ACCESSWIRE	1.18	2026-05-13 08:05:00.876004	0.3486	0.0168	0.6346	0.3318	positive	0.0866	2026-05-13 08:05:05.995137	5196.37	NO:sentiment_score
BLDP	"[""BLDP""]"	nNFC8mYTk8	2026-05-13 08:08:52	Weichai Power Hong Kong International Development Co. Limited Announces Sale of Common Shares of Ballard Power Systems Inc	Newsfile Corp	296.84	2026-05-13 08:08:52.760288	0.107	0.0297	0.8633	0.0772	positive	0.0477	2026-05-13 08:08:53.461308	783.7	NO:sentiment_score,Float
ASTC	"[""ASTC""]"	nGNX3Qj4F9	2026-05-13 08:10:00	Astrotech Reports Third Quarter of Fiscal Year 2026 Financial Results	Globe Newswire	1.4	2026-05-13 08:10:00.453860	0.1736	0.1093	0.7171	0.0642	positive	0.1011	2026-05-13 08:10:02.182465	1819.58	NO:sentiment_score
VENU	"[""VENU""]"	nBw39dLRsa	2026-05-13 08:12:00	VENU Launches the ‘FireSuite Income Offering’, Bringing Fractional FireSuite Ownership and an 11% Preferred Annual Return to Qualified Investors Nationwide	Business Wire	43.56	2026-05-13 08:12:00.286118	0.2451	0.0107	0.7442	0.2344	positive	0.2868	2026-05-13 08:12:02.326499	2133.63	NO:sentiment_score
CNTN	"[""CNTN""]"	nPn9Hvsp8a	2026-05-13 08:15:00	Canton Strategic Holdings Reports First Quarter 2026 Financial and Operational Results	PR Newswire	48.96	2026-05-13 08:15:00.650859	0.1501	0.086	0.7639	0.0641	positive	0.3295	2026-05-13 08:15:09.238065	8653.96	NO:sentiment_score
QTI	"[""QTI""]"	nBw5wFLjpa	2026-05-13 08:15:00	QT Imaging Reports First Quarter 2026 Revenue of $6.5 Million	Business Wire	9.39	2026-05-13 08:15:00.495164	0.0699	0.0246	0.9054	0.0453	neutral		2026-05-13 08:15:10.317376	9912.62	NO:sentiment_score
VNTG	"[""VNTG""]"	nPreD6Qcza	2026-05-13 08:16:36	Vantage Enhanced Trading App Unifies Asset Visibility and Capital Flow	PR Newswire	11.37	2026-05-13 08:16:36.557116	0.5813	0.0126	0.4061	0.5687	positive		2026-05-13 08:16:37.116609	634.56	NO:sentiment_score
RRGB	"[""RRGB""]"	nPn3PwflGa	2026-05-13 08:17:00	Red Robin Shakes Up World Cocktail Day with New Summer Beverage Lineup	PR Newswire	15.19	2026-05-13 08:17:00.198689	0.2276	0.0606	0.7117	0.167	positive	0.1661	2026-05-13 08:17:01.407147	1266.19	NO:sentiment_score
HLP	"[""HLP""]"	nPn6Tb9mta	2026-05-13 08:25:00	Hongli Group Inc. Reports Robust Fiscal Year 2025 Results: Revenue Grows 39% to $19.6 Million as Company Delivers $3.8 Million Profit Turnaround	PR Newswire	47.45	2026-05-13 08:25:00.629461	0.9366	0.0302	0.0332	0.9064	positive	0.3003	2026-05-13 08:25:07.291078	6758.73	YES
EQNR	"[""EQNR""]"	nGNEwBhV2	2026-05-13 08:26:48	REG-Equinor ASA: Minutes from the Annual General Meeting 2026	Globe Newswire	2530.0	2026-05-13 08:26:48.108888	0.0731	0.0615	0.8654	0.0116	neutral		2026-05-13 08:26:48.376498	325.71	NO:sentiment_score,Float
SRXH	"[""SRXH""]"	nGNX9C0CNP	2026-05-13 08:30:00	SRx Health Solutions Invests in Astro Investment XVII, an Affiliate of Astro Capital and SPV with Investments in SpaceX and Other Artificial Intelligence and Space Companies	Globe Newswire	273.77	2026-05-13 08:30:00.543148	0.1088	0.0238	0.8674	0.0851	positive	0.5099	2026-05-13 08:30:03.583361	3089.86	NO:sentiment_score,Float
LITS	"[""LITS""]"	nGNX38wsHl	2026-05-13 08:30:00	Lite Strategy Reports Fiscal 2026 Third Quarter Results	Globe Newswire	32.22	2026-05-13 08:30:00.650136	0.0528	0.0635	0.8837	-0.0107	neutral	0.4773	2026-05-13 08:30:05.439066	4848.17	NO:sentiment_score
CITR	"[""CITR""]"	nBw1Sw5Wja	2026-05-13 08:30:00	CitroTech Partners With Texas A&M Engineering Experiment Station to Advance Safer, High-Performance Fire-Resistant Textiles	Business Wire	9.55	2026-05-13 08:30:00.717653	0.7329	0.0095	0.2576	0.7234	positive	0.4759	2026-05-13 08:30:07.951128	2505.09	YES
GMX	"[""EVG"", ""GMX""]"	nGNX77kwKV	2026-05-13 08:30:00	Globex Options Carp Fluorspar Property in Nevada to Evion Group NL of Australia	Globe Newswire		2026-05-13 08:30:00.712796	0.1612	0.016	0.8228	0.1452	positive		2026-05-13 08:30:08.938022	5351.72	NO:sentiment_score,Float
EVG	"[""EVG"", ""GMX""]"	nGNX77kwKV	2026-05-13 08:30:00	Globex Options Carp Fluorspar Property in Nevada to Evion Group NL of Australia	Globe Newswire	13.46	2026-05-13 08:30:00.712769	0.1612	0.016	0.8228	0.1452	positive	0.2705	2026-05-13 08:30:08.938820	5351.72	NO:sentiment_score
CXH	"[""CXH""]"	nBw9THjfa	2026-05-13 08:30:00	MFS Investment Grade Municipal Trust Announces Preliminary Results of Tender Offer	Business Wire	8.2	2026-05-13 08:30:00.891748	0.1495	0.0221	0.8284	0.1273	positive	0.0464	2026-05-13 08:30:10.677054	1737.99	NO:sentiment_score
FEAM	"[""FEAM""]"	nACSV9zDMa	2026-05-13 08:30:00	5E Advanced Materials Reports Key Fiscal Q3 2026 Commercial and Operational Milestones 	ACCESSWIRE	20.95	2026-05-13 08:30:00.871527	0.7907	0.0166	0.1927	0.774	positive		2026-05-13 08:30:11.165575	3202.04	YES
BLIN	"[""BLIN""]"	nACSG8cTwa	2026-05-13 08:30:00	Bridgeline to Report Financial Results for the Second Quarter of Fiscal 2026 	ACCESSWIRE	9.17	2026-05-13 08:30:03.658131	0.0751	0.0716	0.8533	0.0035	neutral	0.0392	2026-05-13 08:30:14.110242	2933.37	NO:sentiment_score
PSQH	"[""PSQH""]"	nBw44MjM9a	2026-05-13 08:30:00	PSQ Holdings Welcomes OCC's Debanking Guidance as a Step Toward Restoring Fair Financial Access for Lawful American Businesses	Business Wire	36.41	2026-05-13 08:30:05.529919	0.8093	0.0148	0.1759	0.7945	positive		2026-05-13 08:30:15.926145	1811.98	YES
EEIQ	"[""EEIQ""]"	nGNX6ZZmy5	2026-05-13 08:30:00	EpicQuest Education Chairman & CEO Letter to Shareholders	Globe Newswire	0.86	2026-05-13 08:30:00.906827	0.095	0.0476	0.8574	0.0474	neutral	0.1228	2026-05-13 08:30:17.348117	6664.8	NO:sentiment_score
AWRE	"[""AWRE""]"	nGNXyG0vZ	2026-05-13 08:30:01	Aware Announces Successful Independent Evaluation of Intelligent Liveness Aligned with CEN/TS 18099	Globe Newswire	11.97	2026-05-13 08:30:08.076630	0.6354	0.0201	0.3445	0.6153	positive	0.6186	2026-05-13 08:30:17.807158	1873.07	NO:sentiment_score
XPL	"[""XPL""]"	nACSQzbnLa	2026-05-13 08:30:01	Solitario Resources Announces Share Issuance to Newmont Under the Amended Investor Rights Agreement	ACCESSWIRE	77.76	2026-05-13 08:30:08.948980	0.1619	0.0129	0.8253	0.149	positive	0.0464	2026-05-13 08:30:20.683840	3328.53	NO:sentiment_score,Float
SSII	"[""SSII""]"	nGNXqmhZ4	2026-05-13 08:30:01	SS Innovations Reports First Quarter 2026 Financial Results	Globe Newswire	32.59	2026-05-13 08:30:08.992423	0.1324	0.0961	0.7716	0.0363	neutral	0.0539	2026-05-13 08:30:24.442810	6625.6	NO:sentiment_score
INBS	"[""INBS""]"	nGNX2jp4gQ	2026-05-13 08:30:01	Intelligent Bio Solutions Reports Fiscal Third Quarter Revenue Growth of 46% Year-over-Year	Globe Newswire	1.91	2026-05-13 08:30:10.739160	0.7536	0.0147	0.2317	0.7389	positive	0.372	2026-05-13 08:30:27.352352	6662.17	YES
AENT	"[""AENT""]"	nNFC7P7Qqh	2026-05-13 08:30:16	Alliance Entertainment to Present at the 16th Annual LD Micro Invitational	Newsfile Corp	3.06	2026-05-13 08:30:16.103731	0.1456	0.0323	0.822	0.1133	positive		2026-05-13 08:30:28.254385	899.39	NO:sentiment_score
AZTR	"[""AZTR""]"	nPn6x9lBDa	2026-05-13 08:30:03	Azitra, Inc. Announces Q1 2026 Results and Provides Business Updates	PR Newswire	16.18	2026-05-13 08:30:11.182896	0.0552	0.0246	0.9202	0.0307	neutral	0.0249	2026-05-13 08:30:28.993816	4546.57	NO:sentiment_score
LASE	"[""LASE""]"	nACSTtLY9a	2026-05-13 08:31:00	Laser Photonics and Fonon Technologies Unveil Portable DefenseTech Laser Cleaners for On-the-Go Rust Removal	ACCESSWIRE	19.83	2026-05-13 08:31:00.609337	0.1861	0.0093	0.8046	0.1768	positive	0.28	2026-05-13 08:31:01.836737	1324.51	NO:sentiment_score
INEO	"[""INEO""]"	nACSXplkha	2026-05-13 08:35:00	INEO Announces Patented INEO Welcoming DUO in Full Production with First Installation Underway in Leading UK Retailer	ACCESSWIRE	16.55	2026-05-13 08:35:00.937414	0.4278	0.015	0.5573	0.4128	positive	0.2337	2026-05-13 08:35:02.303211	1458.2	NO:sentiment_score
PRZO	"[""PRZO""]"	nGNX6wX4NR	2026-05-13 08:43:00	ParaZero Demonstrates Advanced Counter Drone Solution at BSDA Exhibition in Romania for NATO Officials and Military Leadership	Globe Newswire	23.81	2026-05-13 08:43:00.295314	0.5776	0.0163	0.406	0.5613	positive	0.4284	2026-05-13 08:43:01.194818	991.8	NO:sentiment_score
GIL	"[""GIL""]"	nACSCJ5xza	2026-05-13 08:55:27	Gildan Announces the Publication of Its 2025 Sustainability Report Highlighting Continued Progress Towards Key Social and Environmental Targets	ACCESSWIRE	180.51	2026-05-13 08:55:27.166187	0.843	0.0168	0.1402	0.8262	positive	0.2248	2026-05-13 08:55:28.591278	1495.0	NO:Float
WLDS	"[""WLDS""]"	nGNE5qwKt3	2026-05-13 09:00:00	Wearable Devices Announces Mudra Pro, its Next-Generation Product for Advanced AI and XR Devices	Globe Newswire	3.4	2026-05-13 09:00:00.627293	0.3979	0.0131	0.589	0.3848	positive		2026-05-13 09:00:04.905738	4366.73	NO:sentiment_score
TRNR	"[""TRNR""]"	nACSrq6n3a	2026-05-13 09:00:01	TRNR to Report Q1 2026 Results on May 20, 2026; Previews Preliminary Q1 Pro Forma Revenue of Approximately $7.7 Million	ACCESSWIRE	2.25	2026-05-13 09:00:01.238118	0.5418	0.0196	0.4386	0.5221	positive	0.1193	2026-05-13 09:00:07.437566	6298.75	NO:sentiment_score
ACCS	"[""ACCS""]"	nACSkS3p0a	2026-05-13 09:00:01	ACCESS Newswire to Present at the LD Micro Invitational XVI on May 19th, at 2:00 pm ET	ACCESSWIRE	3.15	2026-05-13 09:00:01.253001	0.0479	0.0275	0.9246	0.0205	neutral	0.0762	2026-05-13 09:00:07.651670	2744.29	NO:sentiment_score
PUBM	"[""PUBM""]"	nBw9kZMTla	2026-05-13 09:00:01	PubMatic Appoints Sabrina Anand as Country Manager for Canada	Business Wire	38.0	2026-05-13 09:00:01.323645	0.1156	0.0468	0.8376	0.0689	positive	0.2725	2026-05-13 09:00:09.085953	1637.72	NO:sentiment_score
ZJK	"[""ZJK""]"	nGNX9Y9ftB	2026-05-13 09:00:01	ZJK Launches Next-Generation Cold Forging Dies, Empowering AI and High-End Industrial Applications	Globe Newswire	7.43	2026-05-13 09:00:01.904284	0.2637	0.0135	0.7228	0.2502	positive	0.4101	2026-05-13 09:00:10.120566	2465.95	NO:sentiment_score
LINK	"[""LINK""]"	nNFC14XRTW	2026-05-13 09:00:16	Interlink Electronics, Inc. to Present at the LD Micro Invitational XVI	Newsfile Corp	3.54	2026-05-13 09:00:17.067764	0.0671	0.0137	0.9192	0.0534	positive	0.0239	2026-05-13 09:00:17.587716	607.54	NO:sentiment_score
WGRX	"[""WGRX""]"	nACSz5tDXa	2026-05-13 09:05:00	Wellgistics Health Announces Pilot MSO Collaboration with Kare PharmTech Targeting $14 Billion U.S. Market for CCM and RPM Services 	ACCESSWIRE	49.67	2026-05-13 09:05:00.922530	0.6337	0.0132	0.3531	0.6206	positive	0.3786	2026-05-13 09:05:03.411654	2550.56	NO:sentiment_score
THM	"[""THM"", ""ITH""]"	nPn1q7pwCa	2026-05-13 09:15:00	International Tower Hill Mines Announces Appointment of Feasibility Study Team and Launch of Feasibility Study Drilling Program	PR Newswire	228.62	2026-05-13 09:15:00.746666	0.1642	0.0295	0.8063	0.1347	positive	0.0369	2026-05-13 09:15:02.043388	1390.11	NO:sentiment_score,Float
ITH	"[""THM"", ""ITH""]"	nPn1q7pwCa	2026-05-13 09:15:00	International Tower Hill Mines Announces Appointment of Feasibility Study Team and Launch of Feasibility Study Drilling Program	PR Newswire		2026-05-13 09:15:00.746754	0.1642	0.0295	0.8063	0.1347	positive		2026-05-13 09:15:02.044821	1390.11	NO:sentiment_score,Float
GMM	"[""GMM""]"	nGNX1CT2xs	2026-05-13 09:15:56	Global Mofy Strategically Participates in New Financing Round of Kimi AI’s Developer Moonshot AI, Advancing Its Global Generative AI Strategy	Globe Newswire	45.84	2026-05-13 09:15:56.286753	0.5212	0.016	0.4627	0.5052	positive	0.3597	2026-05-13 09:15:57.885038	1693.11	NO:sentiment_score
KUST	"[""KUST""]"	nGNX6197MN	2026-05-13 09:17:00	Kustom Entertainment, Inc. Announces Global Frequencies, a Massive EDM Event Coming to Kansas City’s Azura Amphitheater on Sunday, June 28, 2026	Globe Newswire	0.46	2026-05-13 09:17:00.293556	0.1486	0.0301	0.8212	0.1185	positive	0.1763	2026-05-13 09:17:02.021915	1821.53	NO:sentiment_score
MNDR	"[""MNDR""]"	nNFCbTJWhw	2026-05-13 09:17:20	Mobile-health Network Solutions Enters into Non-Binding Strategic Memorandum to Facilitate Up to US$100 Million in Private Equity Funding for AI-Powered Healthcare Expansion	Newsfile Corp	3.21	2026-05-13 09:17:20.960235	0.8286	0.0108	0.1606	0.8178	positive	0.5143	2026-05-13 09:17:22.243234	1360.2	YES
ONCO	"[""ONCO""]"	nGNX5td6q8	2026-05-13 09:25:00	Onconetix Reports Q1 2026 Progress at Proteomedix AG, Including Two New Peer-Reviewed Publications and Initiation of U.S. Validation Study	Globe Newswire	0.58	2026-05-13 09:25:00.333777	0.7477	0.0131	0.2392	0.7346	positive	0.1745	2026-05-13 09:25:01.485115	1221.25	YES
RCT	"[""RCT""]"	nGNX2qWMnv	2026-05-13 09:34:23	RedCloud And ACA Capital Signal Intent to Activate Foundation Model AI Agents on Anthropic Claude Through JV Across $221Bn South African FMCG Market	Globe Newswire	44.23	2026-05-13 09:34:23.297299	0.7746	0.0108	0.2147	0.7638	positive	0.6015	2026-05-13 09:34:25.289122	2085.08	YES
GAMI	"[""GAMI"", ""GUT""]"	nGNX1jtpj0	2026-05-13 09:49:07	Gabelli Utility Trust Continues Monthly Distributions, Declares Distributions of $0.05 Per Share	Globe Newswire		2026-05-13 09:49:07.300564	0.1546	0.0242	0.8212	0.1303	positive		2026-05-13 09:49:08.366786	1157.86	NO:sentiment_score,Float
GUT	"[""GAMI"", ""GUT""]"	nGNX1jtpj0	2026-05-13 09:49:07	Gabelli Utility Trust Continues Monthly Distributions, Declares Distributions of $0.05 Per Share	Globe Newswire	88.63	2026-05-13 09:49:07.300540	0.1546	0.0242	0.8212	0.1303	positive		2026-05-13 09:49:08.367142	1157.86	NO:sentiment_score,Float
III	"[""III""]"	nBwZqJqJa	2026-05-13 10:00:00	ISG to Study Finance and Accounting Outsourcing Providers	Business Wire	33.28	2026-05-13 10:00:00.881531	0.0788	0.0151	0.906	0.0637	positive	0.1281	2026-05-13 10:00:02.426245	1633.57	NO:sentiment_score
GAMI	"[""GAMI"", ""GRX""]"	nGNX1kMgf7	2026-05-13 10:14:17	Gabelli Healthcare & WellnessRx Trust Declares Second Quarter Distribution of $0.17 Per Share	Globe Newswire		2026-05-13 10:14:17.226220	0.1502	0.041	0.8088	0.1092	positive		2026-05-13 10:14:17.922437	748.29	NO:sentiment_score,Float
GRX	"[""GAMI"", ""GRX""]"	nGNX1kMgf7	2026-05-13 10:14:17	Gabelli Healthcare & WellnessRx Trust Declares Second Quarter Distribution of $0.17 Per Share	Globe Newswire	14.51	2026-05-13 10:14:17.226309	0.1502	0.041	0.8088	0.1092	positive	0.0371	2026-05-13 10:14:17.922865	748.29	NO:sentiment_score
SPAI	"[""SPAI""]"	nGNX2xydbJ	2026-05-13 10:15:00	SPARC AI moves to permanent Ukraine presence to drive Overwatch integration with drone manufacturers	Globe Newswire	12.96	2026-05-13 10:15:00.302543	0.5546	0.0091	0.4362	0.5455	positive	0.0812	2026-05-13 10:15:01.666000	1480.87	NO:sentiment_score
RAIN	"[""RAIN""]"	nNFC1Ch3WL	2026-05-13 10:16:29	Rain City Resources Inc. Announces Strategic Alliance with Fraunhofer Chile to Advance Its Next-Generation DLE Platform Across the Lithium Triangle	Newsfile Corp	8.13	2026-05-13 10:16:29.126143	0.8549	0.0102	0.1349	0.8448	positive		2026-05-13 10:16:30.228241	1196.62	YES
