Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	LastDailyClose	itiBaseline	tradeSizeBaseline	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Sentiment	ClerkArm	ClerkSentiment	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt
TTD	"[""TTD""]"	nBw3PJHmga	2026-06-09 16:05:01.540	The Trade Desk Appoints David Haddad to Board of Directors	Business Wire	417.82	NASDAQ		44444.0	44444.0	2026-06-09 16:05:01.601804	0.0706	0.0579	0.8714	0.0127	neutral	BAD	accepted:1001	sentiment_bad_released	0.428	0.4848	0.2588	0.7757	0.2962	2026-06-09 16:05:03.014884
GROV	"[""GROV""]"	nBw9TYCs6a	2026-06-09 16:05:01.035	Grove Collaborative’s Flagship Brand, Grove Co., Joins 1% for the Planet, Committing 1% of Annual Sales to Environmental Causes	Business Wire	29.86	NYSE	1.21	20900.0	1813.7273	2026-06-09 16:05:01.111499	0.2163	0.0146	0.7691	0.2016	positive	OK	accepted:1000	sentiment_ack	0.2769	0.3545	0.2454	0.5968	0.272	2026-06-09 16:05:03.226327
IRIX	"[""IRIX""]"	nGNX10n8NQ	2026-06-09 16:05:02.187	Iridex to Present at the Planet MicroCap Las Vegas 2026 Conference	Globe Newswire	12.15	NASDAQ	1.11	13680.0	673.9268	2026-06-09 16:05:02.242499	0.0878	0.0175	0.8947	0.0704	positive	BAD	accepted:1003	sentiment_bad_released	0.3321	0.3111	0.1443	0.3875	0.1696	2026-06-09 16:05:03.600296
IMDX	"[""IMDX""]"	nGNX92hmx7	2026-06-09 16:05:01.706	iMDx to Highlight In-House Transplant Testing Opportunity and Host Key Opinion Leaders at American Transplant Congress	Globe Newswire	12.66	NASDAQ	5.72	25650.0	1403.814	2026-06-09 16:05:01.787565	0.2524	0.012	0.7356	0.2403	positive	OK	accepted:1002	sentiment_ack	0.3572	0.4242	0.3429	0.6811	0.3696	2026-06-09 16:05:04.037046
NDAQ	"[""NDAQ""]"	nGNXyLg3n	2026-06-09 16:05:04.752	Nasdaq Announces End-of-Month Open Short Interest Positions in Nasdaq Stocks as of Settlement Date May 29, 2026	Globe Newswire	444.89	NASDAQ		44444.0	44444.0	2026-06-09 16:05:04.782945	0.0699	0.084	0.8461	-0.0141	neutral	BAD	accepted:1004	sentiment_bad_released	0.2998	0.3047	0.1867	0.5518	0.141	2026-06-09 16:05:05.198066
BODI	"[""BODI""]"	nBw93DX40a	2026-06-09 16:05:06.177	The Beachbody Company, Inc., to Participate in the Sidoti Small Cap Conference	Business Wire	3.93	NASDAQ	9.86	28500.0	562.7857	2026-06-09 16:05:06.202130	0.1803	0.0146	0.8051	0.1657	positive	BAD	accepted:1005	sentiment_bad_released	0.3787	0.4061	0.2468	0.5701	0.2429	2026-06-09 16:05:06.535144
O	"[""O""]"	nPn1PR2NBa	2026-06-09 16:05:06.373	135th Common Stock Monthly Dividend Increase Declared by Realty Income	PR Newswire	930.75	NYSE		44444.0	44444.0	2026-06-09 16:05:06.408772	0.1508	0.1073	0.7419	0.0436	neutral	BAD	accepted:1006	sentiment_bad_released	0.2923	0.4071	0.1911	0.8384	0.3092	2026-06-09 16:05:07.333045
KEEL	"[""KEEL""]"	nGNXpLd8K	2026-06-09 16:05:07.067	Keel Infrastructure Announces Closing of $458 Million of Convertible Senior Notes	Globe Newswire	600.84	NASDAQ		44444.0	44444.0	2026-06-09 16:05:07.112913	0.1756	0.0675	0.7569	0.1081	positive	BAD	accepted:1007	sentiment_bad_released	0.2747	0.3595	0.2029	0.715	0.2112	2026-06-09 16:05:07.867076
FAST	"[""FAST""]"	nBw16KrSza	2026-06-09 16:05:08.921	Fastenal and FIRST® Robotics Team Up to Make Competitions Accessible to All	Business Wire	1150.0	NASDAQ		44444.0	44444.0	2026-06-09 16:05:08.944227	0.1752	0.0116	0.8132	0.1636	positive	BAD	accepted:1008	sentiment_bad_released	0.4688	0.5248	0.379	0.7495	0.3431	2026-06-09 16:05:09.668949
HOOD	"[""HOOD""]"	nGNX8ZvPMV	2026-06-09 16:05:09.644	Robinhood Markets, Inc. Reports May 2026 Operating Data	Globe Newswire	760.92	NASDAQ		44444.0	44444.0	2026-06-09 16:05:09.679603	0.0798	0.0507	0.8696	0.0291	neutral	BAD	accepted:1010	sentiment_bad_released	0.4409	0.5889	0.4186	0.9112	0.3542	2026-06-09 16:05:10.568146
BARK	"[""BARK""]"	nBwrlrgqa	2026-06-09 16:05:08.966	BARK Reports Fiscal Fourth Quarter and Full Year 2026 Results	Business Wire	4.49	NYSE	9.56	34200.0	2570.8889	2026-06-09 16:05:09.031343	0.0863	0.0489	0.8648	0.0374	neutral	BAD	accepted:1009	sentiment_bad_released	-0.1552	-0.2626	-0.1431	0.4515	-0.1537	2026-06-09 16:05:10.833378
SKIL	"[""SKIL""]"	nBw49DS82a	2026-06-09 16:05:09.862	Skillsoft Reports Financial Results for the First Quarter and Full Year of Fiscal 2027	Business Wire	4.68	NYSE	6.93	17100.0	2063.2941	2026-06-09 16:05:09.916439	0.1016	0.0696	0.8288	0.032	neutral	BAD	accepted:1012	sentiment_bad_released	0.3973	0.4927	0.3162	0.9156	0.237	2026-06-09 16:05:12.039538
CIA	"[""CIA""]"	nNFC2S4PQ1	2026-06-09 16:05:12.407	Citizens, Inc. to Participate at Emerging Growth Virtual Conference on June 10, 2026	Newsfile Corp	44.68	NYSE	5.3	18050.0	3728.7586	2026-06-09 16:05:12.431712	0.1249	0.0236	0.8515	0.1013	positive	BAD	accepted:1011	sentiment_bad_released	0.1517	0.1355	0.0938	0.2021	0.0987	2026-06-09 16:05:12.716780
INTU	"[""INTU""]"	nACSggrKRa	2026-06-09 16:07:00.436	$INTU Investor Losses: Intuit Investors That Suffered Losses Have Rights in Pending Securities Fraud Investigation	ACCESSWIRE	267.63	NASDAQ		44444.0	44444.0	2026-06-09 16:07:00.456892	0.0415	0.3868	0.5717	-0.3452	negative	BAD	accepted:1013	sentiment_bad_released	-0.273	-0.3565	-0.1559	0.4457	-0.2023	2026-06-09 16:07:01.454222
MAX	"[""MAX""]"	nACS19Twsa	2026-06-09 16:07:00.480	$MAX Stockholder Alert: Current MediaAlpha Shareholders have Rights in Pending Investigation into the Announced FTC Settlement	ACCESSWIRE	28.6	NYSE	9.17	4201.9	9187.0213	2026-06-09 16:07:00.519228	0.1097	0.0311	0.8592	0.0786	positive	BAD	accepted:1015	sentiment_bad_released	-0.0296	-0.0393	-0.0131	0.3138	-0.0541	2026-06-09 16:07:01.702894
SES	"[""SES""]"	nNFCb0Z0wz	2026-06-09 16:07:12.518	SES AI Corporation Securities Fraud Class Action Result of Weak Revenue Guidance and 37% Stock Decline - Investors may Contact Lewis Kahn, Esq, at Kahn Swick & Foti, LLC	Newsfile Corp	236.01	NYSE		44444.0	44444.0	2026-06-09 16:07:12.547156	0.0522	0.7216	0.2262	-0.6694	negative	BAD	accepted:1016	sentiment_bad_released	0.0408	0.0819	0.0391	0.3184	0.0188	2026-06-09 16:07:13.080123
FCT	"[""FCT""]"	nBw7Wmw4Ya	2026-06-09 16:10:00.657	First Trust Announces Adjournment of Special Meeting of Shareholders Relating to the Reorganization of First Trust Senior Floating Rate Income Fund II with and into First Trust Flexible Income ETF	Business Wire	25.98	NYSE	9.57	34200.0	601.6875	2026-06-09 16:10:00.689416	0.0748	0.0376	0.8876	0.0372	neutral	BAD	accepted:1014	sentiment_bad_released	0.1122	0.0661	0.0453	0.1364	0.0438	2026-06-09 16:10:01.605600
YYGH	"[""YYGH""]"	nPn7Wds8va	2026-06-09 16:10:00.722	YY Group (NASDAQ YYGH) Launches Commercial Humanoid Robotics Initiative to Drive AI-Driven Margin Expansion and Address Global Facility Management Labor Shortages	PR Newswire	1.91	NASDAQ	0.1297	0.9	1342.6702	2026-06-09 16:10:00.748340	0.3123	0.0121	0.6757	0.3002	positive	OK	accepted:1017	sentiment_ack	0.3444	0.4533	0.296	0.6859	0.2554	2026-06-09 16:10:01.950481
XELB	"[""XELB""]"	nGNX2QpmHj	2026-06-09 16:15:00.980	Xcel Brands Announces Exclusive Partnership With Baggallini and Coco Rocha	Globe Newswire	4.05	NASDAQ	1.9	34200.0	683.1429	2026-06-09 16:15:01.007808	0.6303	0.0192	0.3504	0.6111	positive	OK	accepted:1000	sentiment_ack	0.4259	0.5107	0.367	0.7407	0.3536	2026-06-09 16:15:01.673515
POCI	"[""POCI""]"	nGNXbtGj3H	2026-06-09 16:15:01.308	Precision Optics to Present at the Planet MicroCap Las Vegas 2026 Investor Conference on June 17, 2026	Globe Newswire	7.79	NASDAQ	5.62	26600.0	413.8125	2026-06-09 16:15:01.342409	0.1044	0.0169	0.8787	0.0874	positive	BAD	accepted:1001	sentiment_bad_released	0.1832	0.1933	0.1012	0.421	0.0758	2026-06-09 16:15:02.548967
DNP	"[""DNP""]"	nBw9B6SbYa	2026-06-09 16:15:01.378	DNP Select Income Fund Inc. Discloses Sources of Distribution – Section 19(a) Notice	Business Wire	376.62	NYSE		44444.0	44444.0	2026-06-09 16:15:01.437555	0.0393	0.0399	0.9208	-0.0006	neutral	BAD	accepted:1002	sentiment_bad_released	0.1573	0.0876	0.0575	0.2041	0.0617	2026-06-09 16:15:02.871072
IVZ	"[""IVZ""]"	nPn7GmLW0a	2026-06-09 16:15:05.258	Invesco Ltd. Announces May 31, 2026 Assets Under Management	PR Newswire	439.79	NYSE		44444.0	44444.0	2026-06-09 16:15:05.277201	0.0506	0.157	0.7924	-0.1064	negative	BAD	accepted:1003	sentiment_bad_released	0.3996	0.4656	0.249	0.8507	0.3215	2026-06-09 16:15:05.854276
ORC	"[""ORC""]"	nGNXbSM6l2	2026-06-09 16:15:05.640	Orchid Island Capital Announces June 2026 Monthly Dividend and May 31, 2026 RMBS Portfolio Characteristics	Globe Newswire	200.32	NYSE		44444.0	44444.0	2026-06-09 16:15:05.691342	0.0603	0.0263	0.9134	0.0339	neutral	BAD	accepted:1005	sentiment_bad_released	0.0754	0.0482	0.0443	0.0855	0.042	2026-06-09 16:15:06.884286
SPG	"[""SPG""]"	nPn3wlWP8a	2026-06-09 16:15:05.528	Simon Property Group Announces Offering of Euro-Denominated Notes	PR Newswire	321.07	NYSE		44444.0	44444.0	2026-06-09 16:15:05.592203	0.2238	0.0265	0.7497	0.1973	positive	OK	accepted:1004	sentiment_ack	0.0881	0.0357	0.0505	0.1936	0.0659	2026-06-09 16:15:07.254579
CME	"[""CME""]"	nPn9SNbY9a	2026-06-09 16:17:46.433	CME Group Announces Launch of Nasdaq CME Crypto Index Futures	PR Newswire	357.37	NASDAQ		44444.0	44444.0	2026-06-09 16:17:46.469682	0.1427	0.02	0.8373	0.1227	positive	BAD	accepted:1006	sentiment_bad_released	0.3944	0.4939	0.297	0.7072	0.3377	2026-06-09 16:17:46.962958
BORR	"[""BORR""]"	nGNX7Lrm2F	2026-06-09 16:27:55.246	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Borr Drilling Limited - BORR	Globe Newswire	270.6	NYSE		44444.0	44444.0	2026-06-09 16:27:55.275010	0.098	0.0919	0.8101	0.0061	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.1622	-0.2609	-0.0814	0.1555	-0.0793	2026-06-09 16:27:55.587169
BAM	"[""BAM"", ""8593""]"	nGNXRRjVw	2026-06-09 16:30:00.612	Mitsubishi HC Capital and Brookfield Partner to Launch Renewable Energy Company	Globe Newswire	354.09	NYSE		44444.0	44444.0	2026-06-09 16:30:00.638854	0.2462	0.0082	0.7456	0.238	positive	OK	accepted:1007	sentiment_ack	0.4534	0.5699	0.3963	0.7865	0.3656	2026-06-09 16:30:02.140485
BGDE	"[""BGDE""]"	nGNX3yF1fQ	2026-06-09 16:30:01.496	Big Digital Energy, Inc. Terminates Existing Stockholder Rights Agreement	Globe Newswire	3.66	NASDAQ	7.21	2424.1	342.7395	2026-06-09 16:30:01.602564	0.0654	0.2957	0.6389	-0.2303	negative	BAD	accepted:1009	sentiment_bad_released	0.2691	0.3519	0.1818	0.592	0.1571	2026-06-09 16:30:02.510330
PSX	"[""PSX""]"	nBwb1HbP8a	2026-06-09 16:30:01.783	Phillips 66 to Speak at J.P. Morgan 2026 Energy, Power, Renewables & Mining Conference	Business Wire	400.44	NYSE		44444.0	44444.0	2026-06-09 16:30:01.842530	0.0937	0.0302	0.8761	0.0635	positive	BAD	accepted:1011	sentiment_bad_released	0.2684	0.1351	0.0788	0.1978	0.0749	2026-06-09 16:30:03.064702
MSW	"[""MSW""]"	nGNX2MvpdW	2026-06-09 16:30:01.605	Ming Shing Group Holdings Limited Announces Closing of the Acquisition of PMA Nano Carbon Tech Limited and Issuance of Unsecured Convertible Promissory Notes	Globe Newswire	4.56	NASDAQ	1.32	131.2	309.3455	2026-06-09 16:30:01.699301	0.1791	0.0309	0.79	0.1482	positive	BAD	accepted:1010	sentiment_bad_released	0.1913	0.2005	0.106	0.458	0.144	2026-06-09 16:30:03.132749
8593	"[""BAM"", ""8593""]"	nGNXRRjVw	2026-06-09 16:30:00.612	Mitsubishi HC Capital and Brookfield Partner to Launch Renewable Energy Company	Globe Newswire		NYSE		44444.0	44444.0	2026-06-09 16:30:00.637584	0.2462	0.0082	0.7456	0.238	positive	OK	no_reply	sentiment_ack	0.4517	0.5757	0.392	0.7865	0.3516	2026-06-09 16:30:05.634085
QRED	"[""QRED""]"	nGNX179r0f	2026-06-09 16:30:04.939	Robseek Intelligence Inc. Announces Entering into an Agreement and Plan of Merger with QuasarEdge Acquisition Corporation	Globe Newswire	11.05	NYSE	9.96	34200.0	527.0	2026-06-09 16:30:04.965234	0.1365	0.0133	0.8502	0.1232	positive	BAD	accepted:1012	sentiment_bad_released	0.414	0.5452	0.3018	0.8165	0.3439	2026-06-09 16:30:05.779530
PPG	"[""PPG""]"	nBw3xn8r5a	2026-06-09 16:31:00.295	PPG showcases aerospace innovations driving long-term organic sales growth, delivering customer productivity	Business Wire	222.65	NYSE		44444.0	44444.0	2026-06-09 16:31:00.317461	0.6087	0.0099	0.3814	0.5988	positive	OK	accepted:1013	sentiment_ack	0.3933	0.4837	0.3041	0.7711	0.3542	2026-06-09 16:31:01.458007
DCBO	"[""DCBO""]"	nBw2Ct0KRa	2026-06-09 16:33:00.279	Docebo Inc. Announces Voting Results from its Annual General Meeting of Shareholders	Business Wire	10.81	TSX	17.68	34200.0	2117.9091	2026-06-09 16:33:00.295579	0.0687	0.0447	0.8866	0.0241	neutral	BAD	accepted:1014	sentiment_bad_released	0.1814	0.096	0.0742	0.1531	0.0716	2026-06-09 16:33:00.701395
WSE	"[""WSE"", ""WISEA""]"	nGNX41s1Fr	2026-06-09 16:35:21.293	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Wise Group plc - WSE	Globe Newswire	781.47	NASDAQ		44444.0	44444.0	2026-06-09 16:35:21.311036	0.0802	0.0808	0.839	-0.0006	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.1424	-0.2192	-0.0577	0.0607	-0.0667	2026-06-09 16:35:21.865754
WISEA	"[""WSE"", ""WISEA""]"	nGNX41s1Fr	2026-06-09 16:35:21.293	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Wise Group plc - WSE	Globe Newswire		NASDAQ		44444.0	44444.0	2026-06-09 16:35:21.311400	0.0802	0.0808	0.839	-0.0006	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.1538	-0.2323	-0.0575	0.1051	-0.0672	2026-06-09 16:35:21.866088
PSEC	"[""PSEC""]"	nGNX7yHtyv	2026-06-09 16:48:27.351	Priority Income Fund Announces Preferred Stock Distributions for June 2026	Globe Newswire	406.98	NASDAQ		44444.0	44444.0	2026-06-09 16:48:27.367313	0.0594	0.0408	0.8999	0.0186	neutral	BAD	accepted:1015	sentiment_bad_released	0.1153	0.083	0.0598	0.207	0.0646	2026-06-09 16:48:27.920967
COMP	"[""COMP""]"	nGNX4Wmbsn	2026-06-09 16:54:53.313	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Compass, Inc. - COMP	Globe Newswire	688.63	NYSE		44444.0	44444.0	2026-06-09 16:54:53.330694	0.1053	0.1103	0.7845	-0.005	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.1252	-0.2027	-0.0538	0.0824	-0.0589	2026-06-09 16:54:53.640486
DVN	"[""DVN""]"	nGNX9TD3cf	2026-06-09 16:55:06.723	Devon Energy Provides Updated 2026 Outlook	Globe Newswire	1120.0	NYSE		44444.0	44444.0	2026-06-09 16:55:06.753880	0.1521	0.0477	0.8002	0.1044	positive	BAD	accepted:1016	sentiment_bad_released	0.5033	0.6118	0.4804	0.8711	0.3865	2026-06-09 16:55:07.294028
SFD	"[""SFD""]"	nACSFggZ7a	2026-06-09 17:00:01.499	NXT Energy Solutions Inc. Announces Results of Annual Meeting of Shareholders	ACCESSWIRE	45.67	TSX	26.25	2296.7	15264.4891	2026-06-09 17:00:01.531406	0.1292	0.0729	0.7979	0.0562	positive	BAD	accepted:1017	sentiment_bad_released	0.2131	0.2179	0.1131	0.4541	0.1231	2026-06-09 17:00:02.260610
GAP	"[""GAP""]"	nGNXbgKxQ1	2026-06-09 17:02:56.326	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of The Gap Inc. - GAP	Globe Newswire	237.26	NYSE		44444.0	44444.0	2026-06-09 17:02:56.347803	0.0893	0.1027	0.8079	-0.0134	neutral	BAD	skipped:excluded_string	skipped:not_armed	-0.1945	-0.2903	-0.0885	0.0748	-0.094	2026-06-09 17:02:56.680668
XOS	"[""XOS""]"	nGNX9yHRcb	2026-06-09 17:05:00.516	Xos Secures Follow On Hub Order from Leading Autonomous Fleet Operator to Power Charging Across North America	Globe Newswire	5.59	NASDAQ	3.96	8.9	281.0459	2026-06-09 17:05:00.539363	0.7463	0.0091	0.2446	0.7373	positive	OK	accepted:1018	sentiment_ack	0.5171	0.646	0.4921	0.8798	0.5322	2026-06-09 17:05:01.161007
SMCI	"[""SMCI""]"	nBw5PBwp0a	2026-06-09 17:13:00.366	Supermicro Announces Proposed $7.0 Billion of Equity and Equity-linked Financing Transactions To Fund AI Orders	Business Wire	517.64	NASDAQ		44444.0	44444.0	2026-06-09 17:13:00.385243	0.3642	0.0146	0.6212	0.3495	positive	OK	accepted:1019	sentiment_ack	0.4341	0.3733	0.162	0.6522	0.2372	2026-06-09 17:13:01.141270
RBLX	"[""RBLX""]"	nBw5v9JDva	2026-06-09 17:14:00.304	Rosen Law Firm Urges Roblox Corporation (NYSE: RBLX) Stockholders with Large Losses to Contact the Firm for Information About Their Rights	Business Wire	621.98	NYSE		44444.0	44444.0	2026-06-09 17:14:00.337383	0.1834	0.0654	0.7513	0.118	positive	BAD	skipped:excluded_string	skipped:not_armed	0.0228	0.0097	0.0228	0.2054	-0.0071	2026-06-09 17:14:00.738103
VRTS	"[""VRTS""]"	nNFC8n1dYt	2026-06-09 17:15:12.882	Vertiqal Studios Reports Organizational Updates	Newsfile Corp	6.25	TSX	144.8	24225.0	3776.04	2026-06-09 17:15:12.899783	0.0978	0.1047	0.7975	-0.0069	neutral	BAD	accepted:1001	sentiment_bad_released	0.4586	0.5301	0.286	0.8689	0.3589	2026-06-09 17:15:13.353756
IMCC	"[""IMCC""]"	nPn3k9Hbma	2026-06-09 17:24:41.182	IM Cannabis Announces Form F-3 Resale Registration Statement Filing	PR Newswire	2.0	NASDAQ	0.296	606.2	632.7823	2026-06-09 17:24:41.207446	0.0875	0.0444	0.8682	0.0431	neutral	BAD	accepted:1002	sentiment_bad_released	0.1645	0.1202	0.0743	0.259	0.0768	2026-06-09 17:24:41.995920
APLD	"[""APLD""]"	nGNX4BSVpY	2026-06-09 17:27:00.334	Applied Digital Announces Pricing of $1.59 Billion of Senior Secured Notes to fund the Fourth Building at Polaris Forge 1	Globe Newswire	258.69	NASDAQ		44444.0	44444.0	2026-06-09 17:27:00.362929	0.4004	0.0266	0.573	0.3738	positive	OK	accepted:1003	sentiment_ack	0.268	0.272	0.1526	0.4851	0.1582	2026-06-09 17:27:01.227850
OGC	"[""OGC""]"	nPnVtWd3a	2026-06-09 17:31:14.178	OceanaGold Reports Voting Results from its 2026 Annual Meeting of Shareholders	PR Newswire	222.54	NYSE		44444.0	44444.0	2026-06-09 17:31:14.203269	0.0713	0.0326	0.8962	0.0387	neutral	BAD	accepted:1005	sentiment_bad_released	0.2902	0.3022	0.1022	0.4273	0.1071	2026-06-09 17:31:14.644929
MFM	"[""MFM""]"	nPn68yydJa	2026-06-09 17:32:31.704	Aberdeen Municipal Income Fund (MFM) Announces 25% Increase in Monthly Distribution and Adoption of Stable Distribution Policy	PR Newswire	41.19	NYSE	5.38	25650.0	618.3333	2026-06-09 17:32:31.722673	0.8964	0.0131	0.0905	0.8833	positive	OK	accepted:1000	sentiment_ack	0.3272	0.4371	0.2103	0.814	0.2789	2026-06-09 17:32:32.257021
ZTS	"[""ZTS""]"	nGNXbJXZXd	2026-06-09 17:33:09.308	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Zoetis Inc. of Class Action Lawsuit and Upcoming Deadlines – ZTS	Globe Newswire	416.83	NYSE		44444.0	44444.0	2026-06-09 17:33:09.336744	0.2279	0.3397	0.4325	-0.1118	negative	OK	skipped:excluded_string	skipped:not_armed	-0.2922	-0.4207	-0.1454	0.0158	-0.1264	2026-06-09 17:33:09.721761
PICS	"[""PICS""]"	nGNX9FttJl	2026-06-09 17:36:52.316	PicS N.V. (PICPAY) CLASS ACTION ALERT: Bragar Eagel & Squire, P.C. Announces that a Class Action Lawsuit Has Been Filed Against PicS N.V. and Encourages Investors to Contact the Firm	Globe Newswire	22.23	NASDAQ	9.42	4193.1	1419.4497	2026-06-09 17:36:52.363118	0.5081	0.1242	0.3678	0.3839	positive	OK	accepted:1004	sentiment_ack	-0.1422	-0.2713	-0.0715	-0.0291	-0.0465	2026-06-09 17:36:52.965023
H	"[""H""]"	nPnbkrZ7Ya	2026-06-09 17:38:52.880	Hydro One Limited welcomes new President and CEO and announces election of Directors	PR Newswire	38.4	TSX	193.72	3189.3	17687.6849	2026-06-09 17:38:52.897569	0.1069	0.0207	0.8724	0.0862	positive	BAD	accepted:1006	sentiment_bad_released	0.4673	0.531	0.255	0.7603	0.2858	2026-06-09 17:38:53.429809
CME	"[""CME""]"	nPn6zsZXGa	2026-06-09 17:45:47.458	CME Group Inc. Announces Second-Quarter 2026 Earnings Release, Conference Call	PR Newswire	357.37	NASDAQ		44444.0	44444.0	2026-06-09 17:45:47.483016	0.0663	0.0926	0.8411	-0.0264	neutral	BAD	accepted:1009	sentiment_bad_released	0.3003	0.1568	0.0541	0.3003	0.0542	2026-06-09 17:45:47.907836
AIB	"[""AIB""]"	nGNXb9n1Cj	2026-06-09 17:52:35.267	BlockchAIn Announces Closing of $55 Million Public Offering of Common Stock	Globe Newswire	8.11	NYSE AMERICAN	1.8	64.3	598.2284	2026-06-09 17:52:35.299561	0.0684	0.0409	0.8907	0.0275	neutral	BAD	accepted:1010	sentiment_bad_released	0.0896	0.0611	0.0604	0.3023	0.0808	2026-06-09 17:52:35.920819
RAY	"[""RAY""]"	nGNX9Js2kd	2026-06-09 18:00:01.582	Stingray Reports Fourth Quarter and Full-Year Results for Fiscal 2026	Globe Newswire	1.86	TSX	3.23	25650.0	556.0	2026-06-09 18:00:01.672558	0.0998	0.0751	0.8251	0.0247	neutral	BAD	accepted:1011	sentiment_bad_released	0.246	0.2575	0.1888	0.9212	0.0971	2026-06-09 18:00:03.502737
PHR	"[""PHR""]"	nGNX8HQgzW	2026-06-09 18:01:21.372	Bragar Eagel & Squire, P.C. Reminds Phreesia, Inc. (NYSE:PHR) Investors that a Class Action Lawsuit Has Been Filed Against Phreesia and Encourages Investors to Contact the Firm	Globe Newswire	49.77	NYSE	9.34	5428.6	20834.2458	2026-06-09 18:01:21.406473	0.666	0.0363	0.2977	0.6297	positive	OK	accepted:1012	sentiment_ack	-0.129	-0.3049	-0.0814	0.4322	-0.0362	2026-06-09 18:01:21.855215
OGC	"[""OGC""]"	nPNAKM0vya	2026-06-09 18:02:30.162	OceanaGold Reports Voting Results from its 2026 Annual Meeting of Shareholders	PR Newswire	222.54	NYSE		44444.0	44444.0	2026-06-09 18:02:30.179482	0.0713	0.0326	0.8962	0.0387	neutral	BAD	accepted:1007	sentiment_bad_released	0.3582	0.3124	0.1022	0.4273	0.1059	2026-06-09 18:02:30.628799
FEAM	"[""FEAM""]"	nACSWwqRha	2026-06-09 18:02:55.276	5E Advanced Materials to Present at the Planet MicroCap Las Vegas Powered by MicroCapClub	ACCESSWIRE	20.95	NASDAQ	1.69	2578.6	557.0702	2026-06-09 18:02:55.299296	0.1933	0.0115	0.7952	0.1818	positive	BAD	accepted:1008	sentiment_bad_released	0.2524	0.2494	0.1309	0.4699	0.1413	2026-06-09 18:02:56.129336
WRB	"[""WRB""]"	nBw66FmJZa	2026-06-09 18:10:00.322	W. R. Berkley Corporation Announces the Passing of Its Founder and Executive Chairman, William R. Berkley	Business Wire	232.95	NYSE		44444.0	44444.0	2026-06-09 18:10:00.351329	0.0487	0.1271	0.8243	-0.0784	negative	BAD	accepted:1013	sentiment_bad_released	0.2917	0.3193	0.2187	0.5344	0.2227	2026-06-09 18:10:00.686847
WTF	"[""WTF""]"	nBwDdBZfa	2026-06-09 18:12:00.239	WTF Investors Have Opportunity to Join Waton Financial Limited Fraud Investigation with the Schall Law Firm	Business Wire	6.26	NASDAQ	2.94	34200.0	3078.625	2026-06-09 18:12:00.263947	0.2485	0.0179	0.7335	0.2306	positive	OK	skipped:excluded_string	skipped:not_armed	-0.067	-0.0334	0.0009	0.079	-0.0056	2026-06-09 18:12:00.471349
LLY	"[""LLY""]"	nPn6Bxbz7a	2026-06-09 18:19:10.931	FDA approves Lilly's EBGLYSS® (lebrikizumab-lbkz) for one maintenance dose every eight weeks in patients with moderate-to-severe atopic dermatitis	PR Newswire	847.08	NYSE		44444.0	44444.0	2026-06-09 18:19:10.974483	0.6704	0.016	0.3136	0.6543	positive	OK	accepted:1014	sentiment_ack	0.3593	0.464	0.3593	0.7885	0.3958	2026-06-09 18:19:11.783401
PHR	"[""PHR""]"	nPn2vs0Lsa	2026-06-09 18:56:00.345	PHR Investors Have Opportunity to Lead Phreesia, Inc. Securities Fraud Lawsuit	PR Newswire	49.77	NYSE	9.34	5428.6	20834.2458	2026-06-09 18:56:00.365970	0.1267	0.0681	0.8052	0.0587	positive	BAD	accepted:1000	sentiment_bad_released	0.1487	0.1524	0.1133	0.539	0.0887	2026-06-09 18:56:00.747437
GPK	"[""GPK""]"	nACSGMDsFa	2026-06-09 19:00:00.709	GPK DEADLINE NOTICE: Graphic Packaging Holdings Investors Encouraged to Contact Kirby McInerney LLP By July 6, 2026	ACCESSWIRE	291.25	NYSE		44444.0	44444.0	2026-06-09 19:00:00.734310	0.0753	0.0199	0.9048	0.0553	positive	BAD	accepted:1001	sentiment_bad_released	-0.4732	-0.6163	-0.3061	-0.2288	-0.1878	2026-06-09 19:00:01.455176
SES	"[""SES""]"	nACSZmb4la	2026-06-09 19:05:00.554	SES AI DEADLINE: ROSEN, TRUSTED INVESTOR COUNSEL, Encourages SES AI Corporation Investors with Losses in Excess of $100K to Secure Counsel Before Important Deadline in Securities Class Action First Filed by the Firm - SES	ACCESSWIRE	236.01	NYSE		44444.0	44444.0	2026-06-09 19:05:00.585628	0.2476	0.0431	0.7093	0.2046	positive	OK	skipped:excluded_string	skipped:not_armed	0.1957	0.2348	0.1352	0.4716	0.0874	2026-06-09 19:05:00.986669
