Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	body_sentiment	BodyCompletedAt	body_duration_ms	Trigger
MOBX	"[""MOBX""]"	nBwc9z8Jfa	2026-05-12 08:00:02	Mobix Labs Wins Additional Boeing 737 Aerospace Order	Business Wire	8.55	2026-05-12 08:00:07.024441	0.8071	0.0389	0.154	0.7681	positive		2026-05-12 08:00:21.078803	2902.39	YES
SLSN	"[""SLSN""]"	nGNX5VJXYZ	2026-05-12 08:00:02	Solésence Reports First Quarter 2026 Financial Results	Globe Newswire	18.25	2026-05-12 08:00:06.591777	0.123	0.1121	0.7649	0.0109	neutral	0.2582	2026-05-12 08:00:22.953862	5968.67	NO:sentiment_score
HIND	"[""HIND""]"	nBw9Cyszta	2026-05-12 08:00:02	Vyome Strikes Deal With Impetis Biosciences, Opening A ~$57B Market Opportunity	Business Wire	3.31	2026-05-12 08:00:08.820440	0.8702	0.0184	0.1114	0.8518	positive	0.3955	2026-05-12 08:00:23.713645	2632.26	YES
TLSI	"[""TLSI""]"	nBw7PtDBKa	2026-05-12 08:00:03	Real-World PEDD Study Published in the Journal of Comparative Effectiveness Research Shows Improved Clinical Outcomes and Meaningful Charge Avoidance	Business Wire	41.51	2026-05-12 08:00:14.666702	0.9522	0.0195	0.0283	0.9326	positive		2026-05-12 08:00:27.333136	3608.08	YES
PMVP	"[""PMVP""]"	nGNX9XVwRX	2026-05-12 08:00:02	PMV Pharmaceuticals Reports First Quarter 2026 Financial Results and Corporate Highlights	Globe Newswire	48.88	2026-05-12 08:00:10.046458	0.0938	0.0476	0.8585	0.0462	neutral	0.0438	2026-05-12 08:00:28.895944	5956.6	NO:sentiment_score
CRBP	"[""CRBP""]"	nGNX1qX4Z2	2026-05-12 08:00:03	Corbus Pharmaceuticals Reports Q1 2026 Financial Results and Provides a Corporate Update	Globe Newswire	16.01	2026-05-12 08:00:16.080444	0.1029	0.0294	0.8677	0.0735	positive	0.0875	2026-05-12 08:00:32.885894	5540.91	NO:sentiment_score
NUWE	"[""NUWE""]"	nGNX9KTSCj	2026-05-12 08:00:03	Nuwellis, Inc. Announces First Quarter 2026 Financial Results	Globe Newswire	2.42	2026-05-12 08:00:16.966372	0.0826	0.0991	0.8183	-0.0166	neutral	0.2919	2026-05-12 08:00:34.789091	5884.97	NO:sentiment_score
SEV	"[""SEV""]"	nGNX52Y7wW	2026-05-12 08:00:03	Aptera Motors Drives First Five Validation Vehicles Off the Line	Globe Newswire	18.0	2026-05-12 08:00:21.158030	0.1381	0.1052	0.7567	0.0329	neutral	0.1583	2026-05-12 08:00:37.773224	2985.97	NO:sentiment_score
TONX	"[""TONX""]"	nGNX3Lmls6	2026-05-12 08:00:03	TON Strategy Company Reports First Quarter 2026 Financial Results	Globe Newswire	40.74	2026-05-12 08:00:18.183467	0.2034	0.1551	0.6415	0.0483	neutral	0.0725	2026-05-12 08:00:40.252633	7355.61	NO:sentiment_score
KLRS	"[""KLRS""]"	nGNX4PS2Df	2026-05-12 08:00:04	Kalaris Reports First Quarter 2026 Financial Results and Provides Business Updates	Globe Newswire	7.51	2026-05-12 08:00:22.956500	0.066	0.0317	0.9023	0.0344	neutral	0.1618	2026-05-12 08:00:42.638111	4860.85	NO:sentiment_score
VMAR	"[""VMAR""]"	nPnZs2R7a	2026-05-12 08:00:07	Vision Marine Technologies Announces Transaction Involving the Proposed Sale of Fort Lauderdale Property for up to US$10.0 Million as it Centralizes Retail Operations at its Anglers Marina	PR Newswire	0.83	2026-05-12 08:00:27.353846	0.2976	0.0182	0.6842	0.2794	positive	0.1442	2026-05-12 08:00:46.185274	3531.98	NO:sentiment_score
EVGN	"[""EVGN""]"	nPn57XMkba	2026-05-12 08:00:07	Evogene to Present at the 24th Schrödinger European User Group Meeting	PR Newswire	9.8	2026-05-12 08:00:28.911493	0.1047	0.0191	0.8762	0.0855	positive	0.1298	2026-05-12 08:00:48.783753	2601.55	NO:sentiment_score
SGRP	"[""SGRP""]"	nGNX9Q9XHt	2026-05-12 08:00:04	SPAR Group, Inc. Reports First Quarter Fiscal 2026 Results	Globe Newswire	11.25	2026-05-12 08:00:23.725098	0.0518	0.1268	0.8214	-0.0751	negative	0.1481	2026-05-12 08:00:50.244888	9980.1	NO:sentiment_score
MEHA	"[""MEHA""]"	nNFC8nZWhK	2026-05-12 08:00:17	Functional Brands Inc. Announces Conversion Price Adjustment Agreement for Series C Preferred Stock	Newsfile Corp	19.91	2026-05-12 08:00:32.940563	0.3801	0.0346	0.5853	0.3455	positive	0.1872	2026-05-12 08:00:51.962546	3171.95	NO:sentiment_score
TNMG	"[""TNMG""]"	nNFC1Xczbj	2026-05-12 08:00:19	TNL Mediagene Files FY2025 Annual Report on Form 20-F; Reports Continued Digital Studio Leadership and Significant Year-over-Year Net Loss Reduction	Newsfile Corp	2.05	2026-05-12 08:00:34.797439	0.9006	0.0291	0.0704	0.8715	positive		2026-05-12 08:00:55.457251	5202.97	YES
LABT	"[""LABT""]"	nPn11tDFTa	2026-05-12 08:02:00	Lakewood-Amedex Biotherapeutics Announces Agreement with PERI to Serve as CRO for Phase 2 Clinical Trial of Nu-3	PR Newswire	14.0187	2026-05-12 08:02:00.188493	0.8207	0.0137	0.1656	0.807	positive	0.5181	2026-05-12 08:02:01.800961	1686.15	YES
VENU	"[""VENU""]"	nBwbF5d4ha	2026-05-12 08:04:00	VENU Announces Expansion Plans of Its Premium Live Entertainment Portfolio into Tennessee with Landmark $300 Million Amphitheater at the Bend in Chattanooga	Business Wire	43.56	2026-05-12 08:04:00.312615	0.4137	0.0114	0.5749	0.4024	positive	0.3952	2026-05-12 08:04:02.112118	1901.13	NO:sentiment_score
ADGM	"[""ADGM""]"	nBw9WQl98a	2026-05-12 08:05:00	Adagio Medical Reports First Quarter 2026 Results and Meaningful Clinical Progress	Business Wire	21.76	2026-05-12 08:05:00.388049	0.789	0.0264	0.1846	0.7626	positive	0.2492	2026-05-12 08:05:03.592617	3284.7	YES
TMCI	"[""TMCI""]"	nGNXb5pwXt	2026-05-12 08:05:19	Treace Medical Concepts, Inc. Shareholders Are Encouraged to Reach Out to Johnson Fistel for More Information About Potentially Recovering Their Losses	Globe Newswire	49.06	2026-05-12 08:05:19.234757	0.6217	0.0375	0.3408	0.5842	positive	0.0424	2026-05-12 08:05:20.099566	927.18	NO:sentiment_score
INUV	"[""INUV""]"	nGNXYc1bX	2026-05-12 08:15:00	Inuvo Strengthens IntentKey Leadership Team to Advance Growth and Execution	Globe Newswire	11.83	2026-05-12 08:15:00.354608	0.845	0.0094	0.1456	0.8357	positive	0.1911	2026-05-12 08:15:02.864889	2654.79	YES
OPTT	"[""OPTT""]"	nGNX4fhGrR	2026-05-12 08:15:00	Ocean Power Technologies Deploys Three PowerBuoy® Systems Streaming Simultaneous Offshore Data for DHS Operations	Globe Newswire	217.64	2026-05-12 08:15:00.280562	0.1136	0.0156	0.8708	0.098	positive	0.5611	2026-05-12 08:15:02.999091	2791.11	NO:sentiment_score,Float
BRAI	"[""BRAI""]"	nACScyB3Sa	2026-05-12 08:15:00	Braiin Advances Proposed Acquisition of Home.cc with Valuation and Growth-Capital Components Totaling Approximately A$73 Million to Build AI-Native LivTech Platform for Residential Lifecycle Services, Targeting the $3+ Trillion Global Residential Lifecycle Services Market	ACCESSWIRE	17.7	2026-05-12 08:15:00.564558	0.6745	0.0116	0.3139	0.6629	positive	0.0271	2026-05-12 08:15:05.550790	2689.94	NO:sentiment_score
IQST	"[""IQST""]"	nPn8pzm2Ka	2026-05-12 08:15:06	IQST - IQSTEL Announces Adoption of Its Proprietary AI Agents by Leading European Companies in Partnership with Alhambra IT	PR Newswire	4.72	2026-05-12 08:15:06.181703	0.3472	0.0097	0.6431	0.3375	positive	0.3597	2026-05-12 08:15:09.070724	2958.66	NO:sentiment_score
MINE	"[""MINE""]"	nNFCc446qZ	2026-05-12 08:15:18	Inomin and Sumitomo Commence $2.3 Million Exploration Program at Beaver-Lynx	Newsfile Corp	43.49	2026-05-12 08:15:18.630694	0.1992	0.0224	0.7783	0.1768	positive	0.0804	2026-05-12 08:15:21.096529	2569.12	NO:sentiment_score
HMR	"[""HMR""]"	nNFC2pS9DX	2026-05-12 08:15:18	Homerun Resources Inc. Announces Positive Bankable Feasibility Study on Solar Glass Manufacturing Plant in Brazil, Confirming Strong Economics and Strategic First-Mover Position in the Americas	Newsfile Corp	5.24	2026-05-12 08:15:18.434638	0.8483	0.0256	0.1261	0.8227	positive	0.3434	2026-05-12 08:15:22.207267	3882.25	YES
GIFT	"[""GIFT""]"	nGNXb9Yzb9	2026-05-12 08:25:00	Giftify, Inc. Reports First Quarter 2026 Financial Results: Gross Billings Grow 25% to $45 Million as CardCash Marketplace Reaches Multi-Year Highs	Globe Newswire	21.57	2026-05-12 08:25:00.458590	0.9359	0.0226	0.0415	0.9134	positive	0.217	2026-05-12 08:25:04.197238	3804.61	YES
MCHX	"[""MCHX""]"	nBw32xgkYa	2026-05-12 08:30:00	Marchex Introduces Agent Behavior Solutions to Help Businesses Improve Sales Execution and Customer Experience	Business Wire	36.17	2026-05-12 08:30:00.332003	0.4749	0.0103	0.5148	0.4646	positive	0.4013	2026-05-12 08:30:02.258546	1964.46	NO:sentiment_score
PODC	"[""PODC""]"	nGNX9VH9Y8	2026-05-12 08:30:00	PodcastOne (Nasdaq: PODC) Launches Original Podcast It's Okay, We're All Gonna Die and Acquires Life Happens with Barb and Michelle Podcast	Globe Newswire	4.25	2026-05-12 08:30:00.487849	0.1229	0.0522	0.8249	0.0707	positive	0.343	2026-05-12 08:30:04.309229	2045.19	NO:sentiment_score
BPC	"[""MMA"", ""BPC""]"	nGNX9KFXHB	2026-05-12 08:30:00	MMA.INC (NYSE American: MMA) Enters Exclusive 50/50 Revenue Share Peptide Partnership with Precision Peptide (CSE: BPC)	Globe Newswire		2026-05-12 08:30:00.331670	0.7664	0.0115	0.2221	0.7549	positive		2026-05-12 08:30:04.757487	4532.09	NO:Float
MMA	"[""MMA"", ""BPC""]"	nGNX9KFXHB	2026-05-12 08:30:00	MMA.INC (NYSE American: MMA) Enters Exclusive 50/50 Revenue Share Peptide Partnership with Precision Peptide (CSE: BPC)	Globe Newswire	21.14	2026-05-12 08:30:00.331644	0.7664	0.0115	0.2221	0.7549	positive	0.3004	2026-05-12 08:30:04.756028	4532.09	YES
HTOO	"[""HTOO""]"	nGNX38P0D7	2026-05-12 08:30:00	Fusion Fuel to Release Investor Update Video and Presentation Highlighting Strategic Progress and Key Milestones for the Year Ahead	Globe Newswire	2.27	2026-05-12 08:30:00.870905	0.2348	0.0189	0.7463	0.2159	positive	0.0824	2026-05-12 08:30:06.490674	2169.43	NO:sentiment_score
PSQH	"[""PSQH""]"	nBw15cN5Ga	2026-05-12 08:30:00	PSQ Restores LandTrust’s Dream Hunts Business to Full Operations Within 48 Hours After Legacy Payments Processor Cuts Off Account	Business Wire	36.41	2026-05-12 08:30:00.888027	0.503	0.0266	0.4704	0.4764	positive		2026-05-12 08:30:06.865641	2104.42	NO:sentiment_score
QTI	"[""QTI""]"	nBw3fNmDza	2026-05-12 08:30:00	Leading Breast Surgical Oncologist Dr. Barry Roseman to Serve as Senior Medical Advisor to QT Imaging	Business Wire	9.39	2026-05-12 08:30:00.935408	0.1925	0.0116	0.7959	0.1809	positive		2026-05-12 08:30:08.869913	2376.66	NO:sentiment_score
SPAIF	"[""SPAIF"", ""SPAI""]"	nGNX2t01Jn	2026-05-12 08:30:00	SPARC AI Inc. (OTC: SPAIF) Developing Software-Only Platform Designed to Overcome Key Drone Limitation	Globe Newswire		2026-05-12 08:30:00.937734	0.4169	0.0097	0.5734	0.4072	positive		2026-05-12 08:30:09.348686	2480.4	NO:sentiment_score,Float
SPAI	"[""SPAIF"", ""SPAI""]"	nGNX2t01Jn	2026-05-12 08:30:00	SPARC AI Inc. (OTC: SPAIF) Developing Software-Only Platform Designed to Overcome Key Drone Limitation	Globe Newswire	12.96	2026-05-12 08:30:02.273958	0.4169	0.0097	0.5734	0.4072	positive	0.0217	2026-05-12 08:30:09.349046	2480.4	NO:sentiment_score
CSAI	"[""CSAI""]"	nGNX6pPmCD	2026-05-12 08:30:01	Cloudastructure Bolsters Leadership Team With Appointment of Fortune 100 Security Veteran as Chief Security and Operations Officer	Globe Newswire	23.6	2026-05-12 08:30:04.377597	0.7911	0.0131	0.1958	0.778	positive	0.0351	2026-05-12 08:30:10.905741	2030.45	YES
SURG	"[""AMOD"", ""SURG""]"	nGNX4txT4Q	2026-05-12 08:30:01	SurgePays Launches Alpha Cash Pilot to Monetize Subprime Consumer Distribution, First in a Planned Series	Globe Newswire	15.58	2026-05-12 08:30:04.769967	0.2613	0.0107	0.728	0.2506	positive	0.3892	2026-05-12 08:30:12.859335	3501.56	NO:sentiment_score
AMOD	"[""AMOD"", ""SURG""]"	nGNX4txT4Q	2026-05-12 08:30:01	SurgePays Launches Alpha Cash Pilot to Monetize Subprime Consumer Distribution, First in a Planned Series	Globe Newswire	15.48	2026-05-12 08:30:04.760833	0.2613	0.0107	0.728	0.2506	positive		2026-05-12 08:30:12.858816	3501.56	NO:sentiment_score
GMM	"[""GMM""]"	nGNX2ZC6gW	2026-05-12 08:30:01	Global Mofy CEO Co-Launched Animation Art Expert Committee Under China Culture Promotion Association and Was Appointed As Standing Committee Member, AI-Generated Content Exploration Gains Industry Attention	Globe Newswire	45.84	2026-05-12 08:30:06.529509	0.7859	0.0115	0.2026	0.7744	positive	0.2676	2026-05-12 08:30:14.274634	3359.95	YES
978Y	"[""ADAG"", ""978Y""]"	nGNX8CLk9Y	2026-05-12 08:30:01	Adagene to Participate in Two Upcoming Investor Conferences	Globe Newswire		2026-05-12 08:30:08.872639	0.2548	0.0107	0.7346	0.2441	positive		2026-05-12 08:30:15.668455	2803.22	NO:sentiment_score,Float
ADAG	"[""ADAG"", ""978Y""]"	nGNX8CLk9Y	2026-05-12 08:30:01	Adagene to Participate in Two Upcoming Investor Conferences	Globe Newswire	39.43	2026-05-12 08:30:06.871845	0.2548	0.0107	0.7346	0.2441	positive	0.169	2026-05-12 08:30:15.667618	2803.22	NO:sentiment_score
MBIO	"[""MBIO""]"	nGNX8hpfFk	2026-05-12 08:30:01	MindBio Therapeutics Corp. (CSE: MBIO) (OTCQB: MBQIF) Leveraging AI, Voice Analysis to Develop Intoxication Detection 	Globe Newswire	6.44	2026-05-12 08:30:09.352475	0.2257	0.0129	0.7614	0.2128	positive	0.042	2026-05-12 08:30:16.753080	2475.91	NO:sentiment_score
ISPR	"[""ISPR""]"	nPn9WFT6Ka	2026-05-12 08:30:02	Ispire Technology Expands Into High-Growth Nicotine Pouch Market Through Strategic Joint Venture with Jincheng Pharma	PR Newswire	19.04	2026-05-12 08:30:10.919408	0.6354	0.0126	0.352	0.6229	positive	0.2987	2026-05-12 08:30:20.509369	3743.09	NO:sentiment_score
ACCS	"[""ACCS""]"	nACSkswyna	2026-05-12 08:30:01	ACCESS Newswire Reports First Quarter 2026 Results	ACCESSWIRE	3.15	2026-05-12 08:30:09.364074	0.0346	0.0474	0.918	-0.0128	neutral	0.1651	2026-05-12 08:30:23.327164	7648.64	NO:sentiment_score
ICCM	"[""ICCM""]"	nPn8SGYsRa	2026-05-12 08:30:03	IceCure Reports First Quarter 2026 Financial Results: ProSense® Sales Increase Substantially in the U.S. and North America	PR Newswire	30.81	2026-05-12 08:30:12.920846	0.9275	0.0189	0.0536	0.9087	positive	0.0468	2026-05-12 08:30:25.032273	4516.59	YES
LFS	"[""LFS""]"	nPn42wjl9a	2026-05-12 08:30:03	LEIFRAS Co., Ltd. Re-selected to Provide Swimming Lesson Support for 1,757 Sessions Across 43 Schools in Fukuoka City	PR Newswire	6.594	2026-05-12 08:30:12.921036	0.7826	0.0098	0.2076	0.7727	positive	0.2814	2026-05-12 08:30:25.297094	1966.19	YES
XTIA	"[""XTIA""]"	nPn3PLKpWa	2026-05-12 08:30:09	XTI Aerospace Schedules First Quarter 2026 Earnings Webcast	PR Newswire	38.43	2026-05-12 08:30:14.335727	0.065	0.0551	0.8799	0.0099	neutral	0.0244	2026-05-12 08:30:27.140289	2099.73	NO:sentiment_score
HODL	"[""STKE"", ""HODL""]"	nNFC11Gdy8	2026-05-12 08:30:22	SOL Strategies Appoints Jon Matonis as Chairman of The Board	Newsfile Corp		2026-05-12 08:30:22.235162	0.0818	0.0312	0.8869	0.0506	positive	0.139	2026-05-12 08:30:27.736625	2408.31	NO:sentiment_score,Float
STKE	"[""STKE"", ""HODL""]"	nNFC11Gdy8	2026-05-12 08:30:22	SOL Strategies Appoints Jon Matonis as Chairman of The Board	Newsfile Corp	19.5	2026-05-12 08:30:22.235139	0.0818	0.0312	0.8869	0.0506	positive	0.2472	2026-05-12 08:30:27.738667	2408.31	NO:sentiment_score
AEF	"[""AEF""]"	nNFCc7mTmP	2026-05-12 08:30:25	AEF Assembles District-Scale Fluorspar Position at Fluorite Ridge in New Mexico, Expands Footprint	Newsfile Corp	40.51	2026-05-12 08:30:25.614040	0.8636	0.0171	0.1194	0.8465	positive	0.3312	2026-05-12 08:30:30.585974	3439.91	YES
AIB	"[""AIB""]"	nGNX369wHC	2026-05-12 08:31:00	BlockchAIn Appoints Christopher Iannacone to Lead Execution of AI Data Center Conversion	Globe Newswire	11.29	2026-05-12 08:31:00.246919	0.07	0.0197	0.9103	0.0503	positive	0.0657	2026-05-12 08:31:02.012076	1841.08	NO:sentiment_score
AIDX	"[""AIDX""]"	nGNXbnGNnK	2026-05-12 08:31:00	20/20 BioLabs Exclusively Licenses PSA Velocity Algorithm from the University of South Carolina 	Globe Newswire	6.95	2026-05-12 08:31:00.312584	0.102	0.016	0.882	0.086	positive	0.1346	2026-05-12 08:31:02.412474	2160.17	NO:sentiment_score
AKTX	"[""AKTX""]"	nGNX6v3d0m	2026-05-12 08:33:00	Akari Therapeutics Secures Key European Patent For Its Novel RNA Splicing Modulator ADC Payload, Strengthening Global IP Estate For All Major Global Markets	Globe Newswire	45.09	2026-05-12 08:33:00.262125	0.8821	0.0184	0.0995	0.8637	positive	0.4908	2026-05-12 08:33:01.638237	1440.68	YES
SCWO	"[""SCWO""]"	nACSNdM3pa	2026-05-12 08:35:00	374Water's Mobile AirSCWO System Arrives in St. Cloud, MN for Critical PFAS Deployment	ACCESSWIRE	9.21	2026-05-12 08:35:00.423939	0.2301	0.0872	0.6827	0.1429	positive		2026-05-12 08:35:02.463003	2107.64	NO:sentiment_score
DUOT	"[""DUOT""]"	nGNX6HKrJR	2026-05-12 08:35:00	Duos Edge AI to Host Waco Edge Data Center Open House	Globe Newswire	26.04	2026-05-12 08:35:00.300924	0.2752	0.0317	0.6931	0.2434	positive	0.0397	2026-05-12 08:35:02.483544	2255.71	NO:sentiment_score
DBGI	"[""DBGI""]"	nBw3vynZLa	2026-05-12 08:37:00	DBGI Executes Apparel Licensing Partnership Through GCC Supporting Existing U.S. Program Deliveries up to $125 Million in Aggregate Value	Business Wire	16.63	2026-05-12 08:37:00.243289	0.6811	0.0107	0.3081	0.6704	positive	0.3277	2026-05-12 08:37:01.982290	1810.68	NO:sentiment_score
FEED	"[""FEED""]"	nGNX8QJmV2	2026-05-12 08:37:00	ENvue Medical Secures Three-Year Contract Renewal at 12-Hospital U.S. Health Network as the ENvue™ Navigation Platform Becomes Standard of Care	Globe Newswire	2.86	2026-05-12 08:37:00.338973	0.8714	0.0145	0.1141	0.8569	positive	0.2339	2026-05-12 08:37:02.229983	1955.56	YES
CMND	"[""CMND""]"	nGNX2r8bQW	2026-05-12 08:41:00	Clearmind Medicine Reaches Important Clinical Milestone: 20 Participants Now Treated in Ongoing Phase I/IIa Trial of CMND-100 for Alcohol Use Disorder	Globe Newswire	1.71	2026-05-12 08:41:00.273877	0.717	0.0164	0.2665	0.7006	positive	0.3495	2026-05-12 08:41:01.232772	1059.72	YES
VTIX	"[""VTIX""]"	nGNX6Z0RSR	2026-05-12 08:55:48	Virtuix Expands Global Rollout of Omni One with Canada Launch Amid Rising Demand for Immersive Gaming and Fitness	Globe Newswire	14.68	2026-05-12 08:55:49.031224	0.7755	0.0127	0.2118	0.7628	positive	0.3109	2026-05-12 08:55:50.195565	1263.66	YES
CXDO	"[""CXDO""]"	nACSRwQrfa	2026-05-12 09:00:00	Crexendo's AI-Native NetSapiens Platform Earns Industry Recognition as Demand for Modern Cloud Communications Accelerates	ACCESSWIRE	17.42	2026-05-12 09:00:00.489048	0.9063	0.0221	0.0716	0.8842	positive		2026-05-12 09:00:02.831898	2417.75	YES
DLPN	"[""DLPN""]"	nACSDbDVsa	2026-05-12 09:00:00	Dolphin Launches Publishing Imprint in Partnership With Copper Books	ACCESSWIRE	9.53	2026-05-12 09:00:01.029636	0.1762	0.022	0.8018	0.1543	positive	0.1177	2026-05-12 09:00:03.173260	2194.54	NO:sentiment_score
DOMO	"[""DOMO""]"	nBw54GmMwa	2026-05-12 09:00:01	Domo Ranked a Top Vendor in Dresner Advisory Services 2026 Cloud BI Report	Business Wire	37.68	2026-05-12 09:00:01.096580	0.6542	0.0165	0.3293	0.6378	positive	0.3906	2026-05-12 09:00:04.748523	1913.52	NO:sentiment_score
BTTC	"[""BTTC""]"	nACSP2GNca	2026-05-12 09:00:01	Institutional Infrastructure Note: The Convergence of Pre-IPO Equity, Agentic Finance, and Neobank Charters	ACCESSWIRE	1.58	2026-05-12 09:00:01.374113	0.2025	0.0115	0.786	0.1911	positive	0.1707	2026-05-12 09:00:05.875942	2694.08	NO:sentiment_score
CMTL	"[""CMTL""]"	nBw9PfKcGa	2026-05-12 09:00:02	Allerium Expands Canadian Footprint with New Gatineau Facility to Support Next Generation 9-1-1	Business Wire	26.77	2026-05-12 09:00:02.546853	0.8485	0.0088	0.1427	0.8397	positive	0.8335	2026-05-12 09:00:07.085457	1206.81	YES
MB	"[""MB""]"	nGNX91kQmt	2026-05-12 09:00:02	MASTERBEEF GROUP Announces Planned Launch of Premium Thai Tea Beverage and Dessert Franchise in Hong Kong and Macau	Globe Newswire	4.69	2026-05-12 09:00:02.538534	0.3419	0.0143	0.6438	0.3275	positive	0.3651	2026-05-12 09:00:07.323158	2568.68	NO:sentiment_score
CNTB	"[""CNTB""]"	nGNXVM82f	2026-05-12 09:00:02	Connect Biopharma Reports First Quarter 2026 Financial Results and Provides Business Update	Globe Newswire	12.86	2026-05-12 09:00:03.070020	0.0652	0.0289	0.9059	0.0363	neutral	0.2451	2026-05-12 09:00:13.417128	6055.08	NO:sentiment_score
TTGT	"[""TTGT""]"	nBw29J1mna	2026-05-12 09:00:03	Software-Defined Vehicles Enter the Era of AI-Driven Value Creation	Business Wire	29.15	2026-05-12 09:00:03.985687	0.1138	0.0428	0.8434	0.0711	positive	0.1186	2026-05-12 09:00:15.992051	2571.84	NO:sentiment_score
III	"[""III""]"	nBw9HV5WCa	2026-05-12 09:00:05	Advances in Physical AI Reshape Robotics, Automation	Business Wire	33.28	2026-05-12 09:00:05.464864	0.1735	0.0159	0.8106	0.1577	positive	0.2275	2026-05-12 09:00:17.751830	1760.64	NO:sentiment_score
GEMI	"[""GEMI""]"	nPn14Vrrxa	2026-05-12 09:00:05	GEMI Shareholder Alert: Gemini Space Station, Inc. Securities Class Action Lawsuit - Investors With Losses May Contact The Gross Law Firm	PR Newswire	38.2	2026-05-12 09:00:06.003069	0.087	0.126	0.787	-0.039	neutral	0.0362	2026-05-12 09:00:18.840502	1087.37	NO:sentiment_score
UHG	"[""UHG""]"	nPn3wlwn5a	2026-05-12 09:00:15	UHG DEADLINE: The Gross Law Firm Reminds United Homes Group, Inc. Investors of Upcoming Securities Class Action Deadline	PR Newswire	11.21	2026-05-12 09:00:15.569823	0.1395	0.1716	0.6889	-0.0321	neutral		2026-05-12 09:00:19.715583	873.48	NO:sentiment_score
OBAI	"[""OBAI""]"	nNFC37nqly	2026-05-12 09:00:17	Our Bond, Inc. to Present at the LD Micro Invitational XVI	Newsfile Corp	10.44	2026-05-12 09:00:17.530027	0.1012	0.0114	0.8874	0.0898	positive	0.1645	2026-05-12 09:00:20.879739	1154.91	NO:sentiment_score
RBNE	"[""RBNE""]"	nGNX9Zwfpr	2026-05-12 09:00:02	Robin Energy Ltd. Reports Results for the Three Months Ended March 31, 2026	Globe Newswire	6.94	2026-05-12 09:00:03.011080	0.0488	0.0482	0.903	0.0006	neutral	0.0289	2026-05-12 09:00:23.838826	16738.63	NO:sentiment_score
PBM	"[""PBM""]"	nNFC18WYfN	2026-05-12 09:00:22	Pacific Bay Files Drilling Permit for Haskins-Reed Critical Minerals Project Near Cassiar, BC	Newsfile Corp	0.25	2026-05-12 09:00:23.026382	0.2347	0.0369	0.7284	0.1978	positive		2026-05-12 09:00:24.590277	1607.4	NO:sentiment_score
CHOW	"[""CHOW""]"	nPn5xf4Cna	2026-05-12 09:00:24	The Gross Law Firm Reminds Shareholders of a Lead Plaintiff Deadline of May 12, 2026 in ChowChow Cloud International Holdings Limited Lawsuit - CHOW	PR Newswire	10.64	2026-05-12 09:00:24.298019	0.1798	0.0953	0.7248	0.0845	positive	-0.0086	2026-05-12 09:00:25.148461	918.89	NO:sentiment_score
ATRA	"[""ATRA""]"	nPn9h0nrpa	2026-05-12 09:00:32	The Gross Law Firm Reminds Shareholders of a Lead Plaintiff Deadline of May 22, 2026 in Atara Biotherapeutics, Inc. Lawsuit - ATRA	PR Newswire	4.86	2026-05-12 09:00:32.928984	0.1422	0.0632	0.7946	0.0789	positive	-0.0381	2026-05-12 09:00:33.541690	688.18	NO:sentiment_score
NTRP	"[""NTRP""]"	nACS2FvdCa	2026-05-12 09:01:00	NextTrip Appoints Travel Technology Veteran Brad Buice as Chief Technology Officer and Expands Global Media Sales Force to Power Next Phase of Global Media-to-Commerce Growth	ACCESSWIRE	0.7	2026-05-12 09:01:01.000158	0.3269	0.0111	0.662	0.3158	positive		2026-05-12 09:01:02.171997	1249.45	NO:sentiment_score
RIME	"[""RIME""]"	nGNX2PYbzL	2026-05-12 09:15:00	Algorhythm Holdings to Announce its Financial Results for the First Quarter of 2026	Globe Newswire	10.52	2026-05-12 09:15:00.237031	0.1183	0.0453	0.8364	0.073	positive	0.0629	2026-05-12 09:15:01.012371	843.31	NO:sentiment_score
SUGP	"[""SUGP""]"	nPn610kbva	2026-05-12 09:15:00	SU Group Announces Pricing of $6 Million Public Offering	PR Newswire	0.53	2026-05-12 09:15:00.926639	0.1151	0.0238	0.8611	0.0914	positive	0.1197	2026-05-12 09:15:02.273502	1402.48	NO:sentiment_score
OSRH	"[""OSRH""]"	nACSMfwGya	2026-05-12 09:16:00	CEO Statement to Shareholders	ACCESSWIRE	16.2	2026-05-12 09:16:00.383653	0.0786	0.0554	0.866	0.0232	neutral		2026-05-12 09:16:01.122102	815.34	NO:sentiment_score
LRE	"[""LRE""]"	nPRrC1840a	2026-05-12 09:23:24	REG-Lancashire Holdings Limited: Holding(s) in Company	PR Newswire	1.3938	2026-05-12 09:23:24.415107	0.073	0.0231	0.9039	0.0499	neutral		2026-05-12 09:23:25.755185	1424.15	NO:sentiment_score
DBGI	"[""DBGI""]"	nBw1PC6ca	2026-05-12 09:25:00	Digital Brands Group Announces Guidance for Full-Year 2026 Revenue of $55 to $65 Million and Free Cash Flow of $2.5 to $3.5 Million	Business Wire	16.63	2026-05-12 09:25:00.257663	0.542	0.0235	0.4344	0.5185	positive	0.3495	2026-05-12 09:25:01.896217	1745.19	NO:sentiment_score
