Symbol	Tickers	ID	Created	ArrivalTime	Headline	Author	Float	Exchange	LastDailyClose	itiBaseline	tradeSizeBaseline	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Sentiment	ClerkArm	ClerkSentiment	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt
CODX	"[""CODX""]"	nPn2xXxr5a	09:00:22.201	2026-06-11 09:00:22.427	Co-Diagnostics Advances Latin American Commercialization Strategy for Co-Dx™ PCR Pro® with Mexico Distributor Agreement	PR Newswire	3.49	NASDAQ	4.88	400.5	349.5401	2026-06-11 09:00:22.778954	0.4001	0.0094	0.5905	0.3908	positive	OK	accepted:1006	sentiment_ack	0.3896	0.5027	0.2805	0.7953	0.386	2026-06-11 09:00:23.450759
PICS	"[""PICS""]"	nPn3rTnv8a	09:00:32.978	2026-06-11 09:00:33.160	PicS N.V. (PICS) Faces Securities Class Action Related to IPO Omissions Regarding Credit Procedures and Quality - HBSS	PR Newswire	22.23	NASDAQ	9.4	9500.0	1412.5355	2026-06-11 09:00:33.303975	0.0788	0.3622	0.559	-0.2834	negative	BAD	accepted:1014	sentiment_bad_released	-0.0652	-0.1557	-0.051	0.5182	-0.0428	2026-06-11 09:00:33.856459
PHGE	"[""PHGE""]"	nGNX1Kyvjn	09:03:27.092	2026-06-11 09:03:27.228	BiomX: Zorronet’s AI Security Experts Provide In-Depth Review on Why Security AI Must Move Beyond Detection to Understanding in High-Stakes Global Events	Globe Newswire	7.23	NYSE AMERICAN	0.6398	362.5	536.237	2026-06-11 09:03:27.375466	0.1806	0.021	0.7984	0.1597	positive	BAD	accepted:1017	sentiment_bad_released	0.1779	0.1873	0.1303	0.4144	0.118	2026-06-11 09:03:27.838397
DBGI	"[""DBGI""]"	nBw93ns1Za	09:05:00.109	2026-06-11 09:05:00.260	DBGI CEO Hil Davis Buys an Additional $700,000 Worth of Stock on the Open Market Demonstrating Once Again His Short and Long-Term Confidence	Business Wire	22.99	NASDAQ	1.25	40.4	595.8832	2026-06-11 09:05:00.391357	0.3264	0.0137	0.6599	0.3127	positive	OK	accepted:1000	sentiment_ack	0.3419	0.4154	0.2201	0.7935	0.3416	2026-06-11 09:05:01.058641
ANIX	"[""ANIX""]"	nPn9DnYQda	09:05:00.251	2026-06-11 09:05:00.473	Anixa Biosciences Announces Presentations of Two Clinical-Stage Immunotherapy Programs at New York Academy of Sciences' Frontiers in Cancer Immunotherapy Symposium	PR Newswire	31.72	NASDAQ	2.35	11400.0	886.2222	2026-06-11 09:05:01.231108	0.1364	0.0414	0.8222	0.095	positive	BAD	accepted:1009	sentiment_bad_released	0.2227	0.3314	0.1958	0.597	0.2237	2026-06-11 09:05:01.915420
EDSA	"[""EDSA""]"	nGNX31GXsd	09:15:00.098	2026-06-11 09:15:00.241	Edesa Biotech Announces $3.5 Million Private Placement of Common Shares Led by CEO and Healthcare-Focused Investors	Globe Newswire	7.25	NASDAQ	5.21	444.3	363.7299	2026-06-11 09:15:00.436946	0.2636	0.0174	0.719	0.2462	positive	OK	accepted:1015	sentiment_ack	0.3279	0.3421	0.1938	0.5496	0.1683	2026-06-11 09:15:00.941709
COSM	"[""COSM""]"	nGNX9PrbHw	09:35:00.101	2026-06-11 09:35:00.382	Cosmos Health Secures Additional 180-Day Nasdaq Extension to Regain Bid Price Compliance	Globe Newswire	33.22	NASDAQ	0.2281	11.3	940.9991	2026-06-11 09:35:01.258374	0.8463	0.0132	0.1405	0.8331	positive	OK	accepted:1002	sentiment_ack	0.4173	0.4853	0.2482	0.77	0.2433	2026-06-11 09:35:02.265623
PHR	"[""PHR""]"	nPn2hMBY9a	09:35:00.452	2026-06-11 09:35:00.619	PHR Shareholder Alert: Phreesia, Inc. Securities Class Action Lawsuit - Investors Should Contact SueWallSt	PR Newswire	49.77	NYSE	9.14	8.2	170.2054	2026-06-11 09:35:01.668864	0.1296	0.0895	0.7809	0.04	neutral	BAD	accepted:1019	sentiment_bad_released	-0.0314	-0.0811	-0.0225	0.717	-0.0674	2026-06-11 09:35:02.610288
III	"[""III""]"	nBw9CLcPna	10:00:00.197	2026-06-11 10:00:00.583	ISG to Study Services for AI-based Telecom, Media Transformation	Business Wire	33.52	NASDAQ	4.29	37.0	219.7926	2026-06-11 10:00:02.113828	0.1305	0.0139	0.8556	0.1166	positive	BAD	accepted:1012	sentiment_bad_released	0.2274	0.2638	0.2033	0.4954	0.2239	2026-06-11 10:00:02.674167
SNBR	"[""SNBR""]"	nPn5n8d9ba	10:00:25.877	2026-06-11 10:00:25.979	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Sleep Number Corporation - SNBR	PR Newswire	18.58	NASDAQ	0.7429	1.2	897.8908	2026-06-11 10:00:26.070800	0.0942	0.0692	0.8365	0.025	neutral	BAD	accepted:1013	sentiment_bad_released	-0.2551	-0.4094	-0.1192	0.11	-0.1434	2026-06-11 10:00:26.427840
FATN	"[""FATN""]"	nPn5jVL7Ka	10:00:29.932	2026-06-11 10:00:30.122	FatPipe Announces SATBoost for Starlink, Viasat and Amazon LEO: Up to 300% Faster Data Flow and Better Connectivity	PR Newswire	8.89	NASDAQ	6.19	28.0	284.3954	2026-06-11 10:00:30.258997	0.7504	0.0086	0.241	0.7418	positive	OK	accepted:1011	sentiment_ack	0.2821	0.3304	0.2704	0.7544	0.2803	2026-06-11 10:00:30.654007
BKKT	"[""BKKT""]"	nPn4q59Q6a	10:00:30.302	2026-06-11 10:00:30.463	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Bakkt, Inc. - BKKT	PR Newswire	26.92	NYSE	7.68	4.3	298.2498	2026-06-11 10:00:31.061212	0.1281	0.1233	0.7486	0.0048	neutral	BAD	accepted:1014	sentiment_bad_released	-0.2575	-0.4217	-0.1207	0.11	-0.1438	2026-06-11 10:00:31.447158
BRCB	"[""BRCB""]"	nPnbJPqgxa	10:00:42.963	2026-06-11 10:00:43.082	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Black Rock Coffee Bar, Inc. - BRCB	PR Newswire	20.99	NASDAQ	6.45	15.7	204.3787	2026-06-11 10:00:43.171676	0.1238	0.1171	0.7591	0.0067	neutral	BAD	accepted:1007	sentiment_bad_released	-0.1655	-0.2839	-0.0621	0.11	-0.0744	2026-06-11 10:00:43.503020
TLSI	"[""TLSI""]"	nPn3wXYHda	10:00:45.367	2026-06-11 10:00:45.455	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of TriSalus Life Sciences Inc. - TLSI	PR Newswire	38.14	NASDAQ	3.55	31.7	213.4299	2026-06-11 10:00:45.545580	0.0971	0.096	0.8068	0.0011	neutral	BAD	accepted:1005	sentiment_bad_released	-0.2764	-0.4521	-0.1585	0.1116	-0.1943	2026-06-11 10:00:45.905237
FCHL	"[""FCHL""]"	nPncdnYWXa	10:00:47.291	2026-06-11 10:00:47.424	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Fitness Champs Holdings Ltd. of Class Action Lawsuit and Upcoming Deadlines - FCHL	PR Newswire	0.4	NASDAQ	1.38	28.6	490.9051	2026-06-11 10:00:47.573583	0.1885	0.4594	0.3521	-0.2709	negative	BAD	accepted:1008	sentiment_bad_released	-0.1773	-0.2238	-0.0656	0.11	-0.0756	2026-06-11 10:00:47.954725
VTSI	"[""VTSI""]"	nPn2LxZJ3a	10:00:49.913	2026-06-11 10:00:50.037	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of VirTra, Inc. - VTSI	PR Newswire	10.85	NASDAQ	3.46	186.5	293.1224	2026-06-11 10:00:50.299834	0.1149	0.1011	0.7841	0.0138	neutral	BAD	accepted:1016	sentiment_bad_released	-0.2525	-0.3978	-0.118	0.11	-0.142	2026-06-11 10:00:50.625487
PHR	"[""PHR""]"	nPn6xwr0Ta	10:00:53.492	2026-06-11 10:00:53.624	INVESTOR ALERT: Pomerantz Law Firm Reminds Investors with Losses on their Investment in Phreesia, Inc. of Class Action Lawsuit and Upcoming Deadlines - PHR	PR Newswire	49.77	NYSE	9.14	8.2	170.2054	2026-06-11 10:00:53.755325	0.1391	0.5333	0.3276	-0.3942	negative	BAD	accepted:1006	sentiment_bad_released	-0.2808	-0.401	-0.1266	0.025	-0.1165	2026-06-11 10:00:54.256845
AARD	"[""AARD""]"	nPn75YJyha	10:00:53.797	2026-06-11 10:00:53.902	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Aardvark Therapeutics, Inc. - AARD	PR Newswire	12.55	NASDAQ	3.48	62.1	210.8377	2026-06-11 10:00:54.044275	0.1263	0.1161	0.7576	0.0102	neutral	BAD	accepted:1017	sentiment_bad_released	-0.1922	-0.3042	-0.099	0.1336	-0.1127	2026-06-11 10:00:54.623365
SLMT	"[""SLMT""]"	nBw744ZSHa	10:25:00.110	2026-06-11 10:25:00.850	REG-Millennium Partners, L.P. Form 8.3	Business Wire	3.44	NASDAQ	5.03	165.3	217.8989	2026-06-11 10:25:01.769104	0.0675	0.0266	0.9059	0.041	neutral	BAD	accepted:1009	sentiment_bad_released	0.0	0.0213	0.0217	0.0525	0.0176	2026-06-11 10:25:02.534563
HBNB	"[""HBNB""]"	nGNX64MPsf	10:29:26.114	2026-06-11 10:29:26.263	Hotel101-Madrid once again reached 100% occupancy yesterday, June 10, 2026, with all rooms sold out significantly prior to the close of the day	Globe Newswire	13.52	NASDAQ	5.265	13260.0	315.8022	2026-06-11 10:29:26.409650	0.8663	0.023	0.1107	0.8433	positive	OK	accepted:1000	sentiment_ack	0.5614	0.6519	0.4848	0.9046	0.5604	2026-06-11 10:29:26.995832
LGL	"[""LGL""]"	nNFC96SKgZ	10:35:42.809	2026-06-11 10:35:42.922	The LGL Group, Inc. to Present at Planet MicroCap Las Vegas 2026 Conference on June 17, 2026	Newsfile Corp	9.39	NYSE AMERICAN	6.91	458.7	289.4046	2026-06-11 10:35:43.104588	0.0774	0.0217	0.9008	0.0557	positive	BAD	accepted:1015	sentiment_bad_released	0.1809	0.1234	0.0812	0.2263	0.0784	2026-06-11 10:35:43.526885
XELB	"[""XELB""]"	nGNXd93nL	10:44:30.095	2026-06-11 10:44:30.194	Xcel Brands Announces License Agreement for Trust. Respect. Love by Cesar Millan with EcoStrong	Globe Newswire	4.05	NASDAQ	1.805	324.9	374.5516	2026-06-11 10:44:30.429564	0.2036	0.0288	0.7676	0.1748	positive	OK	accepted:1018	sentiment_ack	0.3007	0.4562	0.271	0.752	0.2688	2026-06-11 10:44:30.893192
GRCE	"[""GRCE""]"	nACSNw7G2a	11:00:00.758	2026-06-11 11:00:00.854	Bronstein, Gewirtz & Grossman, LLC Is Investigating Grace Therapeutics, Inc. (GRCE) And Encourages Shareholders to Connect	ACCESSWIRE	11.25	NASDAQ	2.31	45.3	304.327	2026-06-11 11:00:03.819179	0.122	0.1393	0.7388	-0.0173	neutral	BAD	accepted:1019	sentiment_bad_released	0.0714	-0.0088	0.0443	0.4712	0.0228	2026-06-11 11:00:04.226049
FTFT	"[""FTFT""]"	nACS66qTMa	11:00:00.984	2026-06-11 11:00:01.088	Future FinTech Group Inc. (FTFT) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	2.61	NASDAQ	1.065	200.4	388.7308	2026-06-11 11:00:05.019076	0.2621	0.0256	0.7123	0.2365	positive	OK	accepted:1002	sentiment_ack	0.1427	0.1226	0.0595	0.3494	0.0313	2026-06-11 11:00:05.459705
ENGN	"[""ENGN""]"	nACSyqdj8a	11:00:01.070	2026-06-11 11:00:01.162	Bronstein, Gewirtz & Grossman, LLC Is Investigating enGene Therapeutics Inc. (ENGN) And Encourages Shareholders to Connect	ACCESSWIRE	27.87	NASDAQ	1.6	18.5	410.3874	2026-06-11 11:00:05.203683	0.1345	0.0873	0.7782	0.0472	neutral	BAD	accepted:1012	sentiment_bad_released	0.0779	-0.0121	0.0491	0.4073	0.0261	2026-06-11 11:00:05.685290
ARDT	"[""ARDT""]"	nACSG4Dt5a	11:00:01.485	2026-06-11 11:00:01.590	Bronstein, Gewirtz & Grossman, LLC Encourages Ardent Health, Inc. (ARDT) Stockholders to Inquire about Securities Investigation	ACCESSWIRE	22.46	NYSE	9.32	13.7	206.7125	2026-06-11 11:00:08.308973	0.5041	0.0534	0.4424	0.4507	positive	OK	accepted:1013	sentiment_ack	0.0883	0.1102	0.0526	0.3494	0.0305	2026-06-11 11:00:08.637226
PMI	"[""PMI""]"	nACSJCmpKa	11:00:01.847	2026-06-11 11:00:01.990	Picard Medical, Inc. (PMI) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	30.65	NYSE AMERICAN	0.2107	1.8	1119.1318	2026-06-11 11:00:09.791177	0.1493	0.0262	0.8245	0.1231	positive	BAD	accepted:1014	sentiment_bad_released	0.1126	0.1212	0.053	0.3494	0.0279	2026-06-11 11:00:10.159549
ATRA	"[""ATRA""]"	nACS2Szp4a	11:00:03.929	2026-06-11 11:00:04.062	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Atara Biotherapeutics, Inc. (ATRA) and Encourages Investors to Learn More About the Investigation	ACCESSWIRE	5.95	NASDAQ	9.86	97.0	225.5691	2026-06-11 11:00:25.362325	0.3112	0.0622	0.6265	0.249	positive	OK	accepted:1003	sentiment_ack	0.0981	0.1163	0.0554	0.3494	0.0258	2026-06-11 11:00:25.847493
ANGI	"[""ANGI""]"	nACSrbz26a	11:00:03.770	2026-06-11 11:00:03.877	Angi Inc. (ANGI) Investigation: Bronstein, Gewirtz & Grossman, LLC Encourages Shareholders to Contact the Firm to Learn More About the Investigation	ACCESSWIRE	28.53	NASDAQ	5.69	6.8	185.778	2026-06-11 11:00:25.370017	0.1628	0.0302	0.807	0.1327	positive	BAD	accepted:1007	sentiment_bad_released	-0.1472	-0.3398	-0.0722	0.3494	-0.1584	2026-06-11 11:00:25.982002
PICS	"[""PICS""]"	nGNXc0RcS1	11:12:49.095	2026-06-11 11:12:49.184	PicS N.V. Notice of August 4, 2026 Application Deadline for Class Action Lawsuit - Contact Lewis Kahn, Esq. at Kahn Swick & Foti, LLC, Before Application Deadline	Globe Newswire	22.23	NASDAQ	9.4	17.2	211.2524	2026-06-11 11:12:49.383838	0.1412	0.0755	0.7833	0.0657	positive	BAD	accepted:1005	sentiment_bad_released	0.0268	0.0417	0.0249	0.2627	-0.0103	2026-06-11 11:12:49.883984
FTF	"[""FTF""]"	nGNE3b2jx8	11:33:13.888	2026-06-11 11:33:14.007	REG-Board Changes	Globe Newswire	40.41	LSE	5.77	48.9	300.0782	2026-06-11 11:33:14.207134	0.0499	0.0897	0.8603	-0.0398	neutral	BAD	accepted:1008	sentiment_bad_released	0.003	0.1145	0.0173	0.2562	0.0259	2026-06-11 11:33:14.343623
SLMT	"[""SLMT""]"	nBw7JNsRxa	11:37:00.108	2026-06-11 11:37:00.194	Brera Holdings (NASDAQ: SLMT) (“Solmate Infrastructure”) Continues SOL Acquisition Program With Planned Series of Purchases	Business Wire	3.44	NASDAQ	5.03	165.3	217.8989	2026-06-11 11:37:00.338246	0.4754	0.0201	0.5045	0.4553	positive	OK	accepted:1016	sentiment_ack	0.3401	0.4126	0.2147	0.7207	0.2961	2026-06-11 11:37:00.764075
SHMD	"[""SHMD""]"	nNFC939B32	11:42:57.397	2026-06-11 11:42:57.492	Edison Issues Report on SCHMID (SHMD)	Newsfile Corp	8.71	NASDAQ	5.0	5.4	309.3854	2026-06-11 11:42:57.715881	0.1099	0.0589	0.8311	0.051	positive	BAD	accepted:1006	sentiment_bad_released	0.4547	0.5443	0.1825	0.5895	0.2039	2026-06-11 11:42:57.939860
ADIL	"[""ADIL""]"	nGNX2Gr8KF	11:43:51.118	2026-06-11 11:43:51.321	Adial Pharmaceuticals Announces Acquisition of Azora Therapeutics and up to $64 Million Financing	Globe Newswire	2.11	NASDAQ	2.16	526.9	332.1959	2026-06-11 11:43:51.419714	0.2205	0.0124	0.7671	0.208	positive	OK	accepted:1017	sentiment_ack	0.4901	0.5788	0.4682	0.7914	0.4897	2026-06-11 11:43:52.163097
LAW	"[""LAW""]"	nBw6VjYJ7a	11:49:00.088	2026-06-11 11:49:00.198	Artis Raises $7.3M Led by LiveOak Ventures to Handle the Work That Pulls Residential Architects, Designers, and Builders Away From Their Craft	Business Wire	24.8	NYSE	3.65	47.8	204.1458	2026-06-11 11:49:00.492266	0.3427	0.0194	0.6379	0.3233	positive	OK	accepted:1011	sentiment_ack	0.1918	0.2517	0.1387	0.6321	0.1936	2026-06-11 11:49:00.985997
CRCT	"[""CRCT""]"	nGNX7JdFTx	12:00:00.178	2026-06-11 12:00:00.354	Cricut Defines Its Next Era as a Creativity Platform	Globe Newswire	46.38	NASDAQ	4.43	13.9	183.7511	2026-06-11 12:00:00.858335	0.1104	0.027	0.8626	0.0834	positive	BAD	accepted:1009	sentiment_bad_released	0.2463	0.3138	0.1942	0.5692	0.1933	2026-06-11 12:00:01.277442
ENGN	"[""ENGN""]"	nPn5lqkJqa	12:00:00.301	2026-06-11 12:00:00.686	ENGN Investors Have Opportunity to Join enGene Therapeutics Inc. Fraud Investigation with the Schall Law Firm	PR Newswire	27.87	NASDAQ	1.6	18.5	410.3874	2026-06-11 12:00:02.271029	0.1643	0.0132	0.8225	0.1511	positive	BAD	accepted:1000	sentiment_bad_released	-0.1145	-0.1954	-0.0432	0.1513	-0.054	2026-06-11 12:00:03.048619
FCHL	"[""FCHL""]"	nGNXzMk87	12:00:00.302	2026-06-11 12:00:01.050	Bronstein, Gewirtz & Grossman LLC Urges Fitness Champs Holdings Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	0.4	NASDAQ	1.38	28.6	490.9051	2026-06-11 12:00:02.638531	0.144	0.192	0.664	-0.048	neutral	BAD	accepted:1019	sentiment_bad_released	0.0105	0.0066	0.0204	0.332	-0.0344	2026-06-11 12:00:04.322774
PICS	"[""PICS""]"	nBw3mSFSva	12:00:00.276	2026-06-11 12:00:00.892	Deadline Alert: PicS N.V. (PICS) Shareholders Who Lost Money Urged To Contact Glancy Prongay Wolke & Rotter LLP About Securities Fraud Lawsuit	Business Wire	22.23	NASDAQ	9.4	17.2	211.2524	2026-06-11 12:00:02.421666	0.1087	0.4107	0.4806	-0.302	negative	BAD	accepted:1015	sentiment_bad_released	-0.0715	-0.1675	-0.0465	0.3863	-0.0234	2026-06-11 12:00:04.345346
PHR	"[""PHR""]"	nPn2HmHp9a	12:00:01.648	2026-06-11 12:00:01.859	Phreesia Inc. (PHR) Shareholders Who Lost Money Have Opportunity to Lead Securities Fraud Lawsuit	PR Newswire	49.77	NYSE	9.14	8.2	170.2054	2026-06-11 12:00:05.168060	0.0721	0.2909	0.6371	-0.2188	negative	BAD	accepted:1012	sentiment_bad_released	-0.043	-0.0449	-0.0086	-0.0351	-0.0106	2026-06-11 12:00:05.647735
ANGI	"[""ANGI""]"	nPn22LRJXa	12:00:03.256	2026-06-11 12:00:03.368	ANGI Investors Have Opportunity to Join Angi Inc. Fraud Investigation with the Schall Law Firm	PR Newswire	28.53	NASDAQ	5.69	6.8	185.778	2026-06-11 12:00:05.563169	0.1915	0.0131	0.7954	0.1784	positive	BAD	accepted:1014	sentiment_bad_released	-0.3133	-0.5201	-0.172	0.0527	-0.193	2026-06-11 12:00:06.033862
TLSI	"[""TLSI""]"	nPn3hqYlHa	12:00:04.060	2026-06-11 12:00:04.173	TLSI Investors Have Opportunity to Join TriSalus Life Sciences, Inc. Fraud Investigation with the Schall Law Firm	PR Newswire	38.14	NASDAQ	3.55	31.7	213.4299	2026-06-11 12:00:05.853251	0.1403	0.0219	0.8378	0.1185	positive	BAD	accepted:1007	sentiment_bad_released	-0.3909	-0.4328	-0.1615	-0.1896	-0.1992	2026-06-11 12:00:06.235478
SNBR	"[""SNBR""]"	nPn50zxTxa	12:00:13.492	2026-06-11 12:00:13.652	SNBR Investors Have Opportunity to Join Sleep Number Corporation Fraud Investigation with the Schall Law Firm	PR Newswire	18.58	NASDAQ	0.7429	1.2	897.8908	2026-06-11 12:00:14.494540	0.2359	0.0124	0.7517	0.2234	positive	OK	accepted:1002	sentiment_bad_released	-0.4284	-0.5338	-0.1964	-0.0044	-0.2267	2026-06-11 12:00:14.800618
GRCE	"[""GRCE""]"	nPn1yJy2Ta	12:00:13.596	2026-06-11 12:00:13.935	GRCE Investors Have Opportunity to Join Grace Therapeutics, Inc. Fraud Investigation with the Schall Law Firm	PR Newswire	11.25	NASDAQ	2.31	45.3	304.327	2026-06-11 12:00:14.777227	0.1572	0.0186	0.8242	0.1386	positive	BAD	accepted:1013	sentiment_bad_released	-0.0979	-0.1616	-0.0343	0.2077	-0.0392	2026-06-11 12:00:15.155406
SEGG	"[""SEGG"", ""LTRYW""]"	nGNXbdWTX2	12:40:00.127	2026-06-11 12:40:00.280	SEGG Media Launches Sports.com Predict on Sports.com as 2026 FIFA World Cup Begins; Sports.com Predict Named Title Sponsor of E1 Team Miami powered by MAGNUS	Globe Newswire	10.84	NASDAQ	1.39	10.9	619.7927	2026-06-11 12:40:00.588026	0.2393	0.0115	0.7492	0.2278	positive	OK	accepted:1000	sentiment_ack	0.339	0.428	0.2458	0.6521	0.2168	2026-06-11 12:40:01.155983
LTRYW	"[""SEGG"", ""LTRYW""]"	nGNXbdWTX2	12:40:00.127	2026-06-11 12:40:00.280	SEGG Media Launches Sports.com Predict on Sports.com as 2026 FIFA World Cup Begins; Sports.com Predict Named Title Sponsor of E1 Team Miami powered by MAGNUS	Globe Newswire		NASDAQ		2417.7	3951.6636	2026-06-11 12:40:00.591387	0.2393	0.0115	0.7492	0.2278	positive	OK	no_reply	sentiment_ack	0.3292	0.4186	0.2436	0.6521	0.2152	2026-06-11 12:40:05.564398
GRO	"[""GRO""]"	nNFCb8rt7L	14:00:12.095	2026-06-11 14:00:12.258	ArcStone Adds Moneta Securities Investment Banking Team, Expanding Its Canadian Leadership in Mining, Critical Minerals and Energy	Newsfile Corp	42.57	NYSE AMERICAN	2.09	15.2	332.3093	2026-06-11 14:00:12.550630	0.6558	0.0095	0.3347	0.6463	positive	OK	accepted:1002	sentiment_ack	0.3609	0.5003	0.2808	0.8185	0.2452	2026-06-11 14:00:13.145483
COSM	"[""COSM""]"	nGNX6j4zR6	15:31:00.111	2026-06-11 15:31:00.264	Cosmos Health Signs LOI to Acquire Doc Pharma S.A., a European GMP Pharmaceutical Manufacturer, a Transformative Step Expected to Boost Assets, Profitability, Production Capacity, and Product Portfolio	Globe Newswire	33.22	NASDAQ	0.2281	11.3	940.9991	2026-06-11 15:31:00.821474	0.8542	0.0135	0.1323	0.8407	positive	OK	accepted:1003	sentiment_ack	0.3836	0.5219	0.3424	0.9013	0.3462	2026-06-11 15:31:01.299826
PICS	"[""PICS""]"	nBwTCgd8a	15:37:00.128	2026-06-11 15:37:00.252	PicS N.V. (PICS) Investors: August 4, 2026, Deadline in Securities Fraud Class Action Lawsuit – Contact Kessler Topaz Meltzer & Check, LLP	Business Wire	22.23	NASDAQ	9.4	17.2	211.2524	2026-06-11 15:37:00.667426	0.1992	0.1736	0.6272	0.0256	neutral	BAD	accepted:1005	sentiment_bad_released	-0.2317	-0.2902	-0.0805	0.0668	-0.0487	2026-06-11 15:37:01.191789
ELUT	"[""ELUT""]"	nGNX1Rt7Vd	16:05:00.227	2026-06-11 16:05:00.593	Elutia to Present at Planet MicroCap Showcase 2026 on June 17th	Globe Newswire	35.37	NASDAQ	1.04	28500.0	878.1	2026-06-11 16:05:02.664634	0.0788	0.0244	0.8969	0.0544	positive	BAD	accepted:1006	sentiment_bad_released	0.3098	0.3117	0.1585	0.4595	0.1862	2026-06-11 16:05:02.991276
CTW	"[""CTW""]"	nGNX2bjZs7	16:05:00.166	2026-06-11 16:05:00.782	CTW to Participate and Present at Planet MicroCap Las Vegas 2026	Globe Newswire	2.38	NASDAQ	2.12	22800.0	185.5	2026-06-11 16:05:03.505620	0.0988	0.0143	0.8869	0.0845	positive	BAD	accepted:1008	sentiment_bad_released	0.1628	0.1152	0.0746	0.2497	0.0925	2026-06-11 16:05:04.261412
OPRT	"[""OPRT""]"	nGNX4dT7RF	16:05:00.193	2026-06-11 16:05:00.694	Oportun Reports Inducement Grants under Nasdaq Listing Rule 5635(c)(4)	Globe Newswire	38.39	NASDAQ	4.9	13680.0	15043.3182	2026-06-11 16:05:03.605476	0.119	0.0206	0.8604	0.0983	positive	BAD	accepted:1007	sentiment_bad_released	0.3136	0.3707	0.1962	0.5135	0.1751	2026-06-11 16:05:04.363586
TMCI	"[""TMCI""]"	nGNX2M5sdx	16:05:00.101	2026-06-11 16:05:00.979	Treace to Present at the Sidoti Small Cap Conference	Globe Newswire	48.13	NASDAQ	4.23	5605.0	2720.5506	2026-06-11 16:05:04.028123	0.1204	0.0212	0.8584	0.0992	positive	BAD	accepted:1009	sentiment_bad_released	0.1237	0.0887	0.1004	0.264	0.09	2026-06-11 16:05:04.717171
KYNB	"[""KYNB""]"	nGNX2B46Vy	16:05:00.301	2026-06-11 16:05:01.147	Kyntra Bio Presents New Roxadustat Data on Improvements in Transfusion Independence Regardless of Ring Sideroblast Status in Patients with Anemia due to Lower-Risk Myelodysplastic Syndromes	Globe Newswire	3.95	NASDAQ	6.69	26600.0	261.1111	2026-06-11 16:05:12.520423	0.5675	0.0173	0.4152	0.5502	positive	OK	accepted:1010	sentiment_ack	0.4017	0.4825	0.3861	0.8314	0.5169	2026-06-11 16:05:13.360207
ZDGE	"[""ZDGE""]"	nACS2sfc8a	16:10:00.807	2026-06-11 16:10:01.553	Zedge Reports Third Quarter Fiscal 2026 Results	ACCESSWIRE	10.24	NYSE AMERICAN	3.12	15200.0	482.9286	2026-06-11 16:10:03.432842	0.0581	0.0564	0.8855	0.0017	neutral	BAD	accepted:1011	sentiment_bad_released	0.5385	0.592	0.5385	0.9239	0.5293	2026-06-11 16:10:04.343823
CHMI	"[""CHMI""]"	nBw7JbHTSa	16:15:00.420	2026-06-11 16:15:00.635	Cherry Hill Mortgage Investment Corporation Announces Common and Preferred Dividends for the Second Quarter 2026	Business Wire	35.82	NYSE	2.36	15200.0	871.5667	2026-06-11 16:15:03.089953	0.0494	0.0252	0.9255	0.0242	neutral	BAD	accepted:1012	sentiment_bad_released	0.1365	0.0964	0.0732	0.1687	0.0781	2026-06-11 16:15:03.422473
JABRU	"[""JABRU""]"	nACSXJz6Sa	16:15:00.892	2026-06-11 16:15:01.034	JAB Acquisition Corp I Announces Closing of $172,500,000 Initial Public Offering and Full Exercise of Underwriters' Over-Allotment Option	ACCESSWIRE		NASDAQ		2857.2	2500.0	2026-06-11 16:15:03.479975	0.1557	0.0131	0.8312	0.1426	positive	BAD	accepted:1013	sentiment_bad_released	0.0	0.0308	0.0288	0.0805	0.0277	2026-06-11 16:15:03.977123
IMDX	"[""IMDX""]"	nGNX8C3Txv	16:17:27.096	2026-06-11 16:17:27.236	IMDX GraftAssure Assay Sets New Standard in Screening Kidney Transplant Patients Per American Journal of Transplantation	Globe Newswire	12.66	NASDAQ	5.76	6080.0	1249.5333	2026-06-11 16:17:27.392434	0.5643	0.0151	0.4207	0.5492	positive	OK	accepted:1014	sentiment_ack	0.5106	0.6194	0.4661	0.87	0.4591	2026-06-11 16:17:27.973380
