Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	body_sentiment	BodyCompletedAt	body_duration_ms	Trigger
LMFA	"[""LMFA""]"	nGNX7vGlp3	2026-05-11 08:30:01	LM Funding America Announces April 2026 Production and Operational Update	Globe Newswire	14.38	2026-05-11 08:30:01.162229	0.1176	0.0647	0.8177	0.053	positive	0.0795	2026-05-11 08:30:18.292720	3256.91	NO:sentiment_score
AERT	"[""AERT""]"	nGNXbmhsJJ	2026-05-11 08:30:01	Aeries Technology Partners with Two Circles to Launch New Hyderabad Office	Globe Newswire	12.7	2026-05-11 08:30:05.179931	0.6481	0.01	0.3419	0.638	positive		2026-05-11 08:30:19.711380	1411.98	NO:sentiment_score
SSTI	"[""SSTI""]"	nGNXbdYtxL	2026-05-11 08:30:01	SoundThinking Honors Law Enforcement During National Police Week 2026	Globe Newswire	9.62	2026-05-11 08:30:03.614264	0.207	0.0344	0.7585	0.1726	positive	0.3952	2026-05-11 08:30:19.908488	2910.78	NO:sentiment_score
SURG	"[""SURG""]"	nGNX6yfPMH	2026-05-11 08:30:01	SurgePays to Host First Quarter 2026 Financial Results Conference Call on May 15th	Globe Newswire	15.58	2026-05-11 08:30:07.811612	0.0995	0.0195	0.8809	0.08	positive	0.1509	2026-05-11 08:30:21.020545	1250.6	NO:sentiment_score
DUOT	"[""DUOT""]"	nGNX1dhKJ2	2026-05-11 08:30:01	Duos Technologies Group Sets First Quarter 2026 Earnings Call for Monday, May 18, 2026 at 8:30 AM ET	Globe Newswire	26.04	2026-05-11 08:30:13.231836	0.0312	0.0358	0.933	-0.0047	neutral	0.0432	2026-05-11 08:30:24.543904	3568.1	NO:sentiment_score
NNVC	"[""NNVC""]"	nACScPqrXa	2026-05-11 08:30:01	Recent Hantavirus On A Cruise Ship Highlights the Need for Broad-Spectrum Antiviral Drugs Such as NV-387, Says NanoViricides	ACCESSWIRE	20.99	2026-05-11 08:30:08.043822	0.4458	0.0847	0.4695	0.361	positive	0.4919	2026-05-11 08:30:26.417594	6500.87	NO:sentiment_score
ADIL	"[""ADIL""]"	nGNX9d27W1	2026-05-11 08:30:01	Adial Pharmaceuticals Reports 2026 First Quarter Financial Results and Provides Business Update	Globe Newswire	1.41	2026-05-11 08:30:15.056935	0.0957	0.0267	0.8776	0.0689	positive	0.0576	2026-05-11 08:30:30.152520	5585.62	NO:sentiment_score
SNAL	"[""SNAL""]"	nGNX3mJrkB	2026-05-11 08:30:01	Snail, Inc. Sets First Quarter 2026 Conference Call for Wednesday, May 13, 2026 at 4:30 p.m. ET	Globe Newswire	8.65	2026-05-11 08:30:18.336752	0.0327	0.0539	0.9134	-0.0212	neutral	0.1	2026-05-11 08:30:30.971182	799.49	NO:sentiment_score
TOMZ	"[""TOMZ""]"	nGNX3RLMm5	2026-05-11 08:30:01	Cruise Ship Virus Outbreaks Highlight Massive Emerging Demand for TOMI Environmental Solutions’ SteraMist Technology	Globe Newswire	11.66	2026-05-11 08:30:17.003076	0.5926	0.0501	0.3574	0.5425	positive	0.4463	2026-05-11 08:30:31.787550	5370.41	NO:sentiment_score
FBLG	"[""FBLG""]"	nGNX9RZMkc	2026-05-11 08:30:01	FibroBiologics Advancing Development of a Fibroblast Treatment for Hantavirus	Globe Newswire	2.93	2026-05-11 08:30:19.733015	0.1971	0.0137	0.7892	0.1835	positive	0.6262	2026-05-11 08:30:34.322178	3344.03	NO:sentiment_score
1KW0Y	"[""WAVE"", ""1KW0Y""]"	nNFC7wKxWp	2026-05-11 08:30:17	Eco Wave Power to Present at the Centurion One Capital Inaugural Miami Summit	Newsfile Corp		2026-05-11 08:30:24.553654	0.1815	0.0158	0.8027	0.1657	positive		2026-05-11 08:30:38.655555	4327.28	NO:sentiment_score,Float
WAVE	"[""WAVE"", ""1KW0Y""]"	nNFC7wKxWp	2026-05-11 08:30:17	Eco Wave Power to Present at the Centurion One Capital Inaugural Miami Summit	Newsfile Corp	5.61	2026-05-11 08:30:21.057537	0.1815	0.0158	0.8027	0.1657	positive	0.1899	2026-05-11 08:30:38.656035	4327.28	NO:sentiment_score
HODL	"[""STKE"", ""HODL""]"	nNFC77KgYq	2026-05-11 08:30:21	SOL Strategies Announces Second Quarter 2026 Earnings Conference Call	Newsfile Corp		2026-05-11 08:30:30.158665	0.079	0.0616	0.8594	0.0173	neutral	-0.0066	2026-05-11 08:30:42.825723	4155.36	NO:sentiment_score,Float
STKE	"[""STKE"", ""HODL""]"	nNFC77KgYq	2026-05-11 08:30:21	SOL Strategies Announces Second Quarter 2026 Earnings Conference Call	Newsfile Corp	19.5	2026-05-11 08:30:26.420320	0.079	0.0616	0.8594	0.0173	neutral	0.0524	2026-05-11 08:30:42.819411	4155.36	NO:sentiment_score
DRCT	"[""DRCT""]"	nPn1BXc5pa	2026-05-11 08:30:01	Direct Digital Holdings Reports First Quarter 2026 Financial Results	PR Newswire	0.64	2026-05-11 08:30:19.948841	0.1369	0.1097	0.7534	0.0272	neutral	0.1878	2026-05-11 08:30:44.130313	12334.0	NO:sentiment_score
BEAT	"[""BEAT""]"	nBwbd5pFWa	2026-05-11 08:31:00	HeartBeam Initiates Pilot Study of First On-Demand 12-Lead ECG Patch to Detect Ischemia Outside the Clinic	Business Wire	47.15	2026-05-11 08:31:00.281606	0.6177	0.016	0.3663	0.6017	positive		2026-05-11 08:31:04.259112	3989.92	NO:sentiment_score
MTVA	"[""MTVA""]"	nPn94NSqKa	2026-05-11 08:31:00	MetaVia to Present Data Highlighting DA-1726, a GLP-1/Glucagon Dual Agonist, in a Late-Breaking Poster Presentation at the EASL Congress 2026	PR Newswire	3.29	2026-05-11 08:31:00.212699	0.2554	0.0236	0.721	0.2318	positive	0.183	2026-05-11 08:31:05.539779	5423.38	NO:sentiment_score
OTEX	"[""OTEX""]"	nPn833L35a	2026-05-11 08:45:00	OpenText Completes US$150 Million Divestiture of Non-Core Vertica to Rocket Software	PR Newswire	246.06	2026-05-11 08:45:00.148136	0.1279	0.0158	0.8563	0.1121	positive	0.0633	2026-05-11 08:45:03.132223	3038.6	NO:sentiment_score,Float
MBIO	"[""MBIO""]"	nGNX5W3QbM	2026-05-11 08:45:00	MindBio Develops Fatigue Prediction Model using Speech Analytics and AI	Globe Newswire	6.44	2026-05-11 08:45:00.255173	0.1079	0.0145	0.8776	0.0935	positive	0.4472	2026-05-11 08:45:03.689046	3483.48	NO:sentiment_score
GGRP	"[""GGRP""]"	nACSjz55Fa	2026-05-11 08:45:00	The Glimpse Group to Announce Q3 Fiscal Year 2026 Financial Results On Thursday, March 14, 2026 After Market Close	ACCESSWIRE	14.91	2026-05-11 08:45:00.575025	0.1152	0.0255	0.8593	0.0897	positive	0.1414	2026-05-11 08:45:05.082822	1386.76	NO:sentiment_score
AGEN	"[""AGEN""]"	nBw3q6DCba	2026-05-11 08:45:00	Agenus Reports First Quarter 2026 Financial Results and Highlights BOT+BAL Execution Across Global Access and Phase 3 Development	Business Wire	34.54	2026-05-11 08:45:00.345866	0.4987	0.0166	0.4847	0.4821	positive	0.2223	2026-05-11 08:45:09.762737	6628.57	NO:sentiment_score
GEMI	"[""GEMI""]"	nNFC1ZNvZ4	2026-05-11 08:51:16	GEMINI SPACE STATION, INC. (GEMI) CLASS ACTION DEADLINE APPROACHING: Berger Montague Advises Investors to Inquire About a Securities Fraud Class Action by May 18, 2026	Newsfile Corp	38.2	2026-05-11 08:51:16.943354	0.1337	0.0684	0.7979	0.0653	positive	0.1265	2026-05-11 08:51:17.599772	724.3	NO:sentiment_score
ANIX	"[""ANIX""]"	nPn7wHD3Ba	2026-05-11 08:55:01	Anixa Biosciences Reports Updated Positive Survival Observations from Ongoing Phase 1 Trial of Lira-cel Ovarian Cancer CAR-T Therapy	PR Newswire	31.72	2026-05-11 08:55:01.154430	0.7417	0.0359	0.2224	0.7059	positive	0.1969	2026-05-11 08:55:03.621649	2512.33	YES
WTO	"[""WTO""]"	nGNX7DGZss	2026-05-11 09:00:00	UTime Limited Provides Update on Due Diligence Progress for Proposed Transaction with Feixiaohao	Globe Newswire	1.69	2026-05-11 09:00:00.854196	0.0996	0.0185	0.8819	0.0811	positive	0.2725	2026-05-11 09:00:04.297451	3510.39	NO:sentiment_score
LINK	"[""LINK""]"	nGNX96NWGf	2026-05-11 09:00:00	Interlink Electronics, Inc. Announces Execution of Non-Binding Letter of Intent For Potential Strategic Acquisition	Globe Newswire	3.54	2026-05-11 09:00:01.023064	0.4207	0.0458	0.5335	0.3749	positive	0.2585	2026-05-11 09:00:06.759455	2455.68	NO:sentiment_score
IRHO	"[""IRHO""]"	nGNXWHpk0	2026-05-11 09:00:00	ELECTRA AI and Iron Horse Acquisition II Corp. (Nasdaq: IRHO) Release Additional Investor Materials	Globe Newswire	23.57	2026-05-11 09:00:00.582604	0.0511	0.0547	0.8943	-0.0036	neutral		2026-05-11 09:00:07.113589	6587.87	NO:sentiment_score
DLPN	"[""DLPN""]"	nACSZGCMka	2026-05-11 09:00:01	Dolphin to Host First Quarter 2026 Earnings Conference Call on May 12, 2026	ACCESSWIRE	9.53	2026-05-11 09:00:01.242097	0.0797	0.0493	0.871	0.0305	neutral	-0.0405	2026-05-11 09:00:08.831150	2055.87	NO:sentiment_score
SLSN	"[""SLSN""]"	nGNX7FDGV5	2026-05-11 09:00:01	Solésence Launches New Skin Health Technologies: WHSPR™ and Chromalüm™	Globe Newswire	18.25	2026-05-11 09:00:01.419527	0.229	0.0116	0.7594	0.2174	positive	0.2926	2026-05-11 09:00:12.148236	3313.9	NO:sentiment_score
AISP	"[""AISP""]"	nGNX3C1vZz	2026-05-11 09:00:01	Airship AI Reports First Quarter 2026 Financial Results	Globe Newswire	24.54	2026-05-11 09:00:01.255498	0.1312	0.1003	0.7685	0.031	neutral		2026-05-11 09:00:18.007644	10888.92	NO:sentiment_score
REVB	"[""REVB""]"	nACSgrttra	2026-05-11 09:00:01	Revelation Biosciences, Inc. Releases Corporate Update Letter to Stockholders	ACCESSWIRE	3.54	2026-05-11 09:00:01.382600	0.0918	0.1007	0.8075	-0.0089	neutral		2026-05-11 09:00:18.938535	6775.22	NO:sentiment_score
EEIQ	"[""EEIQ""]"	nNFC36XwVy	2026-05-11 09:00:16	EpicQuest Education to Present at The LD Micro Invitational XVI	Newsfile Corp	0.86	2026-05-11 09:00:16.498331	0.1505	0.0165	0.833	0.1341	positive	0.111	2026-05-11 09:00:19.675773	1666.34	NO:sentiment_score
LGVN	"[""LGVN""]"	nGNXZJ6w7	2026-05-11 09:10:00	Longeveron Announces Independent Data Monitoring Committee Positive Review and Recommendation to Complete Phase 2b Stem Cell Therapy Clinical Trial in Hypoplastic Left Heart Syndrome (HLHS)	Globe Newswire	19.3	2026-05-11 09:10:00.243021	0.6745	0.0282	0.2973	0.6463	positive	0.0662	2026-05-11 09:10:02.925026	2767.65	NO:sentiment_score
AM	"[""AM""]"	nGNXrWywS	2026-05-11 09:10:49	Dassault Aviation and OHB team up  to propose to ESA the VORTEX-S multipurpose space plane	Globe Newswire	326.95	2026-05-11 09:10:49.600891	0.5243	0.0103	0.4654	0.514	positive		2026-05-11 09:10:50.573534	1090.17	NO:sentiment_score,Float
WOK	"[""WOK""]"	nGNX9thyWn	2026-05-11 09:15:00	WORK Medical Collaborates with Novabioplus to Unlock Biological Data Value with AI, Advancing the “BioToken” Assetization Model	Globe Newswire	1.22	2026-05-11 09:15:00.253730	0.4002	0.0167	0.5832	0.3835	positive	0.2454	2026-05-11 09:15:05.385547	5151.44	NO:sentiment_score
ERNA	"[""ERNA""]"	nGNX38pnbf	2026-05-11 09:15:00	Ernexa Therapeutics Releases Virtual Investor KOL Connect Segment Highlighting Ovarian Cancer Landscape and Lead Candidate ERNA-101	Globe Newswire	19.92	2026-05-11 09:15:00.426876	0.2166	0.019	0.7644	0.1976	positive		2026-05-11 09:15:06.965463	1574.89	NO:sentiment_score
RENX	"[""RENX""]"	nGNX3sDJ2v	2026-05-11 09:15:00	RenX Enterprises Corp. Issues Letter to Shareholders	Globe Newswire	2.3	2026-05-11 09:15:00.376729	0.0699	0.0357	0.8944	0.0342	neutral	0.2316	2026-05-11 09:15:07.615834	7253.21	NO:sentiment_score
BDSX	"[""BDSX""]"	nGNX64H1Lx	2026-05-11 09:17:00	Biodesix Announces ATS 2026 Presentations Providing Real-World Clinical Evidence and Healthcare System Economic Value for Nodify Lung® Testing Strategy	Globe Newswire	3.95	2026-05-11 09:17:00.196102	0.3753	0.011	0.6137	0.3643	positive	0.1008	2026-05-11 09:17:01.524777	1362.85	NO:sentiment_score
2RW	"[""LFWD"", ""2RW""]"	nGNX8gzDH5	2026-05-11 09:25:58	Lifeward to Report First Quarter 2026 Financial Results on May 15, 2026	Globe Newswire		2026-05-11 09:25:58.240051	0.0839	0.0555	0.8606	0.0284	neutral		2026-05-11 09:26:00.778441	2621.07	NO:sentiment_score,Float
LFWD	"[""LFWD"", ""2RW""]"	nGNX8gzDH5	2026-05-11 09:25:58	Lifeward to Report First Quarter 2026 Financial Results on May 15, 2026	Globe Newswire	1.48	2026-05-11 09:25:58.240159	0.0839	0.0555	0.8606	0.0284	neutral	0.0974	2026-05-11 09:26:00.779483	2621.07	NO:sentiment_score
AMPG	"[""AMPG""]"	nGNX8HLr6d	2026-05-11 09:30:00	AmpliTech Group To Report First Quarter 2026 Results and Schedules Conference Call	Globe Newswire	22.09	2026-05-11 09:30:00.283727	0.0456	0.0355	0.919	0.0101	neutral		2026-05-11 09:30:01.528738	1286.55	NO:sentiment_score
GGRP	"[""GGRP""]"	nACSv6Ntga	2026-05-11 09:45:45	CORRECTION FROM SOURCE: The Glimpse Group to Announce Q3 Fiscal Year 2026 Financial Results On Thursday, May 14, 2026 After Market Close	ACCESSWIRE	14.91	2026-05-11 09:45:45.323636	0.0874	0.0415	0.8711	0.0458	neutral	0.0323	2026-05-11 09:45:46.275251	996.2	NO:sentiment_score
SHEL	"[""SHEL""]"	nGNEbnVCNt	2026-05-11 09:50:46	REG-Director/PDMR Shareholding	Globe Newswire	2800.0	2026-05-11 09:50:46.238821	0.0792	0.0259	0.8949	0.0533	positive		2026-05-11 09:50:46.559840	389.74	NO:sentiment_score,Float
GEMI	"[""GEMI""]"	nGNX4Cm6jq	2026-05-11 09:58:13	GEMI Investors Have Opportunity to Lead Gemini Space Station, Inc. Securities Fraud Lawsuit with the Schall Law Firm	Globe Newswire	38.2	2026-05-11 09:58:13.252788	0.2133	0.0388	0.748	0.1745	positive	-0.1158	2026-05-11 09:58:13.766188	593.26	NO:sentiment_score
LRE	"[""LRE""]"	nPRrB1218a	2026-05-11 09:59:21	REG-Lancashire Holdings Limited: Director/PDMR Shareholding	PR Newswire	1.3938	2026-05-11 09:59:21.469427	0.085	0.0228	0.8922	0.0622	positive		2026-05-11 09:59:22.337177	944.86	NO:sentiment_score
III	"[""III""]"	nBw9Qn0kja	2026-05-11 10:00:00	Healthcare Enterprises Accelerate AI-Led Transformation	Business Wire	33.28	2026-05-11 10:00:00.473000	0.2778	0.0216	0.7007	0.2562	positive	0.2496	2026-05-11 10:00:01.504842	1091.25	NO:sentiment_score
RY	"[""RY""]"	nPn9C4wYfa	2026-05-11 10:01:02	RBC Global Asset Management Recognized with Two Investor's Business Daily 2026 Best Mutual Funds Awards	PR Newswire	1400.0	2026-05-11 10:01:02.184644	0.8724	0.0329	0.0946	0.8395	positive		2026-05-11 10:01:03.503321	1395.23	NO:Float
KLC	"[""KLC""]"	nACSSYtC5a	2026-05-11 10:05:00	KinderCare Stock Alert (KLC): Kehoe Law Firm, P.C. Investigating Potential Breach of Fiduciary Duty Claims	ACCESSWIRE	30.46	2026-05-11 10:05:00.690143	0.1845	0.1156	0.6999	0.0689	positive		2026-05-11 10:05:01.196457	606.42	NO:sentiment_score
ATRA	"[""ATRA""]"	nGNX8D8w9w	2026-05-11 10:32:42	ATRA Investors Have Opportunity to Lead Atara Biotherapeutics, Inc. Securities Fraud Lawsuit with the Schall Law Firm	Globe Newswire	4.86	2026-05-11 10:32:42.236415	0.2293	0.0484	0.7223	0.181	positive	-0.0014	2026-05-11 10:32:42.814719	655.74	NO:sentiment_score
MNDO	"[""MNDO""]"	nGNX9xpGzT	2026-05-11 10:47:55	MIND CTI Reports First Quarter 2026 Results	Globe Newswire	15.88	2026-05-11 10:47:55.213656	0.0665	0.0572	0.8763	0.0093	neutral	0.0988	2026-05-11 10:47:56.761984	1605.48	NO:sentiment_score
EEX	"[""EEX""]"	nPn4yP0C6a	2026-05-11 10:58:00	Shareholder Alert: Ademi LLP investigates whether Emerald Holding Inc. is obtaining a Fair Price for Public Shareholders	PR Newswire	11.72	2026-05-11 10:58:00.176226	0.1036	0.0566	0.8398	0.047	neutral	0.0476	2026-05-11 10:58:00.600511	498.12	NO:sentiment_score
RAIN	"[""RAIN""]"	nACSRGMZxa	2026-05-11 11:00:00	One Additional Inch of Rainfall from Ground-Based Rain Enhancement Worth $44 Million Annually to 37 Texas Counties, Texas A&M Analysis Finds	ACCESSWIRE	8.13	2026-05-11 11:00:00.654937	0.6645	0.0158	0.3197	0.6487	positive		2026-05-11 11:00:02.734274	2154.07	NO:sentiment_score
LEE	"[""LEE""]"	nACS6MS8ja	2026-05-11 11:00:01	Bronstein, Gewirtz & Grossman, LLC Encourages Lee Enterprises, Inc. (LEE) Stockholders to Inquire about Securities Investigation 	ACCESSWIRE	5.91	2026-05-11 11:00:01.741218	0.0953	0.0248	0.8799	0.0704	positive	-0.0655	2026-05-11 11:00:03.646340	1990.72	NO:sentiment_score
UHG	"[""UHG""]"	nACSG4Dspa	2026-05-11 11:00:02	UHG INVESTOR ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that United Homes Group, Inc. Stockholders with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	11.21	2026-05-11 11:00:02.173142	0.1525	0.2617	0.5858	-0.1092	negative		2026-05-11 11:00:04.476838	1737.01	NO:sentiment_score
WIMI	"[""WIMI""]"	nPn9PNNKMa	2026-05-11 11:00:02	WiMi Releases Next-Generation Quantum Neural Network Feature Mapping Technology: Repeated Amplitude Encoding Significantly Enhances Expressive Power of Quantum Models	PR Newswire	9.77	2026-05-11 11:00:02.222225	0.7951	0.0102	0.1947	0.7849	positive	0.0564	2026-05-11 11:00:05.055864	1402.5	YES
NRO	"[""NRO""]"	nGNE7jHdqH	2026-05-11 11:03:31	REG-NEURONES: Declaration of transactions on treasury shares (May 4 to 8, 2026)	Globe Newswire	63.36	2026-05-11 11:03:31.212437	0.0379	0.0279	0.9342	0.0101	neutral	0.1019	2026-05-11 11:03:31.609856	471.19	NO:sentiment_score,Float
SMID	"[""SMID""]"	nBw3HngqCa	2026-05-11 11:13:00	REG-First Trust Global Funds PLC Net Asset Value(s)	Business Wire	4.57	2026-05-11 11:13:00.260583	0.0738	0.0729	0.8534	0.0009	neutral	0.0934	2026-05-11 11:13:00.422807	242.06	NO:sentiment_score
HOLO	"[""HOLO""]"	nGNX6wgSPG	2026-05-11 11:30:00	MicroCloud Hologram Inc. Quantum Key Distribution Technology Facilitates Smooth Iteration of Bitcoin’s Post-Quantum Protocol	Globe Newswire	22.3	2026-05-11 11:30:00.347344	0.306	0.0125	0.6815	0.2935	positive		2026-05-11 11:30:02.947317	2673.1	NO:sentiment_score
RACE	"[""RACE""]"	nGNE92j7Dy	2026-05-11 11:42:10	FERRARI N.V.: PERIODIC REPORT ON THE BUYBACK PROGRAM	Globe Newswire	125.03	2026-05-11 11:42:10.328139	0.0629	0.0442	0.893	0.0187	neutral	0.1827	2026-05-11 11:42:11.114996	861.01	NO:sentiment_score,Float
EVTV	"[""EVTV""]"	nPnbwPzzpa	2026-05-11 11:45:41	AZIO AI and EVTV Progress with an additional 6 MW of Behind-the-Meter Power and Multi-Megawatt AI Infrastructure Order	PR Newswire	11.91	2026-05-11 11:45:41.916586	0.8019	0.0081	0.19	0.7938	positive	0.6028	2026-05-11 11:45:43.185543	1347.96	YES
ANIX	"[""ANIX""]"	nPn7jvRNva	2026-05-11 11:48:49	/C O R R E C T I O N -- Anixa Biosciences, Inc./	PR Newswire	31.72	2026-05-11 11:48:49.708184	0.0807	0.0525	0.8668	0.0282	neutral	0.2348	2026-05-11 11:48:51.651058	2006.09	NO:sentiment_score
PLX	"[""PLX""]"	nGNE61myNy	2026-05-11 11:51:10	REG-DISCLOSURE FISCAL 2026/27 OF TRANSACTIONS ON TREASURY SHARES	Globe Newswire	72.08	2026-05-11 11:51:10.229359	0.055	0.045	0.9	0.01	neutral		2026-05-11 11:51:11.025872	869.2	NO:sentiment_score,Float
ATRA	"[""ATRA""]"	nGNX4fcsZb	2026-05-11 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges Atara Biotherapeutics, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	4.86	2026-05-11 12:00:00.580094	0.1282	0.3506	0.5213	-0.2224	negative	-0.015	2026-05-11 12:00:02.384394	1876.15	NO:sentiment_score
CHOW	"[""CHOW""]"	nPn9Vc5vVa	2026-05-11 12:00:00	ChowChow Cloud International Holdings Limited (CHOW) Shareholders Who Lost Money Have Opportunity to Lead Securities Fraud Lawsuit	PR Newswire	10.64	2026-05-11 12:00:00.602106	0.1001	0.3001	0.5998	-0.2	negative	0.0106	2026-05-11 12:00:02.594621	2073.33	NO:sentiment_score
GEMI	"[""GEMI""]"	nNFC6VtFM7	2026-05-11 12:00:28	Bronstein, Gewirtz & Grossman LLC Urges Gemini Space Station, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	38.2	2026-05-11 12:00:28.386770	0.1485	0.2226	0.6289	-0.0741	negative	0.1409	2026-05-11 12:00:29.010734	700.69	NO:sentiment_score
PLX	"[""PLX""]"	nGNE4lFKB4	2026-05-11 12:03:37	REG-Pluxee announces the completion of a 100 million euros share buyback program	Globe Newswire	72.08	2026-05-11 12:03:37.229223	0.3049	0.0234	0.6716	0.2815	positive		2026-05-11 12:03:37.922322	771.85	NO:sentiment_score,Float
SQNS	"[""SQNS""]"	nNFC35QLcb	2026-05-11 12:12:53	Sequans Announces Filing and Availability of 2025 Annual Report on Form 20-F	Newsfile Corp	15.96	2026-05-11 12:12:53.755449	0.0674	0.04	0.8925	0.0274	neutral	0.112	2026-05-11 12:12:54.298699	620.16	NO:sentiment_score
BNJ	"[""BNJ""]"	nGNEbxVfSG	2026-05-11 12:22:54	REG-Banijay Group: weekly share transactions	Globe Newswire		2026-05-11 12:22:54.213765	0.0611	0.0347	0.9042	0.0263	neutral		2026-05-11 12:22:54.842378	686.98	NO:sentiment_score,Float
TE	"[""TE""]"	nGNE1YRGG2	2026-05-11 12:30:00	REG-Weekly report TEN share buyback from May 4 to May 8, 2026	Globe Newswire	202.05	2026-05-11 12:30:00.389816	0.0274	0.0372	0.9355	-0.0098	neutral		2026-05-11 12:30:00.936371	621.22	NO:sentiment_score,Float
BRAI	"[""BRAI""]"	nPRrB1323a	2026-05-11 12:40:15	REG-BlackRock American Income Trust Plc: Issue of Equity	PR Newswire	17.7	2026-05-11 12:40:15.086251	0.0606	0.0415	0.8979	0.0191	neutral		2026-05-11 12:40:15.493229	482.45	NO:sentiment_score
FCHL	"[""FCHL""]"	nGNX2rKZKj	2026-05-11 13:00:00	Bronstein, Gewirtz & Grossman LLC Urges Fitness Champs Holdings Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	0.35	2026-05-11 13:00:00.280743	0.144	0.192	0.664	-0.048	neutral	-0.0723	2026-05-11 13:00:01.063776	849.85	NO:sentiment_score
CD	"[""CD""]"	nNFC8bh52P	2026-05-11 13:04:50	Chaince Digital Holdings Inc. To Present at The LD Micro Invitational XVI	Newsfile Corp	45.38	2026-05-11 13:04:50.629277	0.0747	0.0153	0.91	0.0595	positive	0.0941	2026-05-11 13:04:51.389752	838.37	NO:sentiment_score
PODC	"[""LVO"", ""PODC""]"	nGNX4vMKf2	2026-05-11 13:46:09	LiveOne (Nasdaq: LVO) and PodcastOne (Nasdaq: PODC) Expand Gotavi Partnership to Accelerate AI-Driven Investor Awareness and Highlight Valuation Discount	Globe Newswire	4.25	2026-05-11 13:46:09.286406	0.7467	0.0125	0.2408	0.7342	positive	0.3259	2026-05-11 13:46:10.514921	1294.0	YES
LVO	"[""LVO"", ""PODC""]"	nGNX4vMKf2	2026-05-11 13:46:09	LiveOne (Nasdaq: LVO) and PodcastOne (Nasdaq: PODC) Expand Gotavi Partnership to Accelerate AI-Driven Investor Awareness and Highlight Valuation Discount	Globe Newswire	8.57	2026-05-11 13:46:09.286433	0.7467	0.0125	0.2408	0.7342	positive	0.4103	2026-05-11 13:46:10.516575	1294.0	YES
ATON	"[""ALP"", ""ATON""]"	nGNX6F0GBX	2026-05-11 13:56:02	CryptoBell.Live Launches National Broadcast Platform across 60 million US households to Bring AI, Blockchain & Crypto Mainstream	Globe Newswire		2026-05-11 13:56:02.256393	0.2951	0.0098	0.6951	0.2853	positive		2026-05-11 13:56:02.979521	819.13	NO:sentiment_score,Float
ALP	"[""ALP"", ""ATON""]"	nGNX6F0GBX	2026-05-11 13:56:02	CryptoBell.Live Launches National Broadcast Platform across 60 million US households to Bring AI, Blockchain & Crypto Mainstream	Globe Newswire	19.64	2026-05-11 13:56:02.256368	0.2951	0.0098	0.6951	0.2853	positive	-0.0006	2026-05-11 13:56:02.979937	819.13	NO:sentiment_score
COSM	"[""COSM""]"	nACSZJHz4a	2026-05-11 14:25:01	Cosmos Health Projects Over $3.2 Million in Incremental Annual Revenue from Fort18 in the United States Within 12-18 Months	ACCESSWIRE	28.16	2026-05-11 14:25:01.121129	0.5622	0.0334	0.4044	0.5288	positive	0.2215	2026-05-11 14:25:02.928932	1847.92	NO:sentiment_score
GEMI	"[""GEMI""]"	nGNX7tM1W0	2026-05-11 14:38:00	NASDAQ: GEMI: Kessler Topaz Meltzer & Check, LLP Announces the Filing of a Securities Fraud Class Action Lawsuit Against Gemini Space Station, Inc. (GEMI)	Globe Newswire	38.2	2026-05-11 14:38:00.230683	0.2396	0.3234	0.437	-0.0838	negative	-0.005	2026-05-11 14:38:01.823797	1663.63	NO:sentiment_score
PODC	"[""PODC""]"	nGNX3pZj8	2026-05-11 15:34:06	LiveOne (Nasdaq: LVO) and PodcastOne (Nasdaq: PODC) Expand Gotavi Partnership to Accelerate AI-Driven Investor Awareness and Highlight Valuation Discount	Globe Newswire	4.25	2026-05-11 15:34:06.306314	0.7467	0.0125	0.2408	0.7342	positive	0.3259	2026-05-11 15:34:07.624377	1410.66	YES
KFFB	"[""KFFB""]"	nGNXnNLw3	2026-05-11 15:42:15	Kentucky First Federal Bancorp Reports Earnings	Globe Newswire	3.06	2026-05-11 15:42:15.357655	0.1368	0.124	0.7392	0.0128	neutral	0.1685	2026-05-11 15:42:17.254770	1959.08	NO:sentiment_score
GAMI	"[""GAMI"", ""GDV""]"	nGNX1DhdzB	2026-05-11 16:00:00	Gabelli Dividend & Income Trust Announces Adjournment of 2026 Annual Meeting Until June 29, 2026	Globe Newswire		2026-05-11 16:00:00.609053	0.0522	0.1101	0.8377	-0.0579	negative		2026-05-11 16:00:02.271524	1668.15	NO:sentiment_score,Float
GDV	"[""GAMI"", ""GDV""]"	nGNX1DhdzB	2026-05-11 16:00:00	Gabelli Dividend & Income Trust Announces Adjournment of 2026 Annual Meeting Until June 29, 2026	Globe Newswire	88.0	2026-05-11 16:00:00.609083	0.0522	0.1101	0.8377	-0.0579	negative		2026-05-11 16:00:02.271961	1668.15	NO:sentiment_score,Float
