Symbol	Tickers	ID	ArrivalDate	Created	ArrivalTime	CurlTime	Headline	Author	Float	MktCap	Exchange	LastDailyClose	itiBaseline	tradeSizeBaseline	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Sentiment	ClerkArm	ClerkSentiment	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt
ATHR	"[""ATHR""]"	nPn6WlYKqa	2026-06-18	10:00:41.818	10:00:41.904	10:00:42.131	INVESTOR ALERT: Pomerantz Law Firm Investigates Claims On Behalf of Investors of Aether Holdings, Inc. - ATHR	PR Newswire	4.12	35.59	NASDAQ	3.3	4663.8	351.5242	2026-06-18 10:00:42.155258	0.1031	0.1145	0.7825	-0.0114	neutral	BAD	accepted:1007	sentiment_bad_released	-0.1108	-0.2092	-0.0689	0.17	-0.0521	2026-06-18 10:00:42.601653
FTFT	"[""FTFT""]"	nACSZfZh2a	2026-06-18	11:00:02.603	11:00:02.832	11:00:11.914	Bronstein, Gewirtz & Grossman, LLC Is Investigating Future FinTech Group Inc. (FTFT) And Encourages Shareholders to Connect	ACCESSWIRE	2.96	4.63	NASDAQ	0.7385	75.7	440.0703	2026-06-18 11:00:11.941092	0.1076	0.0567	0.8357	0.0508	positive	BAD	accepted:1014	sentiment_bad_released	0.1447	0.1271	0.0591	0.3542	0.0309	2026-06-18 11:00:12.424023
PMI	"[""PMI""]"	nACSVRMBda	2026-06-18	11:00:01.713	11:00:02.436	11:00:11.900	Bronstein, Gewirtz & Grossman, LLC Announces an Investigation Against Picard Medical, Inc. (PMI) and Encourages Shareholders to Learn More About the Investigation	ACCESSWIRE	18.95	15.33	NYSE AMERICAN	0.191	5.3	1040.8878	2026-06-18 11:00:11.938189	0.2154	0.0576	0.727	0.1579	positive	OK	accepted:1000	sentiment_ack	0.1125	0.1233	0.052	0.3542	0.0264	2026-06-18 11:00:12.470444
STKE	"[""STKE"", ""HODL""]"	nNFC2S7NxW	2026-06-18	12:43:23.708	12:43:23.888	12:43:24.152	SOL Strategies's Houdini Swap to Bring Private Cross-Chain Transactions to Jumper	Newsfile Corp	18.94	34.79	NASDAQ	1.26	46.6	350.3017	2026-06-18 12:43:24.183535	0.2524	0.0139	0.7337	0.2385	positive	BAD	accepted:1000	sentiment_bad_released	0.3434	0.4308	0.2607	0.6326	0.196	2026-06-18 12:43:25.073279
BIAF	"[""BIAF"", ""BIAFW""]"	nBwZS5YHa	2026-06-18	13:16:00.136	13:16:00.270	13:16:00.538	bioAffinity Technologies Announces Closing of $3.2 Million Offering	Business Wire	4.39	4.28	NASDAQ	0.8318	39.7	437.3416	2026-06-18 13:16:00.563883	0.0361	0.0829	0.881	-0.0468	neutral	BAD	accepted:1001	sentiment_bad_released	0.2976	0.2498	0.123	0.4202	0.089	2026-06-18 13:16:01.471439
BIAF	"[""BIAF"", ""BIAFW""]"	nPn5K2z6za	2026-06-18	14:55:09.669	14:55:09.808	14:55:10.089	WallachBeth Capital Announces Closing of bioAffinity Technologies $3.2 Million Offering	PR Newswire	4.39	4.28	NASDAQ	0.8318	39.7	437.3416	2026-06-18 14:55:10.108614	0.0537	0.1486	0.7976	-0.0949	negative	BAD	accepted:1002	sentiment_bad_released	0.2453	0.1897	0.0674	0.2453	0.066	2026-06-18 14:55:11.073927
COSM	"[""COSM""]"	nGNX23dCVw	2026-06-18	15:34:00.102	15:34:00.336	15:34:00.749	CosmoFarm Delivers Record Q2 2026 Revenue of Over $15M, Representing $60+ Million Annualized Run-Rate; Adds Over 80 Pharmacies and Expands AI Automation and Facility Capacity	Globe Newswire	20.53	15.51	NASDAQ	0.2417	2.6	1019.5583	2026-06-18 15:34:00.786613	0.8355	0.0088	0.1557	0.8266	positive	OK	accepted:1003	sentiment_ack	0.5561	0.6587	0.377	0.8704	0.5378	2026-06-18 15:34:01.459085
DBGI	"[""DBGI""]"	nBw38jx9sa	2026-06-18	15:45:00.100	15:45:00.223	15:45:00.512	DBGI Announces Expiration of 9.6 Million Outstanding Cash Warrants, Eliminating Dilution Overhang	Business Wire	22.92	16.96	NASDAQ	0.7322	5.9	709.3627	2026-06-18 15:45:00.530738	0.1948	0.1305	0.6746	0.0643	positive	BAD	accepted:1005	sentiment_bad_released	0.0146	0.0043	0.0257	0.0568	0.0274	2026-06-18 15:45:01.236414
MTEN	"[""MTEN""]"	nGNX2t9zZh	2026-06-18	16:05:00.188	16:05:00.584	16:05:02.742	Mingteng International Corporation Inc. Announces Closing of $2.96 Million Registered Direct Offering and Concurrent Private Placement	Globe Newswire	0.84	3.74	NASDAQ	2.61	12.2	288.1394	2026-06-18 16:05:02.772547	0.0699	0.0369	0.8932	0.033	neutral	BAD	accepted:1006	sentiment_bad_released	0.1031	0.0741	0.0512	0.2043	0.0703	2026-06-18 16:05:03.305719
MSGM	"[""MSGM""]"	nGNX2WwsX6	2026-06-18	16:10:00.125	16:10:00.696	16:10:03.532	Motorsport Games Names Peter Hansen-Chambers Chief Financial Officer, Effective July 1, 2026	Globe Newswire	1.62	19.01	NASDAQ	3.75	24428.6	439.8235	2026-06-18 16:10:03.559222	0.0581	0.0534	0.8885	0.0047	neutral	BAD	accepted:1008	sentiment_bad_released	0.4383	0.4912	0.2458	0.7908	0.2798	2026-06-18 16:10:04.142568
GROW	"[""GROW""]"	nGNX82GSLL	2026-06-18	16:25:25.101	16:25:25.286	16:25:25.544	U.S. Global Investors Declares Continued Monthly Dividend as Oil Drops Below the 50-Day Moving Average, a Positive Signal for Tactical Investors and Traders	Globe Newswire	9.66	36.1	NASDAQ	3.035	20900.0	1192.6364	2026-06-18 16:25:25.577979	0.6744	0.1832	0.1424	0.4913	positive	BAD	accepted:1009	sentiment_bad_released	0.4543	0.551	0.3313	0.8833	0.3903	2026-06-18 16:25:26.125825
AMIX	"[""AMIX""]"	nGNX73m7s7	2026-06-18	16:30:00.213	16:30:00.708	16:30:04.060	Autonomix Announces Reverse Stock Split	Globe Newswire	10.88	4.52	NASDAQ	0.389	4660.6	712.1154	2026-06-18 16:30:04.072986	0.0804	0.1169	0.8027	-0.0365	neutral	BAD	accepted:1010	sentiment_bad_released	0.1079	0.0514	0.0788	0.2996	0.0874	2026-06-18 16:30:04.574345
SCAG	"[""SCAG""]"	nGNX6zxXZj	2026-06-18	16:45:00.105	16:45:00.324	16:45:00.601	Scage Future Receives Nasdaq Notification Regarding Minimum Bid Price Deficiency	Globe Newswire	26.63	24.99	NASDAQ	0.3395	512.6	646.9217	2026-06-18 16:45:00.617191	0.0903	0.034	0.8757	0.0563	positive	BAD	accepted:1011	sentiment_bad_released	0.1925	0.2607	0.1462	0.6076	0.1081	2026-06-18 16:45:01.315013
EPSM	"[""EPSM""]"	nPn7jDMDna	2026-06-18	17:00:00.049	17:00:00.240	17:00:00.573	Epsium Enterprise Limited Launches New Investor Relations Website	PR Newswire	2.66	4.4	NASDAQ	1.56	1011.7	260.4103	2026-06-18 17:00:00.592583	0.0691	0.0292	0.9017	0.0399	neutral	BAD	accepted:1013	sentiment_bad_released	0.2422	0.2938	0.1234	0.5689	0.1882	2026-06-18 17:00:01.110136
MTR	"[""MTR""]"	nBw4Z74vsa	2026-06-18	17:08:00.090	17:08:00.205	17:08:00.469	Mesa Royalty Trust Announces There Will Be No Distribution for June 2026	Business Wire	1.6	6.34	NYSE	3.36	34200.0	122.25	2026-06-18 17:08:00.485840	0.0305	0.1384	0.8311	-0.1079	negative	BAD	accepted:1014	sentiment_bad_released	-0.1653	-0.2525	-0.0716	0.1585	-0.0873	2026-06-18 17:08:01.008943
MTEK	"[""MTEK""]"	nNFC53WMg8	2026-06-18	17:10:41.248	17:10:41.349	17:10:41.545	Metatek-Group Ltd. Announces Approval of All Resolutions at 2026 Annual Meeting	Newsfile Corp	5.63	12.13	TSX	1.22	1145.6	656.4144	2026-06-18 17:10:41.558695	0.1327	0.0158	0.8515	0.1169	positive	BAD	accepted:1015	sentiment_bad_released	0.2023	0.0986	0.0659	0.2023	0.0535	2026-06-18 17:10:41.932543
APM	"[""APM""]"	nNFC5TcxDR	2026-06-18	17:29:56.750	17:29:56.881	17:29:57.132	Statement in Response to Silver Elephant's News Release Dated June 17, 2026	Newsfile Corp	5.31	6.86	TSX	0.87	3596.4	554.7604	2026-06-18 17:29:57.149735	0.0734	0.0658	0.8608	0.0076	neutral	BAD	accepted:1016	sentiment_bad_released	0.1732	0.234	0.1373	0.6079	0.084	2026-06-18 17:29:57.485298
RAY	"[""RAY""]"	nGNX3wQzLv	2026-06-18	17:32:58.105	17:32:58.266	17:32:58.457	Stingray Announces $15.4 Million Share Buyback	Globe Newswire	1.86	8.44	TSX	3.34	19000.0	291.8654	2026-06-18 17:32:58.481611	0.0679	0.0324	0.8997	0.0354	neutral	BAD	accepted:1017	sentiment_bad_released	0.5143	0.514	0.2861	0.7605	0.2732	2026-06-18 17:32:59.118939
INEO	"[""INEO""]"	nACSDTV4pa	2026-06-18	18:56:19.932	18:56:20.089	18:56:20.352	INEO Announces Grant of Stock Options	ACCESSWIRE	1.97	10.03	NASDAQ	0.6098	2546.0	644.6879	2026-06-18 18:56:20.371055	0.1656	0.0784	0.756	0.0872	positive	BAD	accepted:1019	sentiment_bad_released	0.2842	0.3319	0.1261	0.6416	0.1668	2026-06-18 18:56:20.800516
CRMT	"[""CRMT""]"	nACSQjKNba	2026-06-18	19:05:00.770	19:05:00.867	19:05:01.102	ROSEN, A TRUSTED AND LEADING LAW FIRM, Encourages Americas Car-Mart, Inc. Investors to Inquire About Securities Class Action Investigation - CRMT	ACCESSWIRE	7.61	19.43	NASDAQ	2.21	323.9	412.0049	2026-06-18 19:05:01.127361	0.1913	0.0434	0.7653	0.1479	positive	BAD	accepted:1000	sentiment_bad_released	-0.1036	-0.2183	-0.0595	0.4795	-0.1204	2026-06-18 19:05:01.698914
IHT	"[""IHT""]"	nGNX9wMtHt	2026-06-18	21:59:00.108	21:59:00.229	21:59:00.583	INNSUITES FY 2027 Q1 RECORDS CONSOLIDATED NET INCOME PROFIT; REVERSE MERGER EXPLORATION CONTINUES	Globe Newswire	3.0	16.63	NYSE AMERICAN	1.39	17100.0	1064.4	2026-06-18 21:59:00.608617	0.6115	0.031	0.3575	0.5804	positive	BAD	accepted:1001	sentiment_bad_released	0.4881	0.5991	0.4881	0.8968	0.5655	2026-06-18 21:59:01.142714
